Genes	tracking_id	AS1	D4CF1	ES1	FS1	AS2	D4CF2	DE2	ES2	FS2	AS3	D4CF3	DE3	ES3
CHRNA2	0	0.0153546	0	0.0286034	0.252994	0	0	0	0.0157764	0.507857	0.110512	0	0	0.0372956
CHST11	0.340022	7.74432	7.34913	3.90868	3.07512	0.649178	6.64113	7.16516	4.54205	1.31188	3.21015	7.95642	7.51697	3.88499
CHST15	0.618523	2.35401	5.57973	3.76693	5.09464	3.35353	1.746	7.74144	3.44615	2.93945	8.6159	1.44792	6.04599	3.38642
CHSY3	0	1.90981	1.08439	0.947114	1.75853	0	1.81794	0.972841	1.00861	1.10104	0.288905	1.74899	0.45756	1.19867
CIDEB	182.152	0	0	0	10.4993	128.359	0	0	0	27.5213	5.13453	0	0	0
CISD1	83.5478	18.0929	15.9173	13.1992	12.1861	62.0279	17.9627	17.0457	13.8074	18.7149	25.561	22.0088	10.7658	14.2902
CISH	5.46174	1.44638	0.701126	0.544812	15.0059	5.05549	1.63535	0.7773	0.474274	23.7965	4.6048	1.10133	1.08422	0.597598
CKM	0.652313	0.161447	0.689676	0	0.783701	41.5108	0.107243	0.429253	0	4.27543	0.145788	0.0343918	0.776022	0
CLC	0	0	0	1.91021	1.325	14.3118	0.121156	0	2.52987	0.50677	0	0.233122	0	1.77094
CLCA1	189.604	0.0402513	0.0382104	0	1157.41	94.0504	0	0	0	1432.64	220.742	0	0	0
CLCA2	1.48321	0.0307259	0.029168	0.0429059	0.298479	1.88773	0.0272132	0	0.0473535	0.485045	0.30379	0.0261811	0	0.0124305
CLDN10	0	0.470507	1.25082	9.26705	0.0397981	0	1.08258	1.94461	10.6849	0	0.186706	1.52744	1.67678	11.3315
CLDN11	0	16.6282	47.0798	4.36675	1.78146	1.08143	10.8292	44.3155	4.00687	0.348952	4.46218	9.11622	37.1824	4.45634
CLDN17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLDN18	0.300253	0.0745112	0.31867	0.347239	0.219399	0.382165	0.0824911	0.346193	0.344909	0.136741	2.01326	0.111146	0.478133	0.195658
CLDN4	113.59	1.83958	0.136965	3.62655	277.4	193.5	3.19465	0.239756	3.22421	265.807	247.672	1.04499	0.65498	3.85245
CLEC12B	0	0	0	0	0.0378794	0	0	0	0	0	0	0	0	0
CLEC1B	0	0.153227	0	0	0.0609379	0	0	0	0	0	0	0	0	0
CLEC2D	4.2678	1.35222	2.12875	2.00034	2.0962	6.91314	1.10504	1.82886	2.09321	3.16313	11.421	1.27124	1.69072	2.09089
CLEC6A	0	0.208255	0	0.116323	0	0	0.0737785	0	0.385144	0.0306416	0	0.212941	0	0.168504
CLEC9A	0	0	0	0.0371908	0.193927	0	0.0707651	0	0	0.793433	0.144289	0.0340406	0	0
CLECL1	0	0	0	0.0399365	0.13189	5.22555	0	0	0	0.183488	0.755994	0	0	0.101244
CLGN	0	12.8536	27.7015	14.2513	1.44601	0	12.4712	21.5209	14.8481	0.340284	0.500309	18.6288	21.5961	13.0048
CLHC1	0.402411	2.55253	2.95614	2.34299	2.96856	0.768232	2.76246	3.0504	2.78892	2.01105	0.629307	3.21477	2.10917	2.99637
CLMP	0	7.01527	85.9773	11.868	10.7738	1.98469	5.93473	81.5866	13.3716	3.99901	9.36486	6.86395	78.1632	11.8418
CLOCK	5.32507	5.34944	9.23425	7.1242	6.56476	3.97294	6.13023	8.79828	7.69238	6.3828	4.72883	7.07111	8.58944	6.72837
CLSPN	0.116586	11.9641	11.6013	12.4707	1.14613	0.148383	11.5756	11.7874	12.5619	1.14942	1.10681	13.347	9.44073	11.6647
CLTB	339.394	5.08957	14.6694	5.87965	50.9496	360.226	5.32259	14.7111	5.16644	86.0318	133.168	3.81441	22.4284	6.9662
CLTC	42.2411	76.1783	181.421	126.23	60.0697	42.7224	75.9449	183.198	134.071	63.075	38.4798	92.503	144.752	120.524
CLVS1	0	0.301478	0	0.122701	0.609979	0.732962	0.150092	0.0287233	0.135694	0.121525	0.135043	0.0734883	0.0450563	0.0541699
CMAS	187.193	38.755	51.5761	60.6807	30.3329	155.542	35.8282	44.602	62.6097	33.7399	50.6285	43.7786	38.0843	64.089
CMC2	113.164	43.4005	64.818	50.2249	17.9511	102.257	35.573	67.3368	53.1888	16.6842	37.9529	54.9058	49.7469	48.7474
CMSS1	1.07662	66.6992	37.7562	55.1804	7.22655	2.74049	70.447	39.389	53.5532	7.11374	6.13738	91.9651	28.7575	60.9814
CNGA1	3.29965	0.0682584	0.125616	0.550775	4.42166	0.93323	0.322456	0.27225	0.771527	2.59116	0.61443	0.174498	0	0.644412
CNIH1	60.7723	117.805	57.2186	76.0113	47.5982	88.2544	122.843	60.6724	75.6796	67.5385	79.8456	146.12	43.0415	79.3482
CNNM1	0	0.377307	1.04549	0.588581	0.254759	0	0.43352	0.962506	0.534342	0.209568	0.750875	0.356254	1.27441	0.470309
CNNM2	1.77276	3.20859	1.26721	5.23078	6.33225	2.78564	3.69672	1.71663	5.2079	8.52872	3.53603	3.33874	1.71766	4.60619
CNTFR-AS1	0	0	0	0	0.298907	0	0.152885	0	0	0.254809	0	0.073537	0	0
COA4	122.074	57.2475	40.4171	85.1625	43.4313	119.513	74.398	43.4699	75.567	53.6898	151.016	68.9615	41.5849	88.2951
COBLL1	5.14309	0.613438	2.85331	0.877642	9.15753	2.48738	0.436625	3.25761	0.949758	17.1482	4.18258	0.453136	3.12531	0.93792
COCH	0	18.389	66.1596	13.0423	1.64778	0	20.3758	77.1423	12.381	0.175869	0.632915	16.2485	50.9398	12.9827
COG6	9.32929	20.8884	15.1837	10.2843	12.0866	7.76781	22.4689	15.4537	10.7922	12.9345	6.59078	28.4013	12.3431	10.92
COL10A1	0	0.171153	0.144422	0.336369	0.0923597	0	0.0336858	0.25281	0.273543	0.0558674	0.136836	0.0810205	0.264068	0.246193
COL12A1	0.239251	4.33425	0.343036	1.27578	20.4027	0.609002	1.30686	0.653444	1.39415	10.8972	5.8123	2.32995	0.451892	1.33147
COL15A1	0.361684	0.179951	0	0.115172	13.5022	0.92065	0.0996115	0.0149515	0.0808888	6.45576	2.2223	0.14375	0.0480535	0.054601
COL2A1	0	28.0276	8.05494	3.65938	14.7787	0	36.05	7.1253	3.54717	27.4502	0	19.6723	11.5435	3.30755
COMMD1	52.8712	34.5885	24.9544	38.1031	16.3609	69.6938	28.1835	22.9908	32.2207	18.422	27.6631	38.1176	20.9358	35.9159
COPS2	35.7476	60.308	48.6821	41.8108	19.8646	36.4772	61.3831	46.174	44.7824	23.5418	17.2534	75.4315	31.6626	45.4926
COPS8	9.21616	45.5433	36.6703	34.657	11.5148	17.008	46.3087	34.0693	33.2893	10.8986	14.4166	58.7453	26.4286	35.9473
COPZ1	105.976	123.03	105.27	69.6511	67.412	161.001	130.026	100.804	71.8325	84.0295	105.962	137.588	78.2516	73.6385
COQ3	13.4443	11.5602	12.6018	19.464	4.21771	7.98511	13.9617	14.0444	20.8565	3.01425	6.51123	16.8727	10.162	21.9743
COQ5	45.0976	45.5098	37.4818	32.0263	25.9119	29.6242	50.6625	35.9893	29.7554	24.9843	21.2158	55.1403	32.2793	29.5822
COX15	8.76962	12.0714	10.6244	10.3791	7.39248	5.15143	12.8338	9.83048	10.7355	9.70377	10.0627	12.8429	9.61592	10.2259
COX5A	529.665	154.14	141.394	242.123	80.9087	615.782	152.801	167.63	226.882	85.2898	117.884	191.081	121.375	223.72
CP	0	0.0429652	0.109295	0.416435	0.160551	1.45576	0.0326421	0.0566511	0.576964	0.145861	5.55928	0.0309791	0.066475	0.292573
CPA1	6.20227	0.047907	0	0	0.398587	14.8009	0.21215	0	0	1.58672	0.259927	0	0	0
CPB2	0	0.0404383	0	0.0376501	0.286614	0	0.14328	0.161297	0.0415532	0	0	0.137848	0.0863973	0
CPB2-AS1	0	0.428303	0.0369657	0.126885	0.135091	0	0.235974	0.0517695	0.160043	0.0142988	0	0.232473	0.056918	0.0630185
CPEB3	2.38221	0.370424	0.964511	0.443369	2.14337	1.73251	0.348519	0.506508	0.587704	2.38312	1.04612	0.523054	0.802643	0.565186
CPLX2	0	1.33854	0	0.25654	6.38887	0	0.160921	0.0523234	0.215718	0.643882	6.76774	0.167717	0.0280208	0.339769
CPSF3	13.0155	85.0292	69.5809	91.6819	12.1326	10.4913	91.7047	72.9016	94.6886	16.3728	5.91393	117.276	58.8342	92.7918
CPT1C	0	6.24043	3.45152	9.61188	4.18946	0	5.93108	2.38814	9.33834	0.609529	1.02325	3.86285	6.12142	10.0242
CRADD	52.2268	6.91826	5.88808	5.16348	7.97842	24.6187	6.18016	6.18422	4.90213	10.9397	15.7824	6.91132	4.77783	5.11516
CRB2	0.257014	5.76057	0.0501589	0.582383	0.546526	0	6.63067	0.0430157	0.487604	0.300839	0.0926389	3.38855	0.11521	0.575994
CREB1	3.75811	14.0041	17.6291	17.219	9.91186	3.27261	13.0788	17.2395	18.7223	9.18554	4.83891	15.901	13.7976	16.5342
CREB5	0	0.891745	0.250285	0.397045	6.26921	0	0.357137	0.587602	0.446169	1.12103	0.863015	0.53521	0.331319	0.432912
CREBL2	23.0293	10.212	30.1323	13.1096	14.0924	25.9793	9.82224	26.6326	14.9531	17.7793	15.2616	11.3341	24.9596	13.6967
CRHR1-IT1	0	5.98994	6.3239	12.8815	7.46659	0.533021	6.75109	6.45061	10.3461	4.22333	1.78024	7.17603	6.6755	10.1554
CRLF3	6.21694	10.915	20.4827	18.3869	5.20196	5.71949	14.1582	19.8366	17.954	4.89858	5.68579	16.0968	15.0966	16.7302
CRNN	0.554394	0	0	0	0	4.93915	0	0	0	0	0.929224	0	0	0
CRTC3	4.86417	3.98802	2.76098	2.15092	13.7897	4.524	3.59411	3.19983	2.31487	10.3373	8.193	2.75422	3.5958	1.99973
CRYM	9.25349	35.5062	1.19224	17.8027	5.01121	1.17772	35.8954	0.607129	16.6577	1.3026	1.8616	32.2992	0.48782	16.2582
CRYM-AS1	0.450668	0.0279459	0	0.208127	0.213236	0	0.148506	0.148604	0.0574277	0.34915	0.352483	0.428623	0	0.0904466
CSDE1	183.334	385.839	317.145	314.911	138.659	210.204	401.042	304.867	334.187	152.854	100.792	471.359	240.768	318.377
CSMD2-AS1	0	0	0	0	0	0	0	0	0.0519796	0	0	0	0	0
CSN1S2AP	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSNK1A1P1	0	6.95074	7.94793	8.45602	2.27313	0	7.17044	7.56018	9.29198	0.929582	0	8.78296	6.24323	7.66908
CSNK1G1	1.8957	5.80303	9.51964	5.82786	5.24527	1.80954	6.2041	10.2925	5.8865	4.72363	4.24863	6.87983	9.19927	5.02947
CSNK2A3	17.2407	79.7007	78.7852	60.4931	15.1071	19.948	85.4273	79.1108	66.2165	26.1598	28.7263	93.8223	58.8579	60.7266
CST9L	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSTF2	8.36322	20.2098	18.8162	19.387	8.06448	7.31782	22.7184	18.1695	17.6031	9.52416	5.25652	20.7529	19.6152	19.759
CTAGE7P	0.360179	0.715415	1.1036	0.999012	1.64408	0.91682	0.811834	1.21855	1.10257	3.43257	0.563384	0.742944	0.740287	1.13963
CTB-178M22.2	3.10044	1.30825	0	2.60978	0.387449	0	2.64842	1.73917	1.53617	0.833964	0	2.86647	0.199628	3.32682
CTB-7E3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTBP2	51.5515	29.1537	23.3406	47.2802	14.5411	34.6909	30.4146	19.0371	46.1281	16.8952	30.0486	32.8977	18.9286	49.0378
CTBS	3.9149	5.18596	11.6921	4.45064	7.95491	4.9826	6.01048	9.45253	3.74643	11.353	5.50384	6.19679	9.91026	4.37638
CTD-2201E9.1	0	0	1.43525	0.0370395	0	0	0	0.581819	0	0.058533	0	0	0.977467	0.0643856
CTDSP1	110.882	10.6825	8.83105	4.6073	57.4832	148.17	11.8324	10.1481	4.00098	72.63	73.0328	6.24496	19.3853	4.52963
CTDSPL2	3.63797	39.1327	28.5831	26.7435	11.7898	3.60122	42.8729	25.5435	27.9405	11.2546	5.96082	50.552	21.1145	24.8608
CTH	3.15019	8.97273	6.56107	20.4593	2.56733	4.00934	9.85315	7.04271	20.7737	5.34776	11.8474	11.1325	5.73176	19.5481
CTNNA1	163.316	122.98	122.069	157.186	96.3054	151.234	126.581	129.222	154.609	123.447	90.4998	121.442	129.234	150.272
CTSO	5.88882	1.54834	4.08287	1.68165	16.7246	15.8715	1.84748	4.11669	1.63501	18.972	9.4433	1.50256	2.66454	1.3572
CTSW	2.61182	0	0	0	0.111767	0	0	0	0.0552163	0.395722	0.583804	0.0915851	0.057404	0
CUTC	17.958	19.2001	18.4387	29.557	8.35952	14.5445	19.1024	18.6763	27.4396	11.3365	11.2208	22.6241	12.9553	28.727
CUX1	25.7007	16.9548	13.1189	9.34324	28.4745	21.7863	15.8747	12.8204	10.5426	34.8599	15.1085	14.7815	19.0524	9.81825
CWC15	56.0602	58.9857	64.7721	48.4167	21.4007	46.6853	61.5686	55.7099	48.4218	27.242	11.292	69.7379	41.0129	51.779
CXCL11	0	0	0	0	0	0.864341	0	0	0	0.061812	0.834807	0	0	0
CXCL12	0.953454	13.7238	3.28248	14.7866	56.0315	11.4026	13.1931	3.65019	15.7034	28.7787	34.2204	9.45343	3.76077	15.664
CXCR1	0	0	0	0	0.01784	0.527623	0	0	0	0	0.0463192	0	0	0
CXCR4	7.09679	64.0513	227.825	1.00346	9.72106	9.03228	54.4904	252.571	0.861375	6.57243	27.2518	88.9896	201.486	1.4213
CXorf30	0	0	0.0823819	0	0.0150517	0	0.0192152	0.144209	0	0.0796863	0	0.0369729	0.0926959	0
CXorf40B	12.5486	6.66417	5.39449	9.08948	5.80196	25.5536	5.99381	7.34838	7.8555	7.87295	12.4349	7.52724	7.3942	9.44669
CXorf58	0	0.13153	0	0.0815437	0.0607371	0.903311	0.077579	0	0.0899964	0.0644505	0.0791477	0.112034	0.093562	0.141916
CYB561A3	25.7279	2.15322	2.13122	4.26173	10.336	17.3992	1.81179	1.92358	3.81912	10.7627	36.0598	1.33911	4.28972	4.61115
CYLC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP1B1	0	5.20577	7.92492	1.57862	0.452586	1.45619	2.22655	8.79644	1.53514	0.600615	15.5087	4.00128	6.63717	1.25692
CYP24A1	0	0.594148	0	0.0178424	0.0284297	0.420015	0.43556	0	0	0	0	0.244967	0	0
CYP2B6	3.31875	0.123637	0.0391227	2.05259	4.51763	6.3358	0.127753	0.0273936	1.82076	2.81526	2.37304	0.0351165	0	1.88404
CYSLTR1	0	0	0.134505	0.021978	0.791471	1.93736	0	0.0313879	0.024257	0.832926	1.02044	0	0.0252183	0.0382095
CYYR1	0.328747	38.6003	14.1844	18.4139	3.96539	2.92884	40.8405	12.6998	19.0223	2.14406	12.2308	55.6413	9.89888	19.0764
DAAM2	0.494591	1.25765	0.0558674	0.930569	4.91003	5.84228	1.7052	0.113063	1.0162	3.95149	10.0406	1.01505	0.119403	1.01308
DAB1-AS1	0	0	0	0.0836549	0	0	0	0	0	0	0	0	0	0.0576909
DACT2	0	0.428789	6.26214	1.04397	3.76739	0.677668	0.438199	4.77927	1.11841	4.26629	0.916864	0.22487	11.0073	0.827246
DAOA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAPL1	0	0.17311	0	0	0.47866	0	0	0	0	3.08666	0	0.29501	0	0
DBIL5P	0	0.146716	0.35814	0.175608	0.174495	0	0.204196	0.975213	0.279949	0.246331	0.414886	0.23217	0.694019	0.40701
DCAF13	8.53781	60.035	43.923	84.7123	8.24227	13.1226	63.3495	46.8998	85.0846	10.9326	10.6948	81.2527	30.5326	85.7237
DCAF8L1	0	0.0360814	0.0342519	0.134358	0.388033	0	0.127826	0.215848	0.148286	0	0	0.13835	0.0963505	0.0729858
DCBLD2	0.320401	52.6375	39.6002	34.001	7.98759	0.407784	52.2862	38.8033	37.3617	3.65706	2.64869	60.6627	31.9549	36.5428
DCDC2C	0	0	0	0	0.0318396	0	0	0	0	0	0	0	0	0
DCK	7.48459	31.9707	20.6972	20.0012	10.5807	9.02448	32.2124	20.081	20.8439	9.35653	14.5243	36.9889	14.4378	21.9129
DCLK3	0	0.0342528	2.68799	0.59523	0.483311	0.467324	0.0606739	2.12498	0.375389	0.134093	0.369179	0.0486439	3.29283	0.508104
DCTN4	15.3854	35.9836	43.8063	34.0224	22.9018	16.3179	32.9987	43.2592	34.373	22.9675	19.5375	39.7091	34.7123	31.94
DCTN6	23.7574	47.8652	73.958	37.5083	18.2193	18.4049	38.0523	62.2776	34.5951	18.8081	18.9345	45.0699	40.6569	37.6989
DDC	363.261	0.239195	0	0	67.3987	247.864	0.0706062	0.0529856	0.0819098	120.205	72.178	0	0	0.0400692
DDX26B	7.25692	7.08618	12.3836	5.02257	7.79988	4.61804	6.71824	13.4667	5.65903	5.02587	1.33193	7.19075	8.27437	4.9778
DDX26B-AS1	0	0.604714	0	0.281476	0	0	0.267791	0.40195	0.310653	0.453665	0	0.515268	0	0
DDX47	22.9164	79.6795	94.29	74.8897	20.4054	37.0319	85.3613	104.812	71.7356	25.5874	23.7018	93.439	69.6819	78.0712
DDX60L	17.6921	0.062461	0	0.999877	5.02822	7.00427	0.0869524	0.0711732	1.28995	5.39113	2.62237	0.0569541	0.0857795	0.685882
DEC1	0	0	0.532095	0	0	0	0	0.298057	0.230358	0	0	0	0.718454	0.0453526
DEFB1	26.5016	0	0	0.21093	21.2739	24.0924	0	0.30121	0	33.8026	3.39112	0	0.242018	0
DEFB104B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB105A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB105B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB106A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB106B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB107A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB107B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB109P1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB122	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB123	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB126	0	0.21979	0	0	0	0	0	0	0	0	0	0.18728	0	0.355674
DEFB127	0	0	0	0	0	0	0	0	0	0	0	0	0.202204	0
DEFB128	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEGS1	16.3012	31.3477	41.8953	36.5888	19.8599	16.8569	30.1405	41.2537	36.911	16.6394	29.9971	37.6321	29.1678	38.4678
DEK	70.0366	276.664	154.244	267.001	60.5926	63.3349	292.277	134.738	273.946	61.6362	68.524	363.803	110.188	275.987
DENND1B	15.9653	2.02617	4.61031	1.4408	4.92142	5.60763	2.28694	3.86133	1.40558	5.05227	3.24621	2.25229	3.84304	1.0418
DENND2C	0	1.19825	8.15768	2.20206	0.442851	0	1.24049	7.07828	2.12655	0.249923	0.223875	1.77682	6.03826	1.88881
DENND4A	1.61731	3.68992	3.16813	2.66979	6.29862	1.37226	3.77002	2.73138	2.69653	7.7281	2.93592	4.6942	2.57046	2.25333
DENND4C	15.4314	12.3587	12.5411	9.00353	16.3212	11.4038	13.1885	11.259	10.4786	15.7102	9.52434	13.3784	10.2466	8.99147
DENND5A	0.199689	35.1133	27.598	25.5837	11.8238	4.0377	38.4479	29.6498	24.9294	5.08638	6.80376	40.3199	29.17	22.1961
DEPDC4	1.00215	2.16211	2.11112	3.50801	1.54138	1.27547	2.62619	1.72457	2.9196	1.22889	0.784085	2.6845	2.17748	2.6991
DEPDC7	91.6868	18.1999	8.97978	5.63593	22.7921	64.5698	19.9061	8.19905	7.93068	9.48949	7.58166	20.9244	7.67906	6.64353
DESI2	19.9151	45.0262	52.9597	93.9365	14.7468	15.7643	46.8571	50.0851	99.9673	10.5617	17.555	60.964	39.2914	97.8149
DET1	1.08766	8.05239	1.40016	5.24101	5.13961	5.53718	7.74362	1.50829	5.05565	5.85943	4.55247	9.17127	1.90812	4.11941
DGAT2L6	0	0	0	0	0.0811791	0	0	0	0	0	0	0	0	0
DGKD	32.0986	5.23064	3.01439	3.4911	5.8745	21.921	6.25452	2.99119	3.98308	5.49135	18.8912	5.16243	4.51545	3.49927
DHDDS	16.0303	9.45631	11.2636	14.772	9.58884	13.8581	11.5531	10.7423	13.8086	9.01559	11.8052	9.56536	11.9105	14.2533
DHRS3	80.5231	2.04764	0.220055	6.79769	22.5327	88.1838	2.15573	0.359524	7.38324	21.8522	38.3639	2.20565	0.907886	8.84666
DHX32	28.3902	22.5049	19.6475	13.693	16.3277	27.5771	24.9332	17.8467	12.7628	18.209	15.3644	30.7251	16.2456	13.0036
DHX9	25.2763	130.307	119.212	132.04	41.549	36.3326	120.65	136.342	136.192	47.4944	32.2571	158.079	92.8418	134.167
DIAPH3-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DIP2A	13.9755	5.25557	6.97213	6.44113	10.7491	10.07	5.79823	7.12923	5.70333	11.01	4.62116	5.23641	8.63558	5.96918
DIP2A-IT1	0	0	0	1.22487	0.544544	0	0	0.699651	0.270368	0.196834	0.495799	0.224224	1.68648	1.70335
DIP2B	6.75806	12.6116	9.68772	12.4725	10.6812	6.62713	12.3607	10.9175	13.0781	8.57113	4.97519	13.9248	8.83096	11.8335
DIRAS3	0.664752	0.493963	0.546564	0.114856	1.65423	1.69208	0.583056	0.765405	0.042254	0.816911	1.63439	0.63129	0.790705	0
DIRC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DIS3	4.23057	19.5701	20.1875	19.5502	7.44529	5.25748	20.5318	19.8845	20.8483	6.93899	4.76167	23.4851	15.4267	20.1012
DISP1	3.19942	3.75494	3.98946	3.49562	3.51158	1.527	3.8983	3.63639	3.62803	3.2128	2.07754	4.55563	3.86474	2.6861
DKFZp686K1684	0	0	0	0	0	0	0	0.0537305	0	0.0297315	0.145991	0	0	0
DKK3	0.398422	11.1241	32.2436	13.1175	18.4736	5.07087	5.97715	35.7878	12.3183	3.41184	23.4599	7.39344	32.6628	10.961
DLC1	2.19736	10.3658	63.0762	1.243	13.3755	4.51765	10.4661	64.4176	1.23143	8.26388	6.53327	12.4161	56.0593	1.17393
DLEU1	3.50136	11.2989	6.31707	8.50843	3.68256	0.971529	12.6733	5.47688	8.65905	5.40508	4.06842	14.6968	4.32538	8.61073
DLGAP1-AS2	0	2.36702	18.2859	10.0299	0.621997	0	1.87954	14.4314	10.9019	1.50565	4.75359	2.99057	13.0775	11.4252
DLGAP1-AS5	0	0	0	0.163031	0.0675018	0	0	0.0776116	0.159938	0	0	0	0.103922	0.204675
DLX3	0	0.342623	0.0929286	0.0683487	1.40913	0	0.303453	0.39041	0.150867	0	1.14578	0.187678	0.182985	0.0990086
DLX4	0	0.22586	0.571754	0.525656	0.456144	0	0.200037	0.500426	0.387167	1.37764	1.27692	0.224526	0.84438	0.30458
DLX5	0	1.63551	1.55259	0	2.60142	0	0.681664	0.95922	0	0.070811	0	0.983716	0.873483	0
DLX6	0	0.280963	0.266717	0.0653899	0.803802	0	0.155527	0.280132	0	0	0.126732	0.299256	0.262596	0
DLX6-AS1	0	0.295731	0.249544	0	0.569762	0	0.0873074	0.17473	0	0	0	0.111995	0.140393	0
DMAP1	56.6162	12.1588	6.80907	12.8642	20.1836	84.667	14.4891	9.07187	9.88146	22.3661	13.5948	7.9427	14.9268	14.4458
DMRT3	0	0.267296	0	0.0276485	0	0	0.131521	0	0.0305145	0	0	0.0506131	0	0.0480612
DNAH14	0	13.7699	11.4398	18.8221	3.49698	0	16.7254	10.6606	18.5663	2.58412	0.472967	16.6637	8.54385	16.4843
DNAH5	0	0.240566	0.159495	0.174185	0.0503556	0	0.223209	0.0812204	0.141238	0.204495	0.0068497	0.279818	0.0571021	0.157572
DNAH7	0	0.173316	0.0731235	0.0179274	0.243921	0	0.110862	0.0512008	0.0395714	0.208395	0.00863761	0.14768	0.0411392	0.0272677
DNAJB2	62.3901	14.6055	22.1067	7.68672	23.7688	52.762	14.6912	19.7447	6.68184	16.9744	33.2069	10.6223	31.4457	7.59695
DNAJB9	4.45812	13.3767	16.2788	8.80127	15.9252	9.80054	12.3374	15.8441	8.91274	20.3413	10.7319	14.269	9.85674	8.72789
DNAJC1	19.0689	20.3085	23.8549	9.09108	12.0585	31.9336	18.9508	25.7989	11.5353	11.7739	16.9895	18.8416	16.942	9.83912
DNAJC22	9.92727	0.470068	0.892467	0.100986	9.85541	5.20253	0.288227	1.29788	0.111454	18.6932	16.248	0.154053	1.31319	0.263315
DNAJC25	5.50283	8.89808	11.9837	8.49578	7.25682	4.18416	8.10779	10.7706	9.63937	7.21101	5.48061	11.9196	6.95342	9.91456
DNAJC25-GNG10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJC27	0.40798	2.0555	2.33543	2.14872	2.53546	1.25439	2.20539	1.95829	2.20352	2.2352	1.70919	2.63787	2.08171	1.74509
DNAJC27-AS1	0	0.13129	0	0	0.154876	0	0.127908	0	0	0.22168	0.0707747	0.044748	0.042071	0
DNAJC28	1.47412	1.64029	4.32534	5.30213	1.80078	1.87615	1.49216	4.3006	5.10272	2.41416	2.47105	1.82474	4.08817	6.56227
DNAJC5B	0.807871	0	0	0	0	0	0	0	0.0512724	0	0.270858	0.0425217	0	0
DNAL4	7.39953	6.90693	4.68958	3.15109	7.92891	10.3593	8.66957	6.99291	3.47773	8.51625	17.5307	5.10579	12.1169	2.62774
DNASE2B	0	0.0728661	0	0	0.0505127	0	0	0	0	0	0	0.0621157	0.0778669	0
DND1	8.13776	1.17619	0.961814	0.753907	1.98014	6.90477	1.49453	0.89763	1.31617	2.17373	8.09233	0.939081	1.57717	1.2126
DNM3OS	0	0.274494	0.14476	0.0211403	3.48218	0.312407	0.10802	0	0.0156636	2.03111	1.50809	0.159332	0	0.0370219
DNMBP	27.7033	8.65571	11.8147	10.4576	16.2717	10.27	10.1667	10.009	9.96513	17.2869	13.7013	9.11181	12.5037	9.66386
DNMT3A	2.77504	22.2057	21.6908	37.578	21.5089	3.59348	23.7588	21.3569	37.3932	23.2492	9.01389	21.3451	25.453	39.7821
DOCK5	8.59575	1.46098	1.16712	3.24041	13.2252	9.63377	1.67578	1.84669	3.98643	19.2162	2.86639	1.58501	1.56906	2.77764
DOCK7	2.27428	24.0281	32.9674	13.0151	10.1015	2.09211	24.6097	33.8892	13.6937	8.37244	2.65537	31.0536	28.0751	12.014
DOCK8	0.81577	0.456829	1.90126	0.795716	2.31109	3.46086	0.359646	2.46291	0.921663	8.22769	2.00489	0.534055	1.81557	0.739258
DPH5	8.97069	60.4828	23.6198	43.8215	11.2415	8.37264	60.553	23.3584	40.819	11.7326	12.3196	72.5755	18.8254	44.1527
DPM3	269.951	2.43736	2.96245	3.28356	35.9614	161.27	5.64588	0.498503	2.33711	42.0426	241.364	2.2366	3.20454	1.82047
DPP10	0.408136	5.17702	13.226	4.52424	3.69148	0	2.82079	12.7864	4.35438	7.24701	0.820743	2.82193	11.3715	4.0041
DPY19L2	0	1.11189	1.64833	1.77243	2.9698	0	1.42995	2.16658	2.03441	1.24136	0.492841	1.1421	1.65947	2.24298
DPY19L2P1	0	0.539645	0.170761	0.167459	0.0155992	0	0.238975	0.239133	0.231022	0	0	0.306549	0.408297	0.2729
DPY19L2P2	0.270334	0.520687	0.0318885	0.172	0.396541	0	0.178513	0.156566	0.138058	0.146441	0.271817	0.256506	0.129938	0.125713
DPYSL3	2.14229	76.646	103.65	283.788	117.204	15.3688	46.0565	102.391	282.584	8.40433	30.0425	51.1617	118.322	278.147
