Genes	tracking_id	AS1	D4CF1	ES1	FS1	AS2	D4CF2	DE2	ES2	FS2	AS3	D4CF3	DE3	ES3
CTD-2201E9.1	0	0	1.43525	0.0370395	0	0	0	0.581819	0	0.058533	0	0	0.977467	0.0643856
CTSO	5.88882	1.54834	4.08287	1.68165	16.7246	15.8715	1.84748	4.11669	1.63501	18.972	9.4433	1.50256	2.66454	1.3572
CXCL12	0.953454	13.7238	3.28248	14.7866	56.0315	11.4026	13.1931	3.65019	15.7034	28.7787	34.2204	9.45343	3.76077	15.664
CXorf58	0	0.13153	0	0.0815437	0.0607371	0.903311	0.077579	0	0.0899964	0.0644505	0.0791477	0.112034	0.093562	0.141916
CYLC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAB1-AS1	0	0	0	0.0836549	0	0	0	0	0	0	0	0	0	0.0576909
DAPL1	0	0.17311	0	0	0.47866	0	0	0	0	3.08666	0	0.29501	0	0
DCLK3	0	0.0342528	2.68799	0.59523	0.483311	0.467324	0.0606739	2.12498	0.375389	0.134093	0.369179	0.0486439	3.29283	0.508104
DCTN4	15.3854	35.9836	43.8063	34.0224	22.9018	16.3179	32.9987	43.2592	34.373	22.9675	19.5375	39.7091	34.7123	31.94
DCTN6	23.7574	47.8652	73.958	37.5083	18.2193	18.4049	38.0523	62.2776	34.5951	18.8081	18.9345	45.0699	40.6569	37.6989
DDC	363.261	0.239195	0	0	67.3987	247.864	0.0706062	0.0529856	0.0819098	120.205	72.178	0	0	0.0400692
DEFB107A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB107B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB122	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB123	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB127	0	0	0	0	0	0	0	0	0	0	0	0	0.202204	0
DEK	70.0366	276.664	154.244	267.001	60.5926	63.3349	292.277	134.738	273.946	61.6362	68.524	363.803	110.188	275.987
DENND1B	15.9653	2.02617	4.61031	1.4408	4.92142	5.60763	2.28694	3.86133	1.40558	5.05227	3.24621	2.25229	3.84304	1.0418
DENND4A	1.61731	3.68992	3.16813	2.66979	6.29862	1.37226	3.77002	2.73138	2.69653	7.7281	2.93592	4.6942	2.57046	2.25333
DENND4C	15.4314	12.3587	12.5411	9.00353	16.3212	11.4038	13.1885	11.259	10.4786	15.7102	9.52434	13.3784	10.2466	8.99147
DEPDC7	91.6868	18.1999	8.97978	5.63593	22.7921	64.5698	19.9061	8.19905	7.93068	9.48949	7.58166	20.9244	7.67906	6.64353
DESI2	19.9151	45.0262	52.9597	93.9365	14.7468	15.7643	46.8571	50.0851	99.9673	10.5617	17.555	60.964	39.2914	97.8149
DHRS3	80.5231	2.04764	0.220055	6.79769	22.5327	88.1838	2.15573	0.359524	7.38324	21.8522	38.3639	2.20565	0.907886	8.84666
DIRC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DLX4	0	0.22586	0.571754	0.525656	0.456144	0	0.200037	0.500426	0.387167	1.37764	1.27692	0.224526	0.84438	0.30458
DLX6	0	0.280963	0.266717	0.0653899	0.803802	0	0.155527	0.280132	0	0	0.126732	0.299256	0.262596	0
DMRT3	0	0.267296	0	0.0276485	0	0	0.131521	0	0.0305145	0	0	0.0506131	0	0.0480612
DNAH14	0	13.7699	11.4398	18.8221	3.49698	0	16.7254	10.6606	18.5663	2.58412	0.472967	16.6637	8.54385	16.4843
DNAH5	0	0.240566	0.159495	0.174185	0.0503556	0	0.223209	0.0812204	0.141238	0.204495	0.0068497	0.279818	0.0571021	0.157572
DNAH7	0	0.173316	0.0731235	0.0179274	0.243921	0	0.110862	0.0512008	0.0395714	0.208395	0.00863761	0.14768	0.0411392	0.0272677
DNAJC1	19.0689	20.3085	23.8549	9.09108	12.0585	31.9336	18.9508	25.7989	11.5353	11.7739	16.9895	18.8416	16.942	9.83912
DNAJC22	9.92727	0.470068	0.892467	0.100986	9.85541	5.20253	0.288227	1.29788	0.111454	18.6932	16.248	0.154053	1.31319	0.263315
DNAJC25	5.50283	8.89808	11.9837	8.49578	7.25682	4.18416	8.10779	10.7706	9.63937	7.21101	5.48061	11.9196	6.95342	9.91456
DNAJC25-GNG10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJC27	0.40798	2.0555	2.33543	2.14872	2.53546	1.25439	2.20539	1.95829	2.20352	2.2352	1.70919	2.63787	2.08171	1.74509
DNAJC27-AS1	0	0.13129	0	0	0.154876	0	0.127908	0	0	0.22168	0.0707747	0.044748	0.042071	0
DNAJC5B	0.807871	0	0	0	0	0	0	0	0.0512724	0	0.270858	0.0425217	0	0
DNAL4	7.39953	6.90693	4.68958	3.15109	7.92891	10.3593	8.66957	6.99291	3.47773	8.51625	17.5307	5.10579	12.1169	2.62774
DND1	8.13776	1.17619	0.961814	0.753907	1.98014	6.90477	1.49453	0.89763	1.31617	2.17373	8.09233	0.939081	1.57717	1.2126
DNM3OS	0	0.274494	0.14476	0.0211403	3.48218	0.312407	0.10802	0	0.0156636	2.03111	1.50809	0.159332	0	0.0370219
DOCK5	8.59575	1.46098	1.16712	3.24041	13.2252	9.63377	1.67578	1.84669	3.98643	19.2162	2.86639	1.58501	1.56906	2.77764
DOCK7	2.27428	24.0281	32.9674	13.0151	10.1015	2.09211	24.6097	33.8892	13.6937	8.37244	2.65537	31.0536	28.0751	12.014
DPH5	8.97069	60.4828	23.6198	43.8215	11.2415	8.37264	60.553	23.3584	40.819	11.7326	12.3196	72.5755	18.8254	44.1527
DPY19L2	0	1.11189	1.64833	1.77243	2.9698	0	1.42995	2.16658	2.03441	1.24136	0.492841	1.1421	1.65947	2.24298
DPYSL3	2.14229	76.646	103.65	283.788	117.204	15.3688	46.0565	102.391	282.584	8.40433	30.0425	51.1617	118.322	278.147
DRD5	0	0	0.051299	0.050307	0.0749716	0	0	0.0718388	0	0.0794241	0.29206	0	0	0.0655863
DSG2	27.0131	193.332	120.039	124.21	52.4893	35.9189	293.64	123.769	129.724	54.9731	62.9758	265.519	103.278	114.382
DSP	80.9087	101.209	57.3226	21.5386	71.4081	77.0087	115.956	59.3821	24.2124	80.6121	38.6204	110.928	53.7325	18.7264
DSPP	0	0	0.0809947	0.0529523	0	0	0	0.0189041	0	0	0	0	0.0151892	0
DTNA	0	7.29623	18.253	10.9222	3.7887	1.61405	3.95639	23.7532	11.0717	6.60389	1.61347	3.01808	18.4546	9.24038
DTWD1	1.95572	12.1094	13.6348	16.3123	5.51888	2.98692	14.6602	12.8725	17.5521	4.85701	5.76869	21.8784	10.0846	15.5537
DUSP1	59.845	5.51393	5.93838	2.76168	115.068	76.8286	3.94112	6.73002	2.08719	78.2992	223.81	4.14883	5.47637	2.53076
DUSP5	8.54774	9.34335	54.56	9.70895	3.29334	35.2271	9.1698	66.8717	10.5856	21.7464	11.4605	10.651	49.7385	9.33753
DUT	6.36026	52.689	33.5771	56.7744	21.6815	9.92785	54.0479	29.6521	54.6932	22.9481	24.4356	68.1787	20.8165	62.81
DYNAP	0	0	0	0.209782	0	0	0.0285118	0	0.661509	0.118332	0	0	0	0.364664
DYRK1B	14.1219	1.75363	3.02363	1.63083	11.8017	9.64581	1.19891	2.11713	1.93625	14.2005	7.88894	0.678486	4.42284	1.7181
EBNA1BP2	29.7128	61.0263	47.7483	74.4451	16.2299	37.8163	58.7509	50.5813	72.0731	24.6448	16.5134	59.0544	46.1073	80.6795
EDAR	0	12.4105	0	0	0.934265	0	16.3709	0.0194556	0.0300732	0.859606	0.0789155	20.8379	0.0312647	0.0236831
EFCAB14-AS1	0	0	1.23878	0.79536	0.730112	0	0.197937	1.41253	0.68643	0.595324	0	0	2.63746	1.40004
EFNA1	110.08	10.6495	0.57265	0.998582	54.006	182.654	15.6721	0.744679	0.973962	55.019	45.2662	5.94596	0.59832	1.24572
EFNA3	1.20144	9.85541	1.05914	2.25042	2.78552	2.29365	10.9026	1.38433	2.02517	2.32483	1.61104	6.02096	2.62182	2.19668
EGOT	0	0	0	0	0.0646904	0	0.0413171	0.0620165	0.0958606	0.137329	0.337399	0	0	0
EID1	78.7846	154.32	146.023	139.175	95.3032	85.5819	144.032	128.994	135.547	65.5678	87.5268	185.289	98.5295	151.814
EID3	0	0.0925536	1.22928	1.54988	1.57119	0.952552	0.0820545	1.47601	1.8531	1.12319	0.836123	0	1.03735	1.45954
EIF2B2	33.3623	29.5845	21.1675	24.1906	13.4223	36.1371	28.2627	24.3328	22.4138	12.499	23.6389	32.8384	17.6288	25.2516
EIF4E	5.3112	19.0428	19.6257	21.8568	4.01838	7.13525	22.5634	16.7145	20.9023	4.54943	6.46114	26.752	11.9028	23.0601
EIF5B	28.9859	62.6303	78.7439	89.7187	23.207	53.4655	65.8564	72.4966	94.3362	20.5923	13.2813	80.1608	53.9817	95.2545
ELMOD1	0	0.905468	0	0.764522	0.206274	0	0.395021	0.0282042	0.916534	0.0155623	0.343987	0.610051	0.0453448	0.790522
ELOVL4	0	9.34955	8.58289	11.9367	3.02233	0	9.20884	7.86726	12.1185	0.724481	1.22016	9.96265	6.18955	12.902
EMB	45.5394	8.87803	59.253	25.3138	1.30946	26.9305	8.86335	53.1011	27.3649	34.5953	17.8065	10.4519	37.2144	25.2056
EMC2	40.4768	69.0156	82.434	49.6136	23.3696	46.8326	71.933	72.8857	51.6075	30.5567	13.4689	84.487	48.8629	50.5151
EMC6	42.2259	20.4992	18.8817	24.2014	15.5975	46.6737	16.7123	13.7495	24.5181	16.0608	69.2163	18.134	17.8669	24.0411
EMP3	4.59587	23.5681	5.70469	10.2272	29.1336	17.5479	25.6139	4.49371	9.06848	9.50056	23.9799	21.1221	9.52806	9.80065
EN2	0.296087	11.7336	0	0.0171211	0	0	1.74289	0.195593	0.0377917	0	0	2.06856	0.0196445	0.0297616
ENO4	0.710575	0.30876	0.879312	0.34903	0.749721	0.904368	0.390659	0.908879	0.611804	0.858664	0.0793902	0.319466	0.871615	0.410426
ENPP2	19.2144	13.4219	2.61185	2.12689	12.1583	3.95692	17.9452	3.74594	2.17288	14.08	38.7489	23.7707	1.92153	2.26449
EP400NL	0.710908	0.659394	1.16846	1.22771	3.01768	0.904793	0.350406	0.759712	1.03881	0.840987	1.50945	0.412031	1.73735	0.746944
EPHA6	0	2.66743	0.929816	1.21663	2.11229	0	2.79626	1.04414	1.51088	0.541333	0	2.50444	1.04694	1.03495
EPHX2	268.681	9.99177	1.7565	5.65568	56.3347	150.719	12.9465	1.27089	5.16465	149.684	29.1327	10.0905	2.00936	4.89067
EPN2-IT1	0	0	0.179321	0.0878337	0	0	0	0.251038	0.484738	0	0.344439	0	0.201558	0.0764385
EPRS	9.41633	76.6792	61.1882	96.2192	28.865	19.2251	78.7492	64.4765	102.195	26.4605	27.548	91.125	47.1805	90.449
EREG	0.213374	0.0132655	0.402972	0	0.239331	0	0.0117489	0.31743	0	5.82366	0.810474	0.0226067	0.25505	0.0107334
ERG	0.710898	1.52224	0	0.21771	2.21	2.92559	1.35951	0.0173404	0.317949	1.75777	7.62247	1.07453	0.0938996	0.255527
ERI3-IT1	0	0	1.51588	1.22146	4.61426	0	0.467305	1.04284	1.6851	1.47398	1.35027	0.279501	1.2494	0.95773
ETV5	0.242243	45.7839	19.8661	18.9073	2.7266	0.308309	50.0038	21.3556	17.8199	1.8571	2.13798	46.4652	19.7802	16.9327
EVPL	38.4234	0.0183884	0	0.0171185	22.4723	16.3635	0	0.0122227	0.0283394	19.5548	9.41019	0	0.00982074	0.0148785
EWSR1	107.327	90.7647	129.143	139.859	55.7207	101.929	92.19	146.283	125.218	63.5617	70.6411	91.2112	137.179	136.752
EXOC1	19.3548	21.8856	30.1896	18.1662	14.7616	17.0327	24.622	28.255	19.4295	16.2809	9.60227	27.2086	23.2991	18.0398
F3	7.93076	4.34771	11.2151	3.70259	14.6549	12.6533	3.3553	10.4084	3.41562	21.8708	20.5334	2.99258	10.5111	4.38651
FAF2	10.949	29.3909	50.2444	28.0962	19.0342	7.52496	28.4663	51.7219	27.7776	22.1269	18.617	32.2701	39.6966	27.9995
FAM111A	20.0153	4.69732	5.71903	15.8828	21.2731	16.5043	3.8928	5.1447	18.0349	28.6251	16.2547	4.40198	4.9409	15.588
FAM115A	2.93779	8.83933	7.15761	3.91068	4.08381	2.19942	9.58995	6.6637	4.38778	5.7352	3.8997	9.81202	6.97002	3.98658
FAM138D	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM154B	0	0.140398	2.28479	0.280076	0.194815	0.822174	0.0710556	2.50636	0.226679	0.206244	0	0.0170902	1.32827	0.292113
FAM175A	3.56721	46.1034	17.8037	21.6668	7.96613	1.93373	61.3424	15.443	22.8155	7.29588	5.46232	68.4569	13.9276	20.6815
FAM188A	13.5116	19.7063	36.4904	11.5759	15.6763	11.0945	21.1404	37.0859	10.1374	10.2902	7.54839	26.6268	26.131	11.636
FAM20A	0	0.184529	37.5903	0.671577	3.61542	0	0.0742956	36.883	0.896349	7.63171	1.41774	0.0714778	38.7344	0.638015
FAM227B	0	2.20687	1.74955	1.37945	0.920226	0	2.1783	2.16329	2.19672	0.986824	0.124208	3.28123	1.49855	2.35406
FAM228B	0	3.46036	2.78119	1.58785	2.85865	2.09779	3.80797	2.1742	1.88559	2.29763	2.14748	3.7376	3.09887	1.31792
FAM229B	0.383343	5.89956	2.57439	3.16683	3.86169	2.43946	5.11976	2.34019	2.9574	1.50306	1.32774	5.53368	2.15982	2.92568
FAM71F1	0	0.03906	3.26726	10.8457	0.0875854	0	0.173013	4.11479	12.3972	0	0.0705354	0	3.89919	10.7229
FANCI	3.46513	56.7332	42.3646	55.7392	7.46687	1.25759	60.9499	43.7792	59.4444	7.21893	4.19645	76.1822	33.1146	55.9681
FANK1	1.74121	2.68709	2.95897	0.350212	2.08632	1.10804	2.99866	4.07229	0.496947	1.22674	0.973006	2.10646	5.10896	0.260902
FBL	33.679	445.793	182.377	382.999	85.8389	119.768	503.812	188.343	374.765	91.1967	109.94	371.736	206.319	448.307
FCER1G	4.99941	1.66804	0.575805	0.988174	15.6267	44.5402	0.67152	1.8143	0.779005	16.6468	46.143	0.258421	1.78171	0.736173
FCHSD1	7.5812	1.82094	1.50925	4.1563	3.55935	10.2837	1.86714	1.88361	4.02509	4.34642	3.49957	1.23317	3.92521	3.96897
FCRLA	0	0	0	0	0.0283355	0	0	0	0	0.0501046	1.54847	0	0	0
FER1L6-AS1	0	0	0	0	0.0192841	0	0	0	0	0	0.0500906	0	0	0
FGA	0	0.299286	0.222176	0	6.32611	0	0.492305	0.279412	0.0300577	13.65	0	0.324065	0.0624977	0
FGF13	0.545715	24.807	51.7901	22.7202	21.39	1.86339	23.9776	48.8081	22.4358	2.20848	10.2392	25.6304	43.5383	23.4678
FGF13-AS1	0	1.39949	10.0969	6.51423	0.516941	0	1.40477	10.1706	5.08063	0.206709	0.680707	1.59001	5.8798	3.54808
FGFBP1	0.82341	1.16965	0.193104	0.426081	0.10577	1.04798	1.98179	0	0.626998	0	4.3251	0.953311	0.0543199	0.617213
FGFBP2	0	0	0	0	0.841293	1.25281	0	0	0.124708	0.0447106	3.85072	0	0	0.147314
FGFR2	0.733082	8.88773	16.1728	42.772	19.9352	0.68891	12.8401	16.433	43.8306	10.6348	2.05797	8.61959	18.5792	40.5847
FIBP	97.6857	27.9233	21.5827	32.4487	18.8972	84.8583	26.0613	23.9547	30.6554	21.7612	12.823	26.5323	27.6168	32.3669
FIGLA	0	0.113292	0	0	0	0	0	0	0	0	0	0	0	0
FKBP1A	120.411	157.515	123.197	134.348	54.0545	100.279	158.929	115.111	135.867	89.5829	204.988	209.6	87.6348	138.672
FKBP1A-SDCBP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ12825	0.50528	5.88749	0	0.0146157	0.261449	0.321542	7.84247	0.0417427	0	0.0461115	0.0282249	11.6787	0.0335397	0.0127032
FLJ25758	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ37201	0.819473	0.373367	0.0966642	0.521372	0.506344	0	0.330682	0.225613	0.610291	0.498499	0.152587	0.563976	0.217533	0.549272
FLRT2	0	6.10004	17.2844	1.48823	16.262	0.172099	4.94809	17.2253	1.78081	4.51982	2.79456	6.1441	14.9457	1.6543
FOSL1	1.29565	1.28276	0.532751	4.32886	0.0277983	2.47352	0.887585	0.532901	4.20098	0	4.41594	1.09302	0.770722	4.44355
FOXD3	0	0.0629681	0.537978	3.22407	1.85619	0	0.0278847	0.502254	3.1701	0.185157	0.851503	0	0.168148	3.26073
FOXN3	35.2655	11.4252	12.296	29.3394	11.1183	45.825	13.4086	11.7822	32.461	14.6035	15.6617	11.9297	11.6753	28.8518
FOXN3-AS1	1.09159	0.403339	0.382888	0.688387	0.698799	5.55721	0.059538	0.536194	0.414406	0.693683	2.44032	0.687359	0.430825	0.761486
FRG1B	14.1571	0	0	0.0736291	7.61661	9.8281	0	0	0	13.7701	5.75506	0	0	0
FRY	0.538019	0.507988	1.18703	1.928	3.22335	0.228251	0.524075	1.12058	2.19082	1.17958	2.3139	0.328205	1.38931	1.67572
FRY-AS1	0	0	0	0.126116	0.113167	0	0	0.0360189	0.139776	0	0	0	0.0578814	0.0438453
FRZB	2.95142	3.25145	83.3378	3.83692	21.6038	1.87817	2.96085	85.84	3.43477	19.4459	5.39973	4.11675	50.2365	3.94624
FUBP1	8.46622	148.314	107.804	129.102	41.0792	14.8159	146.952	106.691	129.773	43.32	9.53783	160.392	81.4913	125.09
FUT5	0	0.0328959	0	0	0.0456321	0	0.0582702	0	0	0	0	0	0	0
FZD10	0	54.263	0	0.177497	1.05828	0	53.9023	0.101387	0.0783583	0.4341	1.64632	51.6305	0	0.0925625
FZD10-AS1	0	2.09474	0.032073	0	1.31278	0.346049	1.8403	0	0.0694263	0.905565	0.820164	1.43943	0.0721769	0
GAGE12J	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE2E	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GALC	15.6974	25.5227	22.5004	6.74974	30.0713	17.9807	21.554	21.7626	7.63312	57.6587	19.1477	24.0194	19.0835	6.01119
GALK2	21.2496	6.9408	4.74914	4.97127	5.61484	16.7042	6.87626	3.69872	5.41046	7.22974	11.2383	7.73004	3.50759	5.49197
GALNT5	1.29155	0.5614	0.0761336	0.0373307	24.6079	0.821893	0.532735	0.0266543	0.103001	15.9196	4.18462	0.444193	0.149914	0.129784
GANAB	40.225	201.073	195.005	156.465	95.2178	45.1917	250.729	218.002	153.464	137.758	107.946	214.76	231.404	148.489
GANC	2.58509	1.54015	1.88161	2.84264	4.16337	3.83846	1.8504	2.38574	2.7245	4.32608	1.99752	2.12257	2.03135	2.45984
GAS2	0.520387	1.03184	0.673405	0.390234	3.25227	1.98694	1.54217	0.42866	0.397555	2.08584	0.871614	1.26388	0.654405	0.495713
GATA6	40.9843	2.44801	138.06	0.0611797	32.4324	28.2683	0.960385	128.864	0.0337608	57.2931	23.8392	0.71397	98.0122	0.0398807
GATA6-AS1	35.9057	0.370494	41.7126	0	10.4833	9.90127	0.492206	37.4815	0	23.3507	5.41651	0.347262	43.0171	0
GATM	517	8.54919	61.4174	12.5001	21.2789	122.301	6.78627	51.1925	13.3908	25.3794	34.8715	8.35529	55.1591	12.5389
GATS	6.69325	7.62184	44.2606	6.12492	14.1947	5.49243	6.11306	40.195	6.0764	8.61427	3.13053	5.87383	40.3243	4.69459
GBX2	0	7.83518	0	0.0483051	0	1.06948	4.64161	0	0.0533124	0	0	4.9077	0	0.0419843
GCGR	1.02437	0	0	0	1.54102	4.56309	0	0	0	0.0699984	0.457841	0	0.0339024	0
GDAP2	6.13569	5.70293	5.50096	5.54357	4.28363	3.79908	6.08852	5.77142	6.35445	5.99542	2.26769	6.59794	3.72632	5.14258
GDF11	0	24.8319	9.36841	6.40816	4.30185	1.95294	23.5368	9.50472	6.45698	2.36895	2.62178	25.6867	9.31628	6.26768
GDI2	241.685	305.552	353.289	275.991	96.1885	258.514	310.521	341.174	285.043	152.515	154.24	386.877	237.437	285.774
GDNF	0.275031	8.71827	1.5574	0.111324	6.85446	0	9.80859	1.29494	0.0877498	1.07392	0.645319	7.65957	1.27777	0.0829225
GGT6	32.9018	0	0	0.0622534	1.64958	25.4052	0	0	0.0343503	2.13293	57.4222	0	0	0
GHR	0.459464	2.85439	0.921962	0.0797557	5.65638	1.16983	3.26121	1.23324	0.205398	7.90118	1.82281	2.69973	0.640269	0.173211
GHRHR	0	0	0	0	0.0290057	0	0	0	0	0	0	0	0	0
GJB2	8.00472	0.0827344	0.104719	0.0770207	8.3025	7.35788	0	0.0733242	0.0850046	1.72273	16.6953	0.023499	0.0883725	0.245455
GJC1	0	27.9779	21.3823	39.2119	4.72429	0.161372	31.0424	21.2564	42.1332	1.44211	2.13915	32.6222	21.5809	40.4603
GLIDR	0	0.0493785	0.140624	0.321779	0.496695	0	0.0437334	0.131286	0.1522	0.81632	0.93365	0.0631121	0.105487	0.23972
GLOD4	115.491	88.1551	53.0154	55.7708	36.6382	107.841	88.7715	61.0088	52.6902	57.7701	51.7507	95.9386	46.2559	60.3369
GLRX3	49.5817	72.0943	85.6064	82.5106	16.571	30.8189	65.0581	79.0046	76.4946	18.0825	19.2068	93.7842	58.4855	82.8903
GLYCTK	83.7886	0.408614	0.473525	0.54016	24.5424	70.9653	0.52209	0.402444	0.415958	53.6033	60.3127	0.328477	1.06521	0.531874
GMNC	0	0.0857989	0	0.0479241	0.0952498	0	0.0607921	0.091248	0.0881531	0.0882078	0	0.0438648	0.0366583	0.166613
GNG12	167.038	35.8959	6.86283	23.5035	56.9049	156.588	34.116	7.45848	25.4809	54.1516	54.8296	45.4277	6.81269	22.6413
GNG12-AS1	0	0.558438	0.286119	0.0295855	0.470304	0	0.649249	0.398633	0.0295137	0.127415	0.265287	0.650772	0.126662	0.0520828
GOLGA5	28.3962	19.4984	31.8981	26.16	17.7715	26.9966	18.2663	31.3141	24.9218	19.3467	14.1811	23.2021	25.9545	24.9195
GOLPH3L	21.6592	15.2304	31.1695	19.0766	18.0185	16.2155	15.1885	27.7937	19.7737	14.4116	13.5939	17.663	25.0151	20.5494
GOT2	60.8851	83.9942	64.1032	130.18	24.8093	37.8978	91.4194	69.626	124.048	23.1663	67.6341	105.389	61.687	133.062
GP9	0	0	0	0	0.248612	0	0	0	0	0.198755	0	0	0	0
GPAM	2.13718	9.526	8.42089	8.13427	7.38842	1.16559	10.2537	10.5931	8.20657	9.68287	13.9678	12.0095	7.5984	7.76142
GPC6-AS2	0	0	0.498518	0	0	0	0	0.523591	0	0	0	0	0	0.106227
GPHB5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR133	0	0.0226589	0.10755	0.0316411	2.55514	0	0.0200684	0.165674	0.0116403	22.653	4.64008	0.028961	0.217827	0.0458346
GPR137B	2.57633	10.3132	0.303104	5.20176	3.63198	5.24634	10.8309	0.424466	5.80658	4.60067	3.74235	13.2496	0.682105	4.77944
GPR37	0	1.00763	14.4098	2.2392	1.21788	0	0.964407	12.9416	2.23754	0.668292	0.467528	0.678562	12.8288	2.2881
GPR39	4.6967	0.457133	2.65171	0.546785	5.9455	4.13835	0.491253	2.54241	0.273259	6.63159	6.40284	0	3.87928	0.296666
GRAMD3	28.0744	2.01174	4.21287	9.50463	12.6707	12.0781	2.79026	4.60154	9.28071	14.857	8.52988	2.02782	3.75288	9.26033
GRAP2	1.14159	0.316559	0.380716	0	0.41129	0.726449	0.295945	0.717946	0.0411001	0.768158	0.899696	0.085216	0.341739	0.0161823
GRIA3	0	2.69345	1.99014	1.73321	0.689973	0	2.13862	1.15654	1.91282	0.173293	0.444755	2.39562	0.685698	1.95553
GRPEL2	3.63084	18.5191	16.1092	23.3183	7.83946	4.62107	19.9195	15.5594	23.3242	8.26214	13.3048	21.9457	13.3856	23.371
GTF2A1	4.59265	23.2703	32.0338	24.7652	9.35887	7.7235	24.4679	32.1212	26.6693	9.82146	8.70346	30.579	25.388	26.0606
GTF2H5	2.33122	4.71459	5.78377	3.00853	2.556	3.62634	4.96076	5.42114	2.91465	1.65596	3.0672	6.33144	3.91679	3.35171
GTF3C5	36.8515	24.7257	16.867	22.9782	20.2191	23.4624	31.094	13.3664	20.0015	21.6012	27.4728	16.9144	27.7646	23.1943
GUCY2F	0	0.0167963	0	0.0938183	0	0	0	0	0.0690289	0.0246678	0	0.0286239	0	0.108723
GYPC	3.85281	33.0227	6.8788	9.17891	10.8294	46.5841	31.4578	6.94881	8.42192	5.34257	32.0816	21.0537	9.76953	10.4292
H2BFXP	0	0.187793	1.06963	0.611885	0	0	0.0831621	0.499301	0.192946	0	0	0.560057	0.501477	0.455844
HAND1	0	2.4867	0.290537	0	4.00618	0	3.96435	0.864592	0.0393067	0.196964	0.414393	1.07574	0.490368	0
HARS	23.4859	36.177	28.7094	34.7416	19.6851	38.8633	35.9853	31.926	32.4577	19.0275	21.2547	35.423	27.1193	34.5953
HARS2	26.2545	16.9459	23.0726	19.2141	14.2004	18.2735	16.7064	22.6045	16.7284	14.9725	15.569	20.3008	19.614	17.3454
HBS1L	8.08671	21.8303	27.6881	24.1252	7.08895	5.52066	23.1837	26.3713	24.9365	6.97662	5.46508	27.6039	21.2838	24.7021
HDAC3	21.7658	59.6301	48.1268	72.3946	18.9137	40.8603	61.7992	49.2478	67.3617	22.132	17.9367	65.3147	47.4551	71.8676
HDAC9	0	3.1205	0.557228	9.14155	4.6784	0.925553	1.10486	0.489451	9.44744	0.894096	1.93832	1.41714	0.537913	7.97819
HDC	0	1.51651	0.182808	0.0672273	0.150292	0	0.660907	0.320004	0.024732	0	0.130026	1.23066	0.41139	0.0389537
HEPH	79.687	29.795	32.836	30.6004	96.698	105.876	38.7049	30.8969	28.5548	122.474	27.4445	30.478	35.3527	27.657
HES1	12.0862	19.8888	5.4957	5.91099	45.6754	9.61399	18.9383	4.96526	5.80418	30.0991	35.0333	17.7824	4.88716	5.85526
HHEX	0.609663	0.868027	63.5566	0.421607	3.53336	3.10374	0.46796	49.5695	0.581638	2.60912	6.54013	0.836108	40.3121	0.396975
HIGD1A	121.039	39.8188	137.418	36.0232	14.6114	107.995	40.5179	130.736	35.1946	20.3889	63.3539	49.0303	78.63	39.8503
HIST1H2AB	0	0.644878	0	0.200114	0.148445	0	0.761538	0	0.441715	0	0	0.732655	0	0.173929
HIST1H2AG	0	1.59685	0.757939	0.185821	1.9305	0	1.59108	0.530707	0.410165	2.52605	12.2594	0.340162	0.213208	0.807529
HIST1H2AH	0	1.48299	0.402227	0	0.292625	0	1.12581	0.281638	0.435337	0	11.8567	0.180519	0.678877	0
HIST1H2BB	0	0	0	0	0	0	0	0	0	0	4.86632	0	0	0
HIST1H2BJ	3.53048	1.69484	0.402227	0.986122	1.46313	0	3.00217	0	0.653005	2.8414	10.2758	0.541557	1.13146	1.71417
HIST1H2BK	70.8495	7.76312	10.8788	8.9477	14.4019	94.0091	4.25633	11.4259	8.54585	58.2152	54.2701	5.43362	8.19342	8.67421
HIST1H3B	0	5.0363	0	0.203847	0.302401	0	4.2666	0.582191	0.899911	0.163244	16.3622	1.11949	0.233891	0.354347
HIST1H3C	0	0	0	0	0	0	0	0	0	0	6.89335	0	0	0
HIST1H4I	0	0.352752	0	0.328391	0.728427	0	0.312425	0.468945	0	1.3282	13.5252	0.300575	0.753582	0.28542
HIST3H3	0	0	0	0	0	0	0	0	0.217668	0	0	0	0	0.171417
HLA-DRA	204.437	1.03339	0.413052	4.25318	102.367	625.807	2.21588	0.289218	4.02347	186.917	319.189	1.43667	0.0580956	3.43259
