chrome	start	end	peak	refseqID	Gene_Symbol	distance	score
chr6	27109123	27109124	MACS_peak_11004	NR_036096	MIR3143	-6281	0.049173520578
chr5	98107325	98107326	MACS_peak_10371	NM_001012761	RGMB	2327	0.239117551664
chr2	32748787	32748788	MACS_peak_5972	NR_030285	MIR558	-8432	0.0208000476794
chr17	67321661	67321662	MACS_peak_5174	NM_018672	ABCA5	9887	0.011622644171
chr1	156186544	156186545	MACS_peak_654	NM_001199653	PMF1	3766	0.134471903187
chr6	122931045	122931046	MACS_peak_11507	NM_181795	PKIB	-331	0.531315113323
chr17	676590	676591	MACS_peak_4893	NM_016080	GLOD4	-8981	0.0166991075685
chr5	140061555	140061556	MACS_peak_10637	NM_001258040	HARS	-9757	0.0122430114336
chr1	180610127	180610128	MACS_peak_773	NM_004736	XPR1	8982	0.0166924292612
chr12	69673150	69673151	MACS_peak_2826	NR_031692	MIR1279	6152	0.0517774786166
chr3	167090117	167090118	MACS_peak_8587	NM_001199202	ZBBX	-7954	0.0251826503437
chr3	167092384	167092385	MACS_peak_8588	NM_001199202	ZBBX	-5687	0.0623619478321
chr7	30440442	30440443	MACS_peak_11955	NR_108081	LINC01176	9942	0.0113697381658
chr19	50197462	50197463	MACS_peak_5803	NM_152359	CPT1C	3098	0.175660873119
chr6	18273418	18273419	MACS_peak_10949	NM_003472	DEK	8619	0.0193009685576
chr5	175869267	175869268	MACS_peak_10835	NM_014613	FAF2	-6088	0.0531200942251
chr1	7853372	7853373	MACS_peak_24	NM_016831	PER3	8884	0.0173597668524
chr9	21993182	21993183	MACS_peak_13490	NR_047539	CDKN2B-AS1	-1607	0.318924781076
chr11	32912667	32912668	MACS_peak_1972	NM_001076786	QSER1	-2056	0.266494945976
chr12	54723950	54723951	MACS_peak_2748	NM_016057	COPZ1	5077	0.0795953185538
chr2	12855021	12855022	MACS_peak_5874	NM_021643	TRIB2	-1976	0.275160696795
chr5	87572492	87572493	MACS_peak_10311	NR_110266	TMEM161B	7796	0.0268255630751
chr8	95220905	95220906	MACS_peak_13100	NM_001144663	CDH17	-8626	0.0192470014348
chr19	40606538	40606539	MACS_peak_5780	NM_001010880	ZNF780A	9728	0.0123858572703
chr20	57254385	57254386	MACS_peak_7413	NM_001204873	NPEPL1	-9801	0.0120294195544
chr10	33620766	33620767	MACS_peak_1295	NM_001024629	NRP1	-3067	0.177852628747
chr5	140737303	140737304	MACS_peak_10638	NM_032053	PCDHGA4	2712	0.204988786775
chr5	92909764	92909765	MACS_peak_10347	NR_109823	NR2F1-AS1	-7262	0.0332134621102
chr11	3404888	3404889	MACS_peak_1831	NR_046382	ZNF195	4436	0.102858605087
chr19	44548778	44548779	MACS_peak_5790	NM_013361	ZNF223	-7385	0.0316189074594
chr7	134858549	134858550	MACS_peak_12484	NM_001243749	C7orf49	2971	0.184814991542
chr12	15484555	15484556	MACS_peak_2528	NM_030667	PTPRO	9365	0.0143214051108
chr1	104246239	104246240	MACS_peak_493	NM_004038	AMY1A	7327	0.0323610415813
chr13	50020742	50020743	MACS_peak_3300	NM_001079670	CAB39L	2480	0.224922360673
chr1	47148846	47148847	MACS_peak_151	NR_038827	EFCAB14-AS1	9139	0.0156763824778
chr3	52316451	52316452	MACS_peak_7989	NR_046719	GLYCTK-AS1	-7298	0.0327386153577
chr3	52318698	52318699	MACS_peak_7990	NR_046719	GLYCTK-AS1	-5051	0.0804274293427
chr4	56418373	56418374	MACS_peak_9052	NM_001267843	CLOCK	6274	0.0493113993758
chr11	124268267	124268268	MACS_peak_2401	NM_001005467	OR8B3	1020	0.403330078067
chr19	38088090	38088091	MACS_peak_5769	NM_001290314	ZNF571	2397	0.232515125536
chr12	54753128	54753129	MACS_peak_2749	NR_120487	LOC102724050	5654	0.0631905825005
chr7	128339688	128339689	MACS_peak_12449	NM_001282789	FAM71F1	-9426	0.0139761915585
chr7	18545281	18545282	MACS_peak_11858	NM_001204147	HDAC9	-3618	0.142672997222
chr7	18545454	18545455	MACS_peak_11859	NM_001204147	HDAC9	-3445	0.152895591352
chr12	56138698	56138699	MACS_peak_2754	NM_005811	GDF11	1635	0.315372752022
chr8	86773512	86773513	MACS_peak_13042	NR_003594	REXO1L2P	-2616	0.213013443551
chr8	86785709	86785710	MACS_peak_13043	NR_003594	REXO1L2P	9581	0.0131359832683
chrX	106867884	106867885	MACS_peak_14507	NM_001204402	PRPS1	-3769	0.134310633684
chr9	19229461	19229462	MACS_peak_13469	NR_073201	DENND4C	-1301	0.360450731041
chr2	100097603	100097604	MACS_peak_6333	NM_016316	REV1	-8877	0.0174084423135
chr1	211845616	211845617	MACS_peak_933	NM_001204182	NEK2	-3356	0.158436721313
chr8	144521620	144521621	MACS_peak_13374	NM_201589	MAFA	9018	0.0164537806735
chr3	49968251	49968252	MACS_peak_7982	NM_001142501	MON1A	806	0.439375885964
chr9	107536090	107536091	MACS_peak_13832	NR_024011	LOC286367	-542	0.488312358011
chr20	25675216	25675217	MACS_peak_7281	NM_001290261	ZNF337	7641	0.0285413889881
chr20	25675347	25675348	MACS_peak_7282	NM_001290261	ZNF337	7772	0.0270843285677
chr7	27172667	27172668	MACS_peak_11927	NR_038832	HOXA-AS3	-7315	0.0325167479773
chr7	27178830	27178831	MACS_peak_11928	NR_038832	HOXA-AS3	-1152	0.382586694159
chr7	27180040	27180041	MACS_peak_11929	NR_038832	HOXA-AS3	58	0.592621122918
chr11	30344230	30344231	MACS_peak_1962	NM_152316	ARL14EP	-415	0.51375951123
chr7	116583609	116583610	MACS_peak_12368	NM_018412	ST7	-9771	0.0121746421822
chr10	21807262	21807263	MACS_peak_1237	NM_207371	SKIDA1	-7349	0.0320775137675
chr2	176990627	176990628	MACS_peak_6777	NM_019558	HOXD8	-3840	0.13054986734
chr2	177001193	177001194	MACS_peak_6778	NM_019558	HOXD8	6726	0.041155405484
chr1	205100094	205100095	MACS_peak_902	NM_001193273	RBBP5	8944	0.0169480923028
chr22	29131020	29131021	MACS_peak_7672	NM_001257387	CHEK2	-6802	0.0399231069963
chr7	134858549	134858550	MACS_peak_12484	NM_001243753	C7orf49	4323	0.107614487298
chr14	50064333	50064334	MACS_peak_3865	NM_152329	LRR1	-1081	0.393607916873
chr9	21993182	21993183	MACS_peak_13490	NR_047537	CDKN2B-AS1	-1607	0.318924781076
chr19	50197462	50197463	MACS_peak_5803	NM_001199752	CPT1C	3098	0.175660873119
chr16	27219779	27219780	MACS_peak_4660	NM_001145348	KDM8	4484	0.100902558011
chr10	77165033	77165034	MACS_peak_1517	NM_032772	ZNF503	3381	0.156860249595
chr10	77165172	77165173	MACS_peak_1518	NM_032772	ZNF503	3520	0.148376843727
chr2	55843608	55843609	MACS_peak_6111	NM_001122964	SMEK2	-1252	0.367585255309
chr16	21313998	21313999	MACS_peak_4636	NR_026675	CRYM-AS1	1829	0.291825283492
chr1	17010740	17010741	MACS_peak_56	NR_037446	MIR3675	2991	0.18334236995
chrX	19358231	19358232	MACS_peak_14072	NM_000284	PDHA1	-3779	0.133774464203
chr10	104671756	104671757	MACS_peak_1661	NM_199076	CNNM2	-6318	0.048451111487
chr9	110049417	110049418	MACS_peak_13851	NM_001244724	RAD23B	3084	0.17664733352
chr16	55861579	55861580	MACS_peak_4734	NM_001025195	CES1	-5496	0.0673131276291
chr8	9018488	9018489	MACS_peak_12631	NM_001201329	PPP1R3B	9336	0.0144885006908
chr15	49172578	49172579	MACS_peak_4301	NM_014335	EID1	2289	0.242779901799
chr7	18545281	18545282	MACS_peak_11858	NM_014707	HDAC9	9913	0.0115023950509
chr11	86095552	86095553	MACS_peak_2211	NM_021827	CCDC81	9775	0.0121551783299
chr6	29652886	29652887	MACS_peak_11014	NM_001109809	ZFP57	7955	0.0251725792979
chr1	36230668	36230669	MACS_peak_109	NM_001190481	CLSPN	-4883	0.0860178883748
chr1	12678895	12678896	MACS_peak_41	NM_004753	DHRS3	1158	0.381669587062
chr8	97239483	97239484	MACS_peak_13113	NR_045639	UQCRB	-8379	0.0212457160836
chr12	116979285	116979286	MACS_peak_3076	NR_027345	LINC00173	8059	0.0241468824093
chr19	8810916	8810917	MACS_peak_5690	NM_178525	ACTL9	1736	0.302885631052
chr7	31000903	31000904	MACS_peak_11956	NM_000823	GHRHR	-2732	0.203355418664
chr2	133172986	133172987	MACS_peak_6492	NM_001508	GPR39	-1160	0.381364373494
chr22	29672085	29672086	MACS_peak_7675	NM_001163286	EWSR1	8088	0.023868396912
chr19	30087183	30087184	MACS_peak_5739	NM_006627	POP4	-9986	0.0111713814335
chr11	6903809	6903810	MACS_peak_1844	NM_003700	OR2D2	-9922	0.0114610608749
chr1	63144904	63144905	MACS_peak_223	NM_001272002	DOCK7	-9135	0.0157014847663
chr1	63145228	63145229	MACS_peak_224	NM_001272002	DOCK7	-8811	0.0178741454239
chr10	73856824	73856825	MACS_peak_1492	NM_001134434	SPOCK2	8034	0.0243895626121
chr14	57272642	57272643	MACS_peak_3899	NM_021728	OTX2	-4552	0.098194998175
chr17	46657963	46657964	MACS_peak_5067	NR_110331	HOXB-AS3	-9818	0.0119478969923
chr17	46667643	46667644	MACS_peak_5068	NR_110331	HOXB-AS3	-138	0.573957458225
chr9	128514542	128514543	MACS_peak_13943	NR_024123	PBX3	4926	0.0845510318239
chr15	102374468	102374469	MACS_peak_4564	NR_046417	OR4F13P	-7853	0.0262208600471
chr10	77165033	77165034	MACS_peak_1517	NR_024421	ZNF503-AS2	3748	0.135443594782
chr10	77165172	77165173	MACS_peak_1518	NR_024421	ZNF503-AS2	3887	0.128118456707
chr11	71796592	71796593	MACS_peak_2139	NM_001271471	LRTOMT	5216	0.0752905989434
chr11	71796859	71796860	MACS_peak_2140	NM_001271471	LRTOMT	5483	0.0676640675458
chr16	31279273	31279274	MACS_peak_4667	NM_000632	ITGAM	7986	0.0248623666081
chr15	25528760	25528761	MACS_peak_4198	NR_001295	SNORD109A	5271	0.0736522932075
chr5	87572492	87572493	MACS_peak_10311	NR_039994	TMEM161B-AS1	7660	0.0283252966229
chr1	15492183	15492184	MACS_peak_52	NM_001278501	C1orf195	-5937	0.0564274238601
chr10	106116613	106116614	MACS_peak_1668	NM_001008723	CFAP58	3092	0.176082965523
chr3	97484171	97484172	MACS_peak_8231	NM_177976	ARL6	807	0.439200170755
chr1	98670993	98670994	MACS_peak_453	NR_046088	LOC729987	-5273	0.0735933949354
chr11	62411782	62411783	MACS_peak_2114	NM_198334	GANAB	-2416	0.23075470864
chr9	134416172	134416173	MACS_peak_13965	NM_001135954	UCK1	9510	0.01351439318
chr15	93446525	93446526	MACS_peak_4518	NR_036136	MIR3175	-1103	0.390159363096
chr1	63783851	63783852	MACS_peak_229	NR_121636	FOXD3-AS1	-5495	0.0673400582659
chr10	10510158	10510159	MACS_peak_1169	NR_120637	LOC101928322	5846	0.0585192218548
chr12	69762253	69762254	MACS_peak_2827	NM_006530	YEATS4	8764	0.0182133579648
chr1	220956277	220956278	MACS_peak_970	NM_022746	MARC1	-3761	0.134741116117
chr1	28906341	28906342	MACS_peak_88	NR_002976	SNORA44	-683	0.461533794593
chr18	48352603	48352604	MACS_peak_5519	NM_001127175	MRO	6169	0.0514265861485
chr2	71014598	71014599	MACS_peak_6202	NM_001004311	FIGLA	-3177	0.170196776926
chr2	159317890	159317891	MACS_peak_6652	NM_001005476	PKP4	4499	0.100298955282
chr3	69778706	69778707	MACS_peak_8088	NM_198159	MITF	-9879	0.0116598962038
chr3	28388453	28388454	MACS_peak_7883	NM_001134433	AZI2	-2165	0.25512542296
chrX	72671507	72671508	MACS_peak_14321	NM_005193	CDX4	4418	0.103601859549
chr16	3346722	3346723	MACS_peak_4570	NM_153028	ZNF75A	-8683	0.0188131346781
chr4	153706031	153706032	MACS_peak_9625	NM_001025595	ARFIP1	4943	0.0839780352039
chr1	43640193	43640194	MACS_peak_131	NR_106791	MIR6733	2810	0.197108685368
chr10	77165033	77165034	MACS_peak_1517	NR_110304	LOC101929234	-3881	0.128426310279
chr10	77165172	77165173	MACS_peak_1518	NR_110304	LOC101929234	-3742	0.135769049799
chr7	18545281	18545282	MACS_peak_11858	NM_058176	HDAC9	9397	0.0141392593452
chr7	18545454	18545455	MACS_peak_11859	NM_058176	HDAC9	9570	0.0131939089377
chr12	101188625	101188626	MACS_peak_3013	NM_001286615	ANO4	252	0.548372762358
chr2	38155852	38155853	MACS_peak_5997	NM_001170792	RMDN2	-49	0.594758403757
chr19	11919787	11919788	MACS_peak_5693	NM_152357	ZNF440	-5319	0.0722516583003
chr3	50643960	50643961	MACS_peak_7986	NM_145071	CISH	-5302	0.0727446438279
chr12	14965639	14965640	MACS_peak_2526	NM_016312	WBP11	9238	0.015067728615
chr12	14965639	14965640	MACS_peak_2526	NM_001013698	SMCO3	-1477	0.335947628072
chr4	99853572	99853573	MACS_peak_9301	NM_001130678	EIF4E	3329	0.160157111287
chr8	27355789	27355790	MACS_peak_12714	NM_001256483	EPHX2	7271	0.0330941086118
chr20	25378674	25378675	MACS_peak_7279	NM_015600	ABHD12	7056	0.0360661689947
chr6	32400680	32400681	MACS_peak_11024	NM_019111	HLA-DRA	-6938	0.0378093066118
chr9	114517267	114517268	MACS_peak_13870	NM_001080551	C9orf84	-4546	0.0984309491986
chr1	100645663	100645664	MACS_peak_465	NM_001256387	LRRC39	1834	0.291242216186
chr14	20221734	20221735	MACS_peak_3677	NM_172194	OR4Q3	6148	0.0518603888929
chr7	87255979	87255980	MACS_peak_12206	NM_001134405	RUNDC3B	-1749	0.301314713696
chr11	62411782	62411783	MACS_peak_2114	NM_001278194	GANAB	-2416	0.23075470864
chr21	9825638	9825639	MACS_peak_7433	NR_128711	MIR3648-2	-193	0.561468278843
chr8	91098511	91098512	MACS_peak_13073	NM_004929	CALB1	3402	0.155548142066
chr10	127378770	127378771	MACS_peak_1796	NR_033848	LOC283038	6959	0.0374930386214
chr13	100626243	100626244	MACS_peak_3594	NM_033132	ZIC5	2065	0.265537288987
chr11	58915363	58915364	MACS_peak_2094	NM_001142521	FAM111A	5046	0.0805884451636
chr22	40314913	40314914	MACS_peak_7712	NM_001291824	GRAP2	-7681	0.0280883606555
chr11	18478950	18478951	MACS_peak_1888	NM_001144071	LDHAL6A	1577	0.32277493316
chr14	61739994	61739995	MACS_peak_3932	NM_001017970	TMEM30B	-8536	0.0199525165649
chr1	97184022	97184023	MACS_peak_443	NM_001300985	PTBP2	-3138	0.172872664301
chr1	97192900	97192901	MACS_peak_444	NM_001300985	PTBP2	5740	0.0610537900055
chr11	85344188	85344189	MACS_peak_2209	NM_001256547	TMEM126B	4572	0.097412572067
chr14	88453143	88453144	MACS_peak_4087	NM_001201402	GALC	-6866	0.0389140465386
chrX	74379312	74379313	MACS_peak_14330	NM_001271696	ABCB7	3137	0.172941827199
chr2	162487464	162487465	MACS_peak_6668	NM_001178015	SLC4A10	6620	0.0429379168822
chr1	156186544	156186545	MACS_peak_654	NM_001199662	PMF1-BGLAP	3766	0.134471903187
chr14	94636148	94636149	MACS_peak_4116	NM_020958	PPP4R4	-4500	0.100258843723
chr1	43640193	43640194	MACS_peak_131	NM_152498	CFAP57	2193	0.252283960117
chrX	65386725	65386726	MACS_peak_14291	NM_001282141	HEPH	2654	0.209800122318
chrX	65386883	65386884	MACS_peak_14292	NM_001282141	HEPH	2812	0.196951061478
chr12	10177724	10177725	MACS_peak_2494	NM_207345	CLEC9A	-5551	0.0658484097939
chr8	146183384	146183385	MACS_peak_13380	NM_006958	ZNF16	7110	0.0352954930088
chr13	40239595	40239596	MACS_peak_3254	NR_026745	COG6	9832	0.0118811757629
chr5	42558663	42558664	MACS_peak_10086	NM_001242460	GHR	-7302	0.0326862754563
chr12	82345318	82345319	MACS_peak_2902	NR_110089	LOC101928449	-2179	0.253700713501
chr7	107221619	107221620	MACS_peak_12304	NR_027830	BCAP29	1198	0.375611467862
chr7	107227960	107227961	MACS_peak_12305	NR_027830	BCAP29	7539	0.0297299596259
chr3	188667640	188667641	MACS_peak_8714	NR_046873	TPRG1-AS1	2212	0.250373869558
chr11	66397010	66397011	MACS_peak_2126	NM_002896	RBM4	-9077	0.0160700176647
chr12	92532616	92532617	MACS_peak_2965	NM_001256373	C12orf79	-3831	0.131020693842
chr19	38925395	38925396	MACS_peak_5770	NM_001146204	RASGRP4	8450	0.0206508251817
chr19	38925395	38925396	MACS_peak_5770	NM_000540	RYR1	1056	0.397563742203
chr10	28827168	28827169	MACS_peak_1274	NM_100264	WAC	5652	0.0632411551929
chrX	100314610	100314611	MACS_peak_14478	NM_001167972	TRMT2B	7505	0.03013704901
chr10	54212548	54212549	MACS_peak_1371	NR_120642	LINC01468	-2484	0.224562772643
chrX	147590800	147590801	MACS_peak_14712	NM_002025	AFF2	8662	0.0189718305991
chr11	93467333	93467334	MACS_peak_2249	NM_014039	C11orf54	-7426	0.0311045863378
chr9	128514542	128514543	MACS_peak_13943	NR_024122	PBX3	4926	0.0845510318239
chr12	54723950	54723951	MACS_peak_2748	NM_001271736	COPZ1	5077	0.0795953185538
chr10	104671756	104671757	MACS_peak_1661	NM_017649	CNNM2	-6318	0.048451111487
chr17	4465753	4465754	MACS_peak_4904	NM_001105538	MYBBP1A	7072	0.0358360825751
chr19	40606538	40606539	MACS_peak_5780	NM_001142577	ZNF780A	9693	0.0125604787705
chr1	172118566	172118567	MACS_peak_732	NR_029618	MIR199A2	4782	0.089564163495
chr7	96632446	96632447	MACS_peak_12264	NM_005222	DLX6	-2843	0.194523947521
chr8	93968800	93968801	MACS_peak_13093	NM_001171795	TRIQK	-9572	0.0131833580315
chr5	124071017	124071018	MACS_peak_10540	NM_020747	ZNF608	-9788	0.0120921354561
chr5	124078066	124078067	MACS_peak_10542	NM_020747	ZNF608	-2739	0.202786819902
chr5	124086212	124086213	MACS_peak_10543	NM_020747	ZNF608	5407	0.0697526406651
chr7	20688252	20688253	MACS_peak_11879	NM_178559	ABCB5	1287	0.362474917567
chr22	24198597	24198598	MACS_peak_7647	NM_001282864	SLC2A11	-589	0.479217841993
chr2	233649935	233649936	MACS_peak_7131	NM_002242	KCNJ13	8660	0.0189870141362
chr10	52380149	52380150	MACS_peak_1357	NR_126411	SGMS1-AS1	-4561	0.0978421317223
chr7	134858549	134858550	MACS_peak_12484	NM_001243755	C7orf49	4323	0.107614487298
chr1	248642561	248642562	MACS_peak_1111	NM_001004697	OR2T5	-9328	0.0145349381533
chr11	120188836	120188837	MACS_peak_2380	NM_001198671	TMEM136	-7001	0.0368684170845
chr1	7853372	7853373	MACS_peak_24	NM_001289864	PER3	8884	0.0173597668524
chr7	6010590	6010591	MACS_peak_11783	NM_001099697	RSPH10B2	276	0.543133572189
chr3	137726213	137726214	MACS_peak_8438	NM_016369	CLDN18	-2792	0.198532989244
chr1	17858351	17858352	MACS_peak_58	NM_018125	ARHGEF10L	-7978	0.0249420536125
chr11	113186292	113186293	MACS_peak_2349	NM_017868	TTC12	1042	0.399796344612
chr10	60938338	60938339	MACS_peak_1419	NM_032439	PHYHIPL	1991	0.273514675616
chr5	136987158	136987159	MACS_peak_10625	NR_030588	MIR874	3820	0.131598455037
chr15	90241774	90241775	MACS_peak_4506	NM_001284395	WDR93	7747	0.0273565305952
chr8	86798781	86798782	MACS_peak_13044	NR_003594	REXO1L2P	-4816	0.0883543363435
chr8	86800948	86800949	MACS_peak_13045	NR_003594	REXO1L2P	-2649	0.210220142442
chr7	144010207	144010208	MACS_peak_12528	NM_001005287	OR2A1	-5010	0.0817573144347
chr7	144014621	144014622	MACS_peak_12529	NM_001005287	OR2A1	-596	0.477877908818
chr14	93386317	93386318	MACS_peak_4112	NM_001275	CHGA	-3127	0.173634979889
chr22	20186245	20186246	MACS_peak_7628	NR_026919	LINC00896	-7609	0.0289090668857
chr1	153511013	153511014	MACS_peak_648	NM_002962	S100A5	-3228	0.166759937627
chr1	43640193	43640194	MACS_peak_131	NM_001195831	CFAP57	2193	0.252283960117
chr2	223164753	223164754	MACS_peak_7077	NM_153038	CCDC140	1888	0.285018838756
chr5	17210244	17210245	MACS_peak_9925	NM_001271606	BASP1	-6687	0.0418024637417
chr14	31359818	31359819	MACS_peak_3753	NR_038356	LOC100506071	804	0.439727527311
chr11	58915363	58915364	MACS_peak_2094	NM_022074	FAM111A	3112	0.174679921458
chr13	21272732	21272733	MACS_peak_3144	NM_138284	IL17D	-4749	0.0907542477291
chr20	25378674	25378675	MACS_peak_7279	NM_001042472	ABHD12	7056	0.0360661689947
chr2	223164753	223164754	MACS_peak_7077	NM_181459	PAX3	1038	0.400436530775
chr8	67523137	67523138	MACS_peak_12908	NM_001080416	MYBL1	-2347	0.237212242649
chr9	86532777	86532778	MACS_peak_13731	NM_001271927	KIF27	-3603	0.143531608463
chr20	37850312	37850313	MACS_peak_7315	NR_027124	LOC339568	-3079	0.177000981717
chr7	20688252	20688253	MACS_peak_11879	NM_001163942	ABCB5	1287	0.362474917567
chr11	3669156	3669157	MACS_peak_1832	NR_123732	ART5	5610	0.0643125813803
chr10	20020690	20020691	MACS_peak_1215	NR_120646	LOC101928834	3211	0.167897769446
chr17	79836776	79836777	MACS_peak_5225	NM_001301241	ARHGDIA	7926	0.0254662813965
chr19	39242379	39242380	MACS_peak_5773	NM_144691	CAPN12	7265	0.0331736298598
chr2	2319407	2319408	MACS_peak_5829	NR_024468	MYT1L-AS1	-3596	0.143934060137
chr14	88453143	88453144	MACS_peak_4087	NM_000153	GALC	-6472	0.0455565895244
chr20	48940635	48940636	MACS_peak_7362	NR_109950	LINC01271	2756	0.201412547349
chr5	140061555	140061556	MACS_peak_10637	NM_001258042	HARS	-9757	0.0122430114336
chr10	83994459	83994460	MACS_peak_1559	NR_120666	NRG3-AS1	1783	0.297244573279
chr21	9825638	9825639	MACS_peak_7433	NR_037421	MIR3648-1	-193	0.561468278843
chr12	9814664	9814665	MACS_peak_2492	NM_013269	CLEC2D	-7639	0.028564231235
chr5	140061555	140061556	MACS_peak_10637	NM_002109	HARS	-9757	0.0122430114336
chr2	107506172	107506173	MACS_peak_6365	NM_032528	ST6GAL2	2609	0.213610716986
chr10	5402533	5402534	MACS_peak_1141	NM_053049	UCN3	-4442	0.102612040431
chr7	27130977	27130978	MACS_peak_11922	NM_005522	HOXA1	-4648	0.0944957895974
chr1	65050248	65050249	MACS_peak_237	NR_039957	MIR4794	4719	0.0918498592235
chr1	65050420	65050421	MACS_peak_238	NR_039957	MIR4794	4891	0.0857430710742
chr3	167090117	167090118	MACS_peak_8587	NM_001199201	ZBBX	-7968	0.0250420216297
chr3	167092384	167092385	MACS_peak_8588	NM_001199201	ZBBX	-5701	0.0620136969368
chr1	153511013	153511014	MACS_peak_648	NM_002961	S100A4	-7269	0.0331205944916
chr15	65283832	65283833	MACS_peak_4386	NM_001127890	SPG21	1548	0.326540922896
chr5	64866809	64866810	MACS_peak_10192	NM_001267038	CENPK	7814	0.0266331126738
chr15	48622413	48622414	MACS_peak_4297	NM_001948	DUT	-1951	0.277926107773
chr19	54814963	54814964	MACS_peak_5810	NM_181985	LILRA5	-9446	0.0138648280739
chr10	74389829	74389830	MACS_peak_1494	NM_006077	MICU1	3880	0.128477691079
chr14	20272801	20272802	MACS_peak_3678	NM_001004723	OR4N2	873	0.427757000704
chr19	30087183	30087184	MACS_peak_5739	NR_027368	POP4	-9986	0.0111713814335
chr17	30673901	30673902	MACS_peak_4994	NM_022344	C17orf75	4673	0.0935555407809
chr17	30678655	30678656	MACS_peak_4995	NM_022344	C17orf75	9427	0.0139706021998
chr12	54384314	54384315	MACS_peak_2738	NR_047504	HOXC-AS1	-9480	0.0136775428384
chr2	201983910	201983911	MACS_peak_6942	NM_001127183	CFLAR	642	0.469165356585
chr11	93467333	93467334	MACS_peak_2249	NM_024116	TAF1D	-7370	0.0318091911844
chr3	53523969	53523970	MACS_peak_7994	NM_001128840	CACNA1D	-5106	0.0786773473848
chr8	25307754	25307755	MACS_peak_12703	NM_152562	CDCA2	-8758	0.0182571225204
chr10	81677000	81677001	MACS_peak_1543	NR_002724	MBL1P	-2933	0.187645637826
chr6	89252474	89252475	MACS_peak_11303	NR_110867	LOC101928936	3386	0.156546842608
chr1	109970753	109970754	MACS_peak_528	NM_001199774	PSMA5	1645	0.314113780635
chr5	143551541	143551542	MACS_peak_10650	NM_001271732	YIPF5	1263	0.365971433197
chr18	14132786	14132787	MACS_peak_5311	NR_033354	ZNF519	297	0.538590358395
chr5	87572492	87572493	MACS_peak_10311	NM_001289007	TMEM161B	7796	0.0268255630751
chr14	81686019	81686020	MACS_peak_4039	NM_201595	GTF2A1	-1556	0.32549766205
chr16	29930662	29930663	MACS_peak_4664	NR_110933	KCTD13	-6891	0.038526845306
chr14	50237039	50237040	MACS_peak_3866	NM_014315	KLHDC2	2253	0.246301225064
chr15	49915029	49915030	MACS_peak_4304	NM_001144955	DTWD1	1804	0.29475817635
chr13	52020221	52020222	MACS_peak_3314	NR_103812	INTS6-AS1	-7259	0.033253342188
chr13	52024303	52024304	MACS_peak_3315	NR_103812	INTS6-AS1	-3177	0.170196776926
chr5	141021459	141021460	MACS_peak_10639	NM_001130029	RELL2	4943	0.0839780352039
chr5	42558663	42558664	MACS_peak_10086	NM_001242404	GHR	9006	0.0165329486719
chr13	50020742	50020743	MACS_peak_3300	NM_001287337	CAB39L	2480	0.224922360673
chr17	34056820	34056821	MACS_peak_5014	NM_033315	RASL10B	-1858	0.28845966851
chr6	17278582	17278583	MACS_peak_10948	NM_001143942	RBM24	-3226	0.166893398954
chr10	75905416	75905417	MACS_peak_1503	NM_207012	AP3M1	-5410	0.0696689876981
chr5	87572492	87572493	MACS_peak_10311	NM_153354	TMEM161B	7796	0.0268255630751
chr12	93967920	93967921	MACS_peak_2975	NM_001270471	SOCS2	1619	0.317397610269
chr13	31775867	31775868	MACS_peak_3206	NM_194318	B3GALTL	1756	0.300472212549
chr9	110049417	110049418	MACS_peak_13851	NM_001244713	RAD23B	2368	0.235228005275
chr13	22026455	22026456	MACS_peak_3146	NR_104486	ZDHHC20	-7054	0.0360950334742
chr13	50020742	50020743	MACS_peak_3300	NM_001160308	SETDB2	-4945	0.0839108796415
chr14	62467601	62467602	MACS_peak_3935	NM_031914	SYT16	5061	0.0801063621878
chr10	105242550	105242551	MACS_peak_1663	NM_001129742	CALHM3	3553	0.146431139291
chr2	48752554	48752555	MACS_peak_6058	NM_001198593	STON1-GTF2A1L	-4509	0.0998985607838
chr5	140061555	140061556	MACS_peak_10637	NM_012208	HARS2	-9455	0.0138150044292
chr9	95055644	95055645	MACS_peak_13776	NM_002161	IARS	-394	0.518093267418
chrX	114247021	114247022	MACS_peak_14545	NM_000640	IL13RA2	-5186	0.0761995288027
chr1	63783851	63783852	MACS_peak_229	NR_038252	LINC00466	950	0.414782911682
chr22	37364432	37364433	MACS_peak_7704	NR_038954	LL22NC01-81G9.3	3144	0.172458267382
chr10	111691608	111691609	MACS_peak_1707	NM_001167604	XPNPEP1	8297	0.0219541300497
chr17	67321661	67321662	MACS_peak_5174	NM_172232	ABCA5	-1662	0.311985052804
chr10	33237277	33237278	MACS_peak_1292	NM_133376	ITGB1	-9545	0.013326509927
chr1	15492183	15492184	MACS_peak_52	NM_001278502	C1orf195	-5937	0.0564274238601
chr18	3243403	3243404	MACS_peak_5252	NM_001303048	MYL12A	-4076	0.118789768441
chr14	20339959	20339960	MACS_peak_3681	NM_001005501	OR4K2	-4467	0.10159103357
chr2	196923681	196923682	MACS_peak_6911	NM_018897	DNAH7	-9855	0.0117723702189
chr1	44703902	44703903	MACS_peak_133	NR_110056	ERI3-IT1	-6053	0.0538690056923
chr12	53306901	53306902	MACS_peak_2732	NM_002273	KRT8	8033	0.0243993203885
chr11	47511377	47511378	MACS_peak_2056	NM_001172640	CELF1	801	0.440255517074
