# Argument List:
# Name = D4cF_Cdx2_NO_k27ac_BMinus_30kb
# peak file = D4cf_Cdx2_NO_k27ac.bed
# distance = 30000 bp
#Chromsome	TSS	TTS	RefseqID	Score	Strand	GeneSymbol
chr2	159195104	159313265	NM_001301685	0.327	-	CCDC148
chr1	161676761	161684142	NM_001184867	0.327	+	FCRLA
chr1	161676761	161684142	NM_001184866	0.327	+	FCRLA
chr1	161676761	161684142	NM_001184873	0.327	+	FCRLA
chr1	161676761	161684142	NM_001184872	0.327	+	FCRLA
chr1	161676761	161684142	NM_001184871	0.327	+	FCRLA
chr1	161676761	161684142	NM_001184870	0.327	+	FCRLA
chr1	161676761	161684142	NM_032738	0.327	+	FCRLA
chr5	148737569	148749221	NM_024028	0.326	+	PCYOX1L
chr5	148737569	148749221	NM_001301054	0.326	+	PCYOX1L
chr5	148737569	148749221	NM_001301055	0.326	+	PCYOX1L
chr5	148737569	148749221	NM_001301057	0.326	+	PCYOX1L
chr19	7004963	7006426	NR_024372	0.326	-	FLJ25758
chr11	75046135	75046230	NR_029891	0.326	-	MIR326
chr2	109237701	109303702	NM_001193484	0.325	+	LIMS1
chr1	118406106	118472302	NM_017686	0.325	-	GDAP2
chr1	118419333	118472302	NM_001135589	0.325	-	GDAP2
chr7	114763652	114871409	NR_126407	0.324	-	LINC01392
chr11	47487488	47516073	NM_198700	0.324	-	CELF1
chr11	22688159	22834547	NM_001143830	0.324	+	GAS2
chr13	111618373	111642949	NR_126378	0.323	+	LINC00431
chr11	7255996	7256068	NR_031683	0.323	+	MIR302E
chr10	28822420	28912041	NM_016628	0.322	+	WAC
chr10	28822420	28912041	NM_100486	0.322	+	WAC
chr13	21277481	21297237	NM_138284	0.322	+	IL17D
chr2	48757307	48825654	NM_001198595	0.322	+	STON1
chr2	48757307	48825654	NM_006873	0.322	+	STON1
chr5	168195150	168195260	NR_029632	0.322	-	MIR218-2
chr1	118472371	118503049	NM_006784	0.322	+	WDR3
chr15	43699411	43785354	NM_001141980	0.321	-	TP53BP1
chr15	43699411	43785354	NM_001141979	0.321	-	TP53BP1
chr12	122064454	122079946	NM_032790	0.321	+	ORAI1
chr7	120590816	120615711	NM_019071	0.321	+	ING3
chr7	120590816	120597034	NM_198267	0.321	+	ING3
chr5	40841409	40855456	NM_032587	0.321	+	CARD6
chr1	172113674	172113784	NR_029618	0.321	-	MIR199A2
chr10	92827	95178	NM_177987	0.320	-	TUBB8
chr7	18535368	19036992	NM_178423	0.320	+	HDAC9
chr7	18535368	18708466	NM_001204145	0.320	+	HDAC9
chr7	18535368	18708466	NM_001204146	0.320	+	HDAC9
chr7	18535368	18708465	NM_014707	0.320	+	HDAC9
chr11	102654406	102707497	NR_038390	0.320	+	WTAPP1
chr19	47549166	47551882	NM_017854	0.319	-	TMEM160
chr1	84630322	84704181	NM_001242860	0.319	+	PRKACB
chr1	84630322	84704181	NM_001242861	0.319	+	PRKACB
chr1	84630322	84671122	NM_001300915	0.319	+	PRKACB
chr12	11285883	11286843	NM_001097643	0.318	-	TAS2R30
chr8	86748526	86749604	NR_003594	0.318	+	REXO1L2P
chr2	43902291	43903461	NM_001101330	0.317	-	LOC728819
chr15	22413461	22414395	NR_028067	0.317	+	OR4N3P
chr1	63788729	63790797	NM_012183	0.317	+	FOXD3
chr1	36197712	36235551	NM_001190481	0.316	-	CLSPN
chr1	36197712	36235551	NM_022111	0.316	-	CLSPN
chr18	19746858	19748929	NR_102763	0.316	-	GATA6-AS1
chr7	155250823	155257526	NM_001427	0.316	+	EN2
chr12	54378945	54384062	NM_017409	0.315	+	HOXC10
chr15	42566365	42645864	NM_198141	0.315	+	GANC
chr15	42566365	42576622	NM_001301410	0.315	+	GANC
chr9	128509616	128729655	NR_024122	0.314	+	PBX3
chr9	128509616	128729655	NR_024123	0.314	+	PBX3
chr9	128509616	128729655	NM_006195	0.314	+	PBX3
chr4	153701088	153833063	NM_001287433	0.314	+	ARFIP1
chr4	153701088	153833063	NM_001287432	0.314	+	ARFIP1
chr4	153701088	153833063	NM_001287431	0.314	+	ARFIP1
chr4	153701088	153833063	NM_014447	0.314	+	ARFIP1
chr4	153701088	153833063	NM_001025595	0.314	+	ARFIP1
chr4	153701088	153833063	NM_001025593	0.314	+	ARFIP1
chr13	50025687	50069139	NM_001160308	0.314	+	SETDB2
chr2	169643048	169721849	NM_001171631	0.313	+	NOSTRIN
chr2	176788619	176867567	NR_130941	0.313	-	KIAA1715
chr16	27214806	27233089	NM_024773	0.313	+	KDM8
chr16	14927642	14990014	NM_014287	0.312	+	NOMO1
chr12	54747474	54860814	NR_120487	0.312	+	LOC102724050
chr12	54747474	54860814	NR_120486	0.312	+	LOC102724050
chr12	69978502	69978602	NR_037476	0.312	+	MIR3913-2
chr21	47721043	47738134	NM_001286463	0.311	-	C21orf58
chr6	88757506	88776550	NM_030960	0.311	+	SPACA1
chr21	18965967	18985268	NM_006806	0.310	-	BTG3
chr21	18965967	18985268	NM_001130914	0.310	-	BTG3
chr6	32361115	32374907	NM_001304561	0.310	-	BTNL2
chr19	36912075	36913799	NR_033748	0.310	+	LOC644189
chr6	32362512	32374900	NM_019602	0.310	-	BTNL2
chr17	76000317	76104916	NM_001142640	0.310	+	TNRC6C
chr17	76000317	76104916	NM_018996	0.310	+	TNRC6C
chrX	108616134	108725285	NM_001522	0.309	-	GUCY2F
chr12	7801995	7823195	NM_001304566	0.309	-	APOBEC1
chr14	62462540	62568427	NM_031914	0.309	+	SYT16
chr2	169628460	169642939	NR_045787	0.309	-	CERS6-AS1
chr2	169628460	169642939	NR_045786	0.309	-	CERS6-AS1
chr3	120315127	120321258	NM_004547	0.308	+	NDUFB4
chr3	120315127	120321258	NM_001168331	0.308	+	NDUFB4
chr12	54718873	54745635	NM_001271735	0.308	+	COPZ1
chr12	54718873	54745635	NM_001271736	0.308	+	COPZ1
chr12	54718873	54745635	NR_073424	0.308	+	COPZ1
chr12	54718873	54745635	NM_016057	0.308	+	COPZ1
chr12	54718873	54745635	NM_001271734	0.308	+	COPZ1
chr1	115572444	115576930	NM_000549	0.308	+	TSHB
chr1	143717587	143744519	NR_027468	0.308	-	LINC01138
chr1	143717587	143744519	NR_104014	0.308	-	LINC01138
chr12	10167950	10183205	NR_120484	0.308	-	LOC102724020
chr7	15728002	15736517	NR_110094	0.308	+	MEOX2-AS1
chr12	69978501	69978603	NR_037475	0.307	-	MIR3913-1
chr20	30780306	30795546	NM_002657	0.307	-	PLAGL2
chr5	172195092	172198203	NM_004417	0.307	-	DUSP1
chr17	46673098	46682334	NM_018952	0.307	-	HOXB6
chr3	53529075	53846492	NM_001128839	0.307	+	CACNA1D
chr3	53529075	53846492	NM_001128840	0.307	+	CACNA1D
chr3	53529075	53846492	NM_000720	0.307	+	CACNA1D
chr15	65935242	65948598	NM_001254740	0.307	+	SLC24A1
chr3	132036210	132077690	NM_001099	0.307	+	ACPP
chr3	132036210	132087146	NM_001134194	0.307	+	ACPP
chr3	132036210	132077690	NM_001292037	0.307	+	ACPP
chr4	153690505	153700916	NM_145720	0.307	-	TIGD4
chr2	165544152	165544287	NR_033309	0.306	-	SNORA70F
chr2	177016112	177017949	NM_014621	0.306	+	HOXD4
chr11	64373645	64410787	NM_138734	0.306	-	NRXN2
chr12	10183275	10218629	NM_207345	0.305	+	CLEC9A
chr11	60197061	60215265	NM_023945	0.305	+	MS4A5
chr5	171636649	171710795	NM_152277	0.304	-	UBTD2
chr12	53038341	53045959	NM_000423	0.304	-	KRT2
chrX	114238537	114252207	NM_000640	0.304	-	IL13RA2
chr18	3451402	3458406	NM_173210	0.303	+	TGIF1
chr18	3451402	3458406	NM_170695	0.303	+	TGIF1
chr20	138110	139804	NM_139074	0.302	+	DEFB127
chr11	74041356	74109510	NM_173582	0.302	-	PGM2L1
chr13	94470676	94510726	NR_046536	0.302	-	GPC6-AS2
chr20	30795695	30805726	NM_172236	0.301	+	POFUT1
chr20	30795695	30826467	NM_015352	0.301	+	POFUT1
chr21	31768391	31769138	NM_181599	0.301	+	KRTAP13-1
chr2	106361519	106510730	NM_003581	0.301	+	NCK2
chr2	106361519	106510730	NM_001004722	0.301	+	NCK2
chr15	25523489	25523556	NR_001295	0.300	+	SNORD109A
chr15	25523489	25523556	NR_001289	0.300	+	SNORD109B
chr1	98676266	98738214	NR_046088	0.300	+	LOC729987
chr1	82266081	82458422	NM_001297705	0.300	+	LPHN2
chr1	82266081	82458422	NM_012302	0.300	+	LPHN2
chr1	82266081	82458422	NM_001297706	0.300	+	LPHN2
chr6	112408673	112423993	NM_001033564	0.300	+	FAM229B
chr15	22156765	22156847	NR_128721	0.300	+	MIR5701-3
chr15	22156765	22156847	NR_049886	0.300	+	MIR5701-1
chr15	22156765	22156847	NR_049895	0.300	+	MIR5701-2
chr1	84629866	84704181	NM_001242858	0.300	+	PRKACB
chr1	84629866	84704181	NM_001242857	0.300	+	PRKACB
chr1	84629866	84704181	NM_001242859	0.300	+	PRKACB
chr1	84629866	84671122	NM_001300917	0.300	+	PRKACB
chr12	121746047	121790265	NM_016237	0.300	-	ANAPC5
chr7	28992973	28998029	NM_014817	0.300	-	TRIL
chr6	7390061	7418270	NM_031480	0.299	+	RIOK1
chr4	56294067	56413076	NM_004898	0.299	-	CLOCK
chr3	50643884	50649262	NM_013324	0.299	-	CISH
chr3	50643884	50649262	NM_145071	0.299	-	CISH
chr14	24787554	24804277	NM_139247	0.299	-	ADCY4
chr14	24787554	24804277	NM_001198592	0.299	-	ADCY4
chr14	24787554	24804277	NM_001198568	0.299	-	ADCY4
chr19	11925106	11946016	NM_152357	0.298	+	ZNF440
chr8	128902873	129113499	NR_003367	0.298	+	PVT1
chr5	19473154	19886381	NM_001291957	0.298	-	CDH18
chr1	44688266	44709955	NR_110056	0.298	-	ERI3-IT1
chr1	44709047	44709955	NR_046817	0.298	-	ERI3-IT1
chr3	50649292	50686728	NM_001243926	0.298	+	MAPKAPK3
chr5	141018868	141030986	NM_033449	0.298	-	FCHSD1
chr19	37959959	37976260	NM_144694	0.297	+	ZNF570
chr2	25166504	25194963	NM_016544	0.297	-	DNAJC27
chr2	25166504	25194963	NM_001198559	0.297	-	DNAJC27
chr6	112391859	112408751	NM_016262	0.297	-	TUBE1
chr17	38632079	38657854	NM_032865	0.297	-	TNS4
chr12	123464606	123467460	NM_016638	0.297	+	ARL6IP4
chr12	123464606	123467460	NM_001278379	0.297	+	ARL6IP4
chr12	123464606	123467460	NM_001278378	0.297	+	ARL6IP4
chr12	123464606	123467460	NR_103512	0.297	+	ARL6IP4
chr12	123464606	123467460	NM_001278380	0.297	+	ARL6IP4
chr12	123464606	123467460	NM_018694	0.297	+	ARL6IP4
chr12	123464606	123467460	NM_001002252	0.297	+	ARL6IP4
chr12	123464606	123467460	NM_001002251	0.297	+	ARL6IP4
chr2	25194980	25262563	NR_034113	0.297	+	DNAJC27-AS1
chr7	50526133	50633154	NM_001082971	0.296	-	DDC
chr5	129240522	129522327	NM_175856	0.296	+	CHSY3
chr17	57228496	57228582	NR_029842	0.295	-	MIR301A
chr10	21802408	21814611	NM_207371	0.295	-	SKIDA1
chr10	75880014	75910826	NM_012095	0.295	-	AP3M1
chr10	75880014	75910826	NM_207012	0.295	-	AP3M1
chr10	111967362	112047123	NM_130439	0.295	+	MXI1
chr10	124214178	124216868	NM_001099667	0.295	+	ARMS2
chr10	22045476	22292650	NM_022365	0.295	-	DNAJC1
chr11	111126706	111157129	NM_198498	0.294	+	C11orf53
chrX	103315068	103317502	NR_003238	0.294	-	H2BFXP
chrX	103315068	103317502	NR_130172	0.294	-	LOC100101478
chr3	131100624	131107674	NR_033268	0.293	+	NUDT16
chr2	176788619	176867073	NM_001305008	0.293	-	KIAA1715
chr2	176788619	176867073	NM_001305009	0.293	-	KIAA1715
chr2	176788619	176867073	NM_001305011	0.293	-	KIAA1715
chr2	176788619	176867073	NM_030650	0.293	-	KIAA1715
chr2	176788619	176867073	NM_001305010	0.293	-	KIAA1715
chr16	81698958	81700879	NR_045112	0.293	+	LOC100129617
chr3	131100608	131101641	NM_001171906	0.293	+	NUDT16
chr3	131100608	131107674	NM_152395	0.293	+	NUDT16
chr3	52328234	52328324	NR_029677	0.293	-	MIR135A1
chr6	27925018	27925960	NM_012367	0.293	+	OR2B6
chr5	160358785	160365633	NR_027111	0.292	-	LOC285629
chr19	40221892	40228669	NM_001828	0.292	-	CLC
chr10	133918312	133998313	NM_001105521	0.292	+	JAKMIP3
chr5	111755279	111756677	NR_027706	0.292	+	EPB41L4A-AS2
chr1	63786554	63789346	NR_121636	0.292	-	FOXD3-AS1
chr16	55836763	55867075	NM_001266	0.291	-	CES1
chr16	55836763	55867075	NM_001025194	0.291	-	CES1
chr16	55836763	55867075	NM_001025195	0.291	-	CES1
chr6	27106071	27114637	NM_080593	0.291	-	HIST1H2BK
chr19	50191941	50194247	NM_001101340	0.291	+	ADM5
chr12	7507555	7596781	NM_174941	0.290	-	CD163L1
chr12	7507555	7596781	NM_001297650	0.290	-	CD163L1
chr10	75910942	76469061	NM_001202450	0.290	+	ADK
chr10	75910942	76469061	NM_006721	0.290	+	ADK
chr4	75023828	75168814	NM_001144978	0.290	+	MTHFD2L
chr1	46049659	46084578	NM_152298	0.290	+	NASP
chr1	46049659	46084578	NM_002482	0.290	+	NASP
chr1	46049659	46084578	NM_001195193	0.290	+	NASP
chr12	10524951	10542653	NM_007360	0.290	-	KLRK1
chr2	147344624	147348558	NR_026904	0.290	+	PABPC1P2
chr9	106842304	106854755	NR_121580	0.290	-	SMC2-AS1
chrX	103230501	103232935	NR_003238	0.289	+	H2BFXP
chrX	103230501	103232935	NR_130172	0.289	+	LOC100101478
chr3	131100514	131107674	NM_001171905	0.289	+	NUDT16
chr8	69242956	69731258	NM_052958	0.288	+	C8orf34
chr8	69242956	69448062	NM_001195639	0.288	+	C8orf34
chr10	134150610	134180509	NR_026559	0.288	+	LRRC27
chr2	64681326	64688517	NM_014181	0.288	+	LGALSL
chr11	3659735	3663546	NR_123732	0.287	-	ART5
chr11	3659735	3663546	NM_053017	0.287	-	ART5
chr11	3659735	3663546	NM_001297668	0.287	-	ART5
chr11	3659735	3663546	NM_001079536	0.287	-	ART5
chr1	68167148	68299155	NM_018841	0.287	-	GNG12
chr1	95975671	95981020	NR_110622	0.286	+	LOC100996635
chr1	95975671	95981020	NR_110621	0.286	+	LOC100996635
chr6	80624528	80657315	NM_022726	0.286	-	ELOVL4
chr10	91092235	91100725	NM_001031683	0.286	+	IFIT3
chr10	91092235	91100725	NM_001289759	0.286	+	IFIT3
chr10	28821516	28912041	NM_100264	0.285	+	WAC
chr10	70042416	70092684	NM_022129	0.285	-	PBLD
chr10	70044837	70092684	NM_001033083	0.285	-	PBLD
chrX	96783362	96819534	NR_125391	0.284	-	DIAPH2-AS1
chr12	131649555	131697476	NR_026670	0.284	+	LINC01257
chr8	25042286	25270619	NM_024940	0.284	+	DOCK5
chr9	105757592	105780770	NM_001340	0.284	+	CYLC2
chr12	69979207	69995357	NM_006431	0.284	+	CCT2
chr22	40297085	40369346	NM_004810	0.284	+	GRAP2
chrX	30322538	30327495	NM_000475	0.284	-	NR0B1
chrX	107975726	107979607	NM_003604	0.283	-	IRS4
chr14	51706885	51724372	NM_030755	0.283	+	TMX1
chr6	27114860	27115341	NM_080596	0.282	+	HIST1H2AH
chrX	80457302	80554046	NM_003022	0.282	+	SH3BGRL
chr3	131043935	131100319	NR_038976	0.282	-	LOC339874
chr18	61254533	61266433	NM_012397	0.281	+	SERPINB13
chr18	48321489	48346434	NM_031939	0.281	-	MRO
chr18	48321489	48346434	NM_001127176	0.281	-	MRO
chr18	48321489	48346434	NM_001127175	0.281	-	MRO
chr2	228336887	228425938	NM_001135187	0.281	+	AGFG1
chr2	228336887	228425938	NM_001135188	0.281	+	AGFG1
chr2	228336887	228425938	NM_001135189	0.281	+	AGFG1
chr2	228336887	228425938	NM_004504	0.281	+	AGFG1
chr4	152041432	152147660	NM_001128923	0.281	-	SH3D19
chr4	152041432	152147660	NM_001009555	0.281	-	SH3D19
chr12	97858798	97927544	NR_024037	0.281	+	RMST
chr3	25382292	25639422	NM_001290300	0.280	+	RARB
chr2	228336847	228336903	NR_049888	0.280	+	MIR5703
chr8	142443928	142517330	NR_102364	0.279	-	MROH5
chr8	142443928	142517330	NM_207414	0.279	-	MROH5
chr8	142443928	142517330	NR_102363	0.279	-	MROH5
chr12	45686465	45826134	NM_001142678	0.279	+	ANO6
chr2	198570027	198573114	NM_138395	0.279	+	MARS2
chr17	20615758	20641178	NR_073509	0.279	+	LOC100287072
chr16	75477141	75498314	NM_001304997	0.278	-	TMEM170A
chr10	10461500	10504312	NR_120637	0.278	-	LOC101928322
chr4	70454134	70513416	NM_001301239	0.278	-	UGT2A1
chrX	107979769	107982133	NR_110652	0.277	+	LOC101928358
chr19	37997840	38034239	NM_001013659	0.277	+	ZNF793
chr1	231114822	231136479	NM_022786	0.277	+	ARV1
chr10	28808845	28821283	NR_033805	0.277	-	WAC-AS1
chr1	248636651	248637608	NM_001005495	0.276	+	OR2T3
chr1	248737101	248738058	NM_001001821	0.276	-	OR2T34
chr2	197697727	197791454	NM_024989	0.275	-	PGAP1
chr5	118604386	118730299	NM_001077654	0.275	+	TNFAIP8
chr5	118604386	118730299	NM_001286817	0.275	+	TNFAIP8
chr5	118604386	118730299	NM_001286815	0.275	+	TNFAIP8
chr2	10470288	10567743	NM_001258357	0.275	+	HPCAL1
chr1	15490691	15498120	NM_001278502	0.275	-	C1orf195
chr1	15494969	15498120	NM_001278501	0.275	-	C1orf195
chr9	101705994	101833074	NM_001855	0.275	+	COL15A1
chrX	102631250	102633092	NM_001282674	0.274	+	NGFRAP1
chrX	102631250	102633092	NM_206917	0.274	+	NGFRAP1
chrX	102631250	102633092	NM_206915	0.274	+	NGFRAP1
chr14	27377847	27377931	NR_036193	0.274	+	MIR4307
chr12	69979461	69995357	NM_001198842	0.274	+	CCT2
chr11	6897855	6898850	NM_207186	0.274	+	OR10A4
chr1	51567905	51613754	NM_001136508	0.274	+	C1orf185
chr16	21529229	21531765	NR_002594	0.274	-	SLC7A5P2
chr2	178077453	178077526	NR_039646	0.274	+	MIR4444-1
chr2	178077453	178077526	NR_049831	0.274	+	MIR4444-2
chr1	16972068	16976915	NR_027504	0.274	+	MST1P2
chr16	30721857	30721986	NR_002966	0.273	+	SNORA30
chr2	178077421	178088685	NM_194247	0.273	+	HNRNPA3
chr16	58741034	58768261	NM_002080	0.272	-	GOT2
chr16	58741034	58768261	NM_001286220	0.272	-	GOT2
chr2	54756358	54756978	NR_002229	0.272	+	RPL23AP32
chr22	40322594	40369346	NM_001291826	0.272	+	GRAP2
chr22	40322594	40369346	NM_001291824	0.272	+	GRAP2
chr19	37988062	37997989	NR_110723	0.272	-	ZNF793-AS1
chr2	136597195	136634047	NM_005915	0.271	-	MCM6
chr2	75751193	75769832	NR_110281	0.271	+	LOC101927884
chr22	40322631	40369346	NM_001291828	0.270	+	GRAP2
chr5	177027118	177037346	NM_007255	0.270	+	B4GALT7
chrX	149613719	149682448	NM_005491	0.270	+	MAMLD1
chrX	149613719	149682448	NM_001177466	0.270	+	MAMLD1
chr1	46899498	46911374	NR_045483	0.270	+	FAAHP1
chr8	94041978	94042067	NR_107051	0.270	+	MIR8084
chr9	138413283	138418386	NM_002297	0.270	+	LCN1
chr9	138413283	138418386	NM_001252617	0.270	+	LCN1
chr9	138413283	138418386	NM_001252619	0.270	+	LCN1
chr9	138413283	138418386	NM_001252618	0.270	+	LCN1
chr1	222791443	222841354	NM_198551	0.270	+	MIA3
chr1	231041986	231114618	NM_001122835	0.270	-	TTC13
chr1	231041986	231114618	NM_024525	0.270	-	TTC13
chr5	175875355	175937075	NM_014613	0.269	+	FAF2
chr15	38988798	38992239	NM_207444	0.269	+	C15orf53
chr1	162365055	162381928	NM_053282	0.269	-	SH2D1B
chr12	54730999	54731098	NR_029894	0.269	+	MIR148B
chr1	228612545	228613026	NM_003493	0.268	-	HIST3H3
chr4	40504056	40504136	NR_039966	0.268	-	MIR4802
chr3	36753912	36781352	NM_033403	0.268	-	DCLK3
chr1	52497768	52521843	NR_046406	0.268	-	TXNDC12
chr1	52497768	52521843	NR_046405	0.268	-	TXNDC12
chr1	52485803	52521843	NM_015913	0.268	-	TXNDC12
chr5	72794249	72801448	NM_001207	0.267	+	BTF3
chr5	72794249	72801448	NM_001037637	0.267	+	BTF3
chr19	58111252	58119637	NM_020880	0.267	+	ZNF530
chr10	121578768	121588662	NM_001243194	0.267	+	INPP5F
chr11	60102354	60108441	NM_139249	0.267	+	MS4A6E
chr14	20215586	20216528	NM_172194	0.267	+	OR4Q3
chr1	52521856	52556388	NM_001136497	0.267	+	BTF3L4
chr1	52521856	52556388	NM_152265	0.267	+	BTF3L4
chr1	52521856	52556388	NM_001243767	0.267	+	BTF3L4
chr4	166794409	166952111	NM_001204760	0.267	+	TLL1
chr4	166794409	167025609	NM_012464	0.267	+	TLL1
chr12	69666936	69666998	NR_031692	0.267	-	MIR1279
chr5	123395486	123774213	NR_125774	0.267	-	LINC01170
chr16	75477141	75498635	NM_001304996	0.267	-	TMEM170A
chr16	75477141	75498635	NM_001304998	0.267	-	TMEM170A
chr16	75477141	75498635	NM_145254	0.267	-	TMEM170A
chr3	139062860	139075887	NM_020191	0.267	+	MRPS22
chr13	110380620	110382381	NR_103846	0.266	+	LINC00676
chr9	129567284	129600487	NM_001135776	0.266	+	ZBTB43
chr9	129567284	129600487	NM_014007	0.266	+	ZBTB43
chr22	20186252	20192441	NR_038460	0.266	-	LOC284865
chr11	22689653	22834547	NM_177553	0.265	+	GAS2
chr11	112352954	112412639	NR_120559	0.265	+	LOC101928823
chr15	72879557	72879654	NR_030359	0.264	+	MIR630
chr6	13615558	13621127	NM_016167	0.264	+	NOL7
chr17	64298925	64806862	NM_002737	0.264	+	PRKCA
chr1	63786554	63790112	NR_121637	0.263	-	FOXD3-AS1
chr4	56294067	56412099	NM_001267843	0.263	-	CLOCK
chr6	27115404	27115467	NR_036096	0.263	+	MIR3143
chr4	75230859	75254477	NM_001432	0.262	+	EREG
chr10	123237843	123356159	NM_001144915	0.262	-	FGFR2
chr2	198669425	199014608	NM_006226	0.261	+	PLCL1
chr10	104678074	104838344	NM_199076	0.261	+	CNNM2
chr10	104678074	104838344	NM_017649	0.261	+	CNNM2
chr10	104678074	104687375	NM_199077	0.261	+	CNNM2
chr4	83534265	83542590	NR_024087	0.261	-	LINC00575
chr4	83534265	83542590	NR_024088	0.261	-	LINC00575
chr22	29083730	29137822	NM_145862	0.261	-	CHEK2
chr22	29083730	29137822	NM_007194	0.261	-	CHEK2
chr22	29083730	29137822	NM_001257387	0.261	-	CHEK2
chr22	29083730	29137822	NM_001005735	0.261	-	CHEK2
chr9	128506033	128508208	NR_122032	0.261	-	LOC51145
chr16	18582569	18609607	NR_003569	0.261	+	ABCC6P1
chr14	61438166	61447797	NM_020810	0.260	-	TRMT5
chr12	100867550	100957645	NM_001206979	0.260	+	NR1H4
chr12	100867550	100957645	NM_001206978	0.260	+	NR1H4
chr12	100867550	100957645	NM_005123	0.260	+	NR1H4
chr12	100867550	100957645	NM_001206977	0.260	+	NR1H4
chrX	103343897	103401708	NM_001012755	0.260	-	SLC25A53
chr8	69215702	69243726	NR_038877	0.260	-	LOC286189
chrX	30248552	30255610	NM_002365	0.260	+	MAGEB3
chr20	30252260	30310656	NM_001191	0.260	-	BCL2L1
chr20	30252260	30310656	NM_138578	0.260	-	BCL2L1
chr14	61447831	61550451	NM_001172702	0.259	+	SLC38A6
chr14	61447831	61519261	NM_153811	0.259	+	SLC38A6
chr1	84041470	84326679	NR_119375	0.259	-	LOC101927587
chrX	111326252	111700473	NM_001004308	0.259	+	ZCCHC16
chr2	946553	1371384	NM_018968	0.259	+	SNTG2
chr22	47169823	47571342	NM_001284305	0.259	+	TBC1D22A
chr2	108938693	108970254	NR_037191	0.258	+	SULT1C2P1
chr5	125800786	125829853	NM_001146322	0.258	+	GRAMD3
chr7	124385654	124406079	NM_005302	0.258	-	GPR37
chr19	49055428	49102684	NM_177973	0.258	+	SULT2B1
chr9	117546914	117554810	NM_001204344	0.258	-	TNFSF15
chr1	145096406	145116997	NM_004892	0.258	+	SEC22B
chr10	5807185	5855512	NM_001494	0.258	-	GDI2
chr10	5807185	5855512	NM_001115156	0.258	-	GDI2
chr18	3450169	3458406	NM_003244	0.257	+	TGIF1
chr16	71481502	71496155	NM_001304492	0.257	-	ZNF23
chr16	71481502	71496155	NM_001304493	0.257	-	ZNF23
chr16	71481502	71496155	NM_001304494	0.257	-	ZNF23
chr4	152041432	152149182	NM_001243349	0.256	-	SH3D19
chr3	171561138	171577108	NM_001164436	0.256	+	TMEM212
chr19	14951759	14952689	NM_001005190	0.256	-	OR7A10
chr14	88399357	88459615	NM_001201401	0.256	-	GALC
chr14	88399357	88459615	NM_000153	0.256	-	GALC
chr16	71481502	71496126	NM_145911	0.256	-	ZNF23
chr4	38797875	38806412	NM_003263	0.255	-	TLR1
chr14	61447964	61550451	NR_033344	0.255	+	SLC38A6
chr11	125616187	125619743	NM_138294	0.254	+	PATE1
chr22	29138042	29153496	NM_172002	0.254	+	HSCB
chr15	40987377	41024356	NM_001164269	0.253	+	RAD51
chr14	57279900	57397550	NR_029385	0.253	+	OTX2-AS1
chr10	70091767	70102953	NM_012207	0.252	+	HNRNPH3
chr10	70091767	70102953	NM_021644	0.252	+	HNRNPH3
chr10	89578069	89605369	NR_028492	0.252	+	CFL1P1
chr13	51915167	51936239	NM_001101320	0.252	+	SERPINE3
chr2	159651828	159672496	NM_001017920	0.252	+	DAPL1
chr5	140743897	140892546	NM_018918	0.252	+	PCDHGA5
chr5	140743897	140746339	NM_032054	0.252	+	PCDHGA5
chr11	33037409	33055128	NM_001077242	0.252	+	DEPDC7
chr17	46620018	46622393	NM_002145	0.251	-	HOXB2
chr15	40987326	41024356	NM_001164270	0.251	+	RAD51
chr15	40987326	41024356	NM_133487	0.251	+	RAD51
chr15	40987326	41024356	NM_002875	0.251	+	RAD51
chr11	18142501	18160027	NM_054031	0.251	+	MRGPRX3
chr17	31318881	31324892	NM_173847	0.251	+	SPACA3
chr2	162480844	162841786	NM_022058	0.251	+	SLC4A10
chr2	162480844	162841786	NM_001178016	0.251	+	SLC4A10
chr2	162480844	162841786	NM_001178015	0.251	+	SLC4A10
chr11	118307204	118397539	NM_005933	0.251	+	KMT2A
chr11	118307204	118397539	NM_001197104	0.251	+	KMT2A
chr17	16453630	16472520	NM_020653	0.251	-	ZNF287
chr15	40985952	40987303	NR_040058	0.251	-	RAD51-AS1
chr10	45455218	45490172	NM_032023	0.250	+	RASSF4
chr3	25499800	25639422	NM_001290217	0.249	+	RARB
chr16	58699012	58718681	NM_018231	0.249	-	SLC38A7
chr12	120972131	121015397	NM_014868	0.249	+	RNF10
chr5	17216931	17276954	NM_001271606	0.249	+	BASP1
chr19	24097683	24116769	NM_001244038	0.248	+	ZNF726
chr10	89512874	89577917	NM_032810	0.247	-	ATAD1
chr2	11534106	11543203	NR_047499	0.247	+	LINC00570
chr12	126106997	126146923	NM_001286219	0.247	+	TMEM132B
chr8	102209265	102217960	NM_016096	0.247	-	ZNF706
chr8	102209265	102217960	NM_001267708	0.247	-	ZNF706
chr8	102209265	102217960	NM_001042510	0.247	-	ZNF706
chr17	42875815	42907607	NM_005497	0.247	-	GJC1
chr7	119913721	120390387	NM_012281	0.247	+	KCND2
chr2	110300373	110371783	NM_144710	0.246	-	SEPT10
chr2	110300373	110371783	NM_178584	0.246	-	SEPT10
chr2	110300373	110371783	NR_047585	0.246	-	SEPT10
chr6	42174538	42185633	NM_018141	0.246	-	MRPS10
