chrome	start	end	peak	refseqID	Gene_Symbol	distance	score
chrX	110906152	110906153	MACS_peak_14526	NM_001257231	ALG13	-18245	0.053254835731
chr4	166788258	166788259	MACS_peak_9720	NM_012464	TLL1	-6151	0.2670996863
chr11	55058508	55058509	MACS_peak_2076	NM_024114	TRIM48	28851	0.0129481805342
chr12	80599814	80599815	MACS_peak_2889	NM_173591	OTOGL	-3418	0.384530052427
chr1	240649233	240649234	MACS_peak_1073	NR_128706	MIR1273E	8825	0.186996259189
chr18	5521917	5521918	MACS_peak_5269	NM_012307	EPB41L3	-22392	0.0306353716907
chr14	65923258	65923259	MACS_peak_3964	NR_030355	MIR625	-14561	0.087033109247
chr1	117095160	117095161	MACS_peak_556	NM_001779	CD58	-18555	0.0510985069704
chr7	101444485	101444486	MACS_peak_12277	NM_001202545	CUX1	-14698	0.0854577366589
chrX	102906433	102906434	MACS_peak_14493	NM_001006640	TCEAL1	22786	0.0290675358719
chr19	35097769	35097770	MACS_peak_5758	NM_001025591	SCGB2B2	12279	0.11798473822
chr14	93386317	93386318	MACS_peak_4112	NM_001301690	CHGA	-3127	0.399743041986
chr15	65877856	65877857	MACS_peak_4388	NM_001207058	VWA9	-25771	0.0195235600828
chr16	71916593	71916594	MACS_peak_4816	NM_001270977	IST1	-12802	0.110037580202
chr7	123552207	123552208	MACS_peak_12411	NM_001174045	SPAM1	-13701	0.0976075921662
chr7	123561382	123561383	MACS_peak_12412	NM_001174045	SPAM1	-4526	0.331719128484
chr2	228342654	228342655	MACS_peak_7106	NM_001135189	AGFG1	5767	0.281131335327
chr16	33547646	33547647	MACS_peak_4683	NR_130771	ENPP7P13	-24197	0.0240825765022
chr14	53207067	53207068	MACS_peak_3883	NM_145251	STYX	10185	0.155984287182
chr11	3404888	3404889	MACS_peak_1831	NM_001256823	ZNF195	4436	0.335723737625
chr15	45678073	45678074	MACS_peak_4280	NM_024063	SPATA5L1	-16445	0.0677001646735
chr9	89786841	89786842	MACS_peak_13754	NM_001001709	C9orf170	23283	0.0272037621747
chr11	129860756	129860757	MACS_peak_2423	NM_199437	PRDM10	-11974	0.122881680549
chr3	136578612	136578613	MACS_peak_8431	NR_110176	NCK1-AS1	-2293	0.446760182267
chr18	5521917	5521918	MACS_peak_5269	NM_001281534	EPB41L3	-22392	0.0306353716907
chrX	135596012	135596013	MACS_peak_14648	NM_001727	BRS3	25888	0.0192213558671
chr2	208553711	208553712	MACS_peak_6987	NM_152523	CCNYL1	-22552	0.0299887390336
chr2	208572644	208572645	MACS_peak_6988	NM_152523	CCNYL1	-3619	0.37436151405
chr10	5248735	5248736	MACS_peak_1140	NR_027916	AKR1C8P	21585	0.0341156177844
chr12	124441015	124441016	MACS_peak_3101	NM_001304961	CCDC92	-16517	0.0670533527573
chr2	233294828	233294829	MACS_peak_7127	NM_031313	ALPPL2	23277	0.0272255338919
chr1	161194256	161194257	MACS_peak_674	NM_005122	NR1I3	-13744	0.097049576478
chr14	65598268	65598269	MACS_peak_3960	NR_073138	MAX	28855	0.0129412766791
chr10	77139183	77139184	MACS_peak_1516	NR_110302	ZNF503-AS2	-24739	0.0224036063943
chr10	77165033	77165034	MACS_peak_1517	NR_110302	ZNF503-AS2	1111	0.523021172297
chr10	77165172	77165173	MACS_peak_1518	NR_110302	ZNF503-AS2	1250	0.513417119033
chr1	86847089	86847090	MACS_peak_382	NM_001007022	ODF2L	-14936	0.0827884544216
chr4	1859780	1859781	MACS_peak_8760	NM_001042424	WHSC1	-13342	0.102393368078
chr7	87567451	87567452	MACS_peak_12208	NM_004194	ADAM22	3886	0.361268679356
chr1	248732145	248732146	MACS_peak_1112	NM_001004694	OR2T29	9353	0.174284428697
chr1	119560436	119560437	MACS_peak_578	NR_126447	WARS2-IT1	-29591	0.0117316299926
chr6	32951125	32951126	MACS_peak_11028	NM_005104	BRD2	14689	0.085560347497
chr21	30277376	30277377	MACS_peak_7538	NR_047510	N6AMT1	19681	0.0439750288047
chr2	185241104	185241105	MACS_peak_6841	NR_039638	MIR548AE1	-2597	0.429013596679
chr10	134156200	134156201	MACS_peak_1822	NM_030626	LRRC27	10587	0.147843647419
chr3	132041323	132041324	MACS_peak_8413	NM_001292037	ACPP	5113	0.306746583455
chr10	4043027	4043028	MACS_peak_1129	NR_106726	MIR6078	9676	0.166937909795
chr1	115283305	115283306	MACS_peak_549	NM_001242892	CSDE1	-17366	0.0598767697266
chr13	48639035	48639036	MACS_peak_3295	NM_018283	NUDT15	27333	0.0158529448653
chr11	66397010	66397011	MACS_peak_2126	NM_001198844	RBM4	-9077	0.180817568169
chr14	93186508	93186509	MACS_peak_4110	NM_001008530	LGMN	-28539	0.0134981856347
chr8	82575484	82575485	MACS_peak_13001	NM_005536	IMPA1	-23105	0.0278571206496
chr18	12703552	12703553	MACS_peak_5303	NM_020232	PSMG2	566	0.562442334464
chr12	56138698	56138699	MACS_peak_2754	NR_037656	BLOC1S1	28623	0.01334784941
chr14	54904228	54904229	MACS_peak_3895	NM_005776	CNIH1	-3920	0.359634634642
chr1	161194256	161194257	MACS_peak_674	NM_001166159	NDUFS2	22320	0.0309308874651
chr5	70291076	70291077	MACS_peak_10219	NM_022892	NAIP	-29865	0.0113107689801
chr7	20688252	20688253	MACS_peak_11879	NM_001163993	ABCB5	1287	0.5108904987
chr8	124844598	124844599	MACS_peak_13285	NM_001039112	FER1L6	-19628	0.0442868862736
chr17	16606483	16606484	MACS_peak_4948	NM_014695	CCDC144A	12845	0.109408503153
chr14	20466731	20466732	MACS_peak_3684	NM_001004712	OR4K14	-16621	0.0661299632292
chrX	39963542	39963543	MACS_peak_14195	NM_017745	BCOR	6823	0.24420839671
chr1	39434957	39434958	MACS_peak_118	NM_001136275	AKIRIN1	-21958	0.0324604344333
chr7	156407110	156407111	MACS_peak_12581	NM_001184997	RNF32	-28560	0.0134604435785
chr5	180288516	180288517	MACS_peak_10845	NR_045680	HEIH	29898	0.0112611109244
chr1	19206438	19206439	MACS_peak_65	NM_152232	TAS1R2	20283	0.0405832442809
chr11	89239905	89239906	MACS_peak_2231	NM_001300995	NOX4	14518	0.0875335322485
chr1	55131061	55131062	MACS_peak_184	NM_001291332	MROH7	23649	0.0259080900994
chr13	20084296	20084297	MACS_peak_3141	NR_073487	TPTE2	-26607	0.0174642385552
chr15	63700680	63700681	MACS_peak_4379	NR_120375	LOC102723344	18252	0.0532051544058
chr17	74745309	74745310	MACS_peak_5211	NM_001206985	METTL23	22398	0.0306108731941
chr12	110923110	110923111	MACS_peak_3049	NM_001286534	RAD9B	-17037	0.0625618256992
chr16	71502607	71502608	MACS_peak_4815	NM_145911	ZNF23	6481	0.255602101845
chr21	31834305	31834306	MACS_peak_7550	NM_181608	KRTAP19-2	-25362	0.0206178102804
chr18	55453139	55453140	MACS_peak_5551	NM_005603	ATP8B1	-17188	0.0613148426926
chr18	55464604	55464605	MACS_peak_5552	NM_005603	ATP8B1	-5723	0.282785486594
chr4	13658121	13658122	MACS_peak_8796	NR_121681	LINC01182	1319	0.508715342871
chr14	74341421	74341422	MACS_peak_4008	NR_040251	ZNF410	-11896	0.124166318566
chr7	117846404	117846405	MACS_peak_12377	NM_019644	ANKRD7	-18307	0.0528164104103
chr11	33118334	33118335	MACS_peak_1975	NR_015451	LINC00294	20639	0.0387018968217
chr11	82980297	82980298	MACS_peak_2196	NM_001286120	CCDC90B	-17153	0.0616016473154
chr4	158121383	158121384	MACS_peak_9665	NM_001083620	GRIA2	-20436	0.0397637335277
chr18	9917075	9917076	MACS_peak_5287	NM_194434	VAPA	3121	0.400062964371
chr12	116979285	116979286	MACS_peak_3076	NR_027346	LINC00173	8046	0.207463470623
chr15	32762800	32762801	MACS_peak_4214	NM_001277308	GOLGA8O	14965	0.0824689571572
chr15	47995507	47995508	MACS_peak_4291	NM_153616	SEMA6D	-15178	0.0801597842346
chr15	47998574	47998575	MACS_peak_4292	NM_153616	SEMA6D	-12111	0.120657418624
chr10	125833276	125833277	MACS_peak_1789	NM_015892	CHST15	-18664	0.0503612457442
chr15	49915029	49915030	MACS_peak_4304	NM_152647	FAM227B	1911	0.470104626254
chr1	44193191	44193192	MACS_peak_132	NM_001270463	ST3GAL3	19988	0.0422113276318
chr15	56185485	56185486	MACS_peak_4336	NR_104302	NEDD4	-23844	0.0252431612886
chr9	28746612	28746613	MACS_peak_13544	NM_152570	LINGO2	27309	0.0159037555426
chr15	75220266	75220267	MACS_peak_4434	NM_020447	FAM219B	20804	0.0378597526438
chr12	100620136	100620137	MACS_peak_3009	NR_048568	ACTR6	25582	0.0200218053201
chr2	182747635	182747636	MACS_peak_6822	NM_001287504	SSFA2	-8807	0.187445589191
chr2	182765231	182765232	MACS_peak_6823	NM_001287504	SSFA2	8789	0.18789599888
chr15	22167000	22167001	MACS_peak_4178	NR_049886	MIR5701-1	10235	0.154947850561
chr15	22167499	22167500	MACS_peak_4179	NR_049886	MIR5701-1	10734	0.14497412511
chr19	5867854	5867855	MACS_peak_5684	NM_001097640	FUT3	16369	0.0683896806563
chr1	161194256	161194257	MACS_peak_674	NM_001077471	NR1I3	-13744	0.097049576478
chr3	42842577	42842578	MACS_peak_7965	NM_014056	HIGD1A	-3450	0.382892885975
chr17	46696958	46696959	MACS_peak_5070	NM_024017	HOXB9	-6877	0.242456410971
chr17	46703003	46703004	MACS_peak_5071	NM_024017	HOXB9	-832	0.542843978183
chr14	64791624	64791625	MACS_peak_3955	NM_001291712	ESR2	-13644	0.0983522359288
chr5	131889198	131889199	MACS_peak_10599	NM_005732	RAD50	-3417	0.384581326519
chr4	93238444	93238445	MACS_peak_9259	NM_001510	GRID2	12895	0.108681539038
chr1	97184022	97184023	MACS_peak_443	NM_001300989	PTBP2	-3138	0.399157181927
chr1	97192900	97192901	MACS_peak_444	NM_001300989	PTBP2	5740	0.282145232053
chr19	37991965	37991966	MACS_peak_5768	NR_110723	ZNF793-AS1	-6024	0.271661085172
chr5	57764879	57764880	MACS_peak_10155	NM_001252226	PLK2	8913	0.184814991542
chr12	92532616	92532617	MACS_peak_2965	NM_001256375	C12orf79	-3831	0.363927720907
chr17	19329176	19329177	MACS_peak_4959	NM_007148	RNF112	14686	0.0855945784818
chr4	87528371	87528372	MACS_peak_9226	NM_006264	PTPN13	12904	0.108551199411
chr1	156186544	156186545	MACS_peak_654	NM_007221	PMF1	3766	0.367095468232
chr10	4695484	4695485	MACS_peak_1133	NR_015425	LINC00705	-2863	0.414064577371
chr12	49744691	49744692	MACS_peak_2719	NM_001008223	C1QL4	13720	0.097360632547
chr5	72788109	72788110	MACS_peak_10237	NM_001207	BTF3	-6140	0.267491719928
chr11	93467333	93467334	MACS_peak_2249	NR_003033	SNORD5	867	0.540316608068
chr8	93125504	93125505	MACS_peak_13085	NM_001198630	RUNX1T1	18014	0.0549206058487
chr11	36641587	36641588	MACS_peak_1998	NM_001276726	C11orf74	25545	0.0201208236039
chr2	161968270	161968271	MACS_peak_6662	NM_004180	TANK	-25195	0.0210820495389
chr11	58889965	58889966	MACS_peak_2093	NM_001142519	FAM111A	-20352	0.0402115906616
chr11	58915363	58915364	MACS_peak_2094	NM_001142519	FAM111A	5046	0.309499129334
chr15	45055429	45055430	MACS_peak_4279	NM_080745	TRIM69	26870	0.0168624391397
chr12	120965450	120965451	MACS_peak_3091	NM_032314	COQ5	-1514	0.495659209182
chr3	149966774	149966775	MACS_peak_8501	NR_110168	LINC01213	10469	0.150188115593
chr17	18537735	18537736	MACS_peak_4956	NM_001039397	TBC1D28	-10005	0.159773195103
chr4	158121383	158121384	MACS_peak_9665	NM_001083619	GRIA2	-20352	0.0402115906616
chr19	57634665	57634666	MACS_peak_5818	NM_020903	USP29	3157	0.398147263503
chr5	148732924	148732925	MACS_peak_10677	NM_024028	PCYOX1L	-4645	0.326497387009
chr7	114866717	114866718	MACS_peak_12361	NR_126407	LINC01392	-4692	0.324457734304
chr1	155091442	155091443	MACS_peak_652	NM_001287587	SLC50A1	-16845	0.064184084757
chr19	54899343	54899344	MACS_peak_5811	NM_002287	LAIR1	22622	0.029710146258
chr10	105267710	105267711	MACS_peak_1664	NR_120675	NEURL1-AS1	-9489	0.171152552551
chr15	20984003	20984004	MACS_peak_4165	NR_027992	NBEAP1	22523	0.0301049199629
chr15	20987040	20987041	MACS_peak_4166	NR_027992	NBEAP1	25560	0.0200806221715
chr21	9825638	9825639	MACS_peak_7433	NR_037458	MIR3687-1	-564	0.562592339087
chr5	118610315	118610316	MACS_peak_10504	NM_001286815	TNFAIP8	5929	0.275124011148
chr1	84333055	84333056	MACS_peak_368	NR_119374	LOC101927560	6826	0.244110732886
chr12	27848563	27848564	MACS_peak_2610	NM_001029874	REP15	-864	0.540532777942
chr17	79836776	79836777	MACS_peak_5225	NM_001301242	ARHGDIA	7494	0.223308735697
chr2	12855021	12855022	MACS_peak_5874	NR_036072	MIR3125	-22471	0.0303143726717
chr22	46757356	46757357	MACS_peak_7719	NM_001282784	TRMU	26059	0.0187880672139
chr12	99052071	99052072	MACS_peak_2999	NM_181869	APAF1	12994	0.107256369535
chr10	73856824	73856825	MACS_peak_1492	NM_001244950	SPOCK2	8293	0.200742289907
chr1	161194256	161194257	MACS_peak_674	NM_001077480	NR1I3	-13744	0.097049576478
chr2	9593342	9593343	MACS_peak_5866	NM_022334	ITGB1BP1	29699	0.0115639050387
chr19	59042690	59042691	MACS_peak_5821	NM_005762	TRIM28	-13145	0.105118534383
chr8	133746527	133746528	MACS_peak_13325	NM_144649	TMEM71	-26387	0.017984110397
chr6	15640297	15640298	MACS_peak_10937	NM_032122	DTNBP1	-22992	0.0282800123853
chr2	165700065	165700066	MACS_peak_6696	NM_001278460	COBLL1	1387	0.50412383671
chrX	55633619	55633620	MACS_peak_14261	NM_198451	FOXR2	-16213	0.0698270831774
chr6	158707738	158707739	MACS_peak_11721	NM_020245	TULP4	-25953	0.0190554905707
chr6	158708349	158708350	MACS_peak_11722	NM_020245	TULP4	-25342	0.0206728644808
chr1	52515705	52515706	MACS_peak_173	NM_001243767	BTF3L4	-6151	0.2670996863
chr20	58231102	58231103	MACS_peak_7415	NM_001199506	PHACTR3	-20613	0.0388362962217
chr11	10609636	10609637	MACS_peak_1853	NM_006691	LYVE1	19271	0.04644591941
chrX	103395358	103395359	MACS_peak_14498	NR_039980	LOC286437	26041	0.0188332127282
chr15	82532480	82532481	MACS_peak_4460	NM_001008226	FAM154B	-22671	0.029516672671
chr15	82556308	82556309	MACS_peak_4461	NM_001008226	FAM154B	1157	0.519823126473
chr15	82572481	82572482	MACS_peak_4462	NM_001008226	FAM154B	17330	0.0601648691067
chr7	27130977	27130978	MACS_peak_11922	NM_153620	HOXA1	-4648	0.32636681417
chr7	27154905	27154906	MACS_peak_11923	NM_153620	HOXA1	19280	0.0463902177344
chr7	27156387	27156388	MACS_peak_11924	NM_153620	HOXA1	20762	0.0380723620092
chr7	27161438	27161439	MACS_peak_11925	NM_153620	HOXA1	25813	0.0194145337052
chr1	97184022	97184023	MACS_peak_443	NM_001300986	PTBP2	-3138	0.399157181927
chr1	97192900	97192901	MACS_peak_444	NM_001300986	PTBP2	5740	0.282145232053
chr17	66595416	66595417	MACS_peak_5169	NM_001243746	FAM20A	-1679	0.484873781295
chr1	71494961	71494962	MACS_peak_280	NR_038420	ZRANB2-AS1	-17227	0.0609968330522
chr21	40119935	40119936	MACS_peak_7581	NR_027067	LINC00114	-4246	0.344337384507
chr9	110049417	110049418	MACS_peak_13851	NM_002874	RAD23B	3901	0.360546864053
chr1	155091442	155091443	MACS_peak_652	NM_001122839	SLC50A1	-16845	0.064184084757
chr3	179288592	179288593	MACS_peak_8665	NM_178042	ACTL6A	7925	0.210837693492
chr17	74025696	74025697	MACS_peak_5209	NR_130467	MIR4538	28457	0.0136465755175
chr5	132032939	132032940	MACS_peak_10600	NM_000589	IL4	23262	0.0272800394471
chr4	74489941	74489942	MACS_peak_9151	NM_001270391	RASSF6	3654	0.372618563698
chr1	155091442	155091443	MACS_peak_652	NM_001287588	SLC50A1	-16845	0.064184084757
chr7	35200913	35200914	MACS_peak_11980	NR_002833	DPY19L2P1	-24861	0.0220421224373
chr5	112617314	112617315	MACS_peak_10467	NM_002387	MCC	-13298	0.102995841365
chr21	30954033	30954034	MACS_peak_7543	NR_033368	GRIK1-AS2	-14326	0.089803319998
chr21	43360705	43360706	MACS_peak_7597	NM_199050	C2CD2	13906	0.0949757832217
chr1	182836514	182836515	MACS_peak_777	NM_001357	DHX9	28076	0.0143577319984
chrX	147041912	147041913	MACS_peak_14710	NM_152578	FMR1NB	-20936	0.0371992504661
chr10	125833276	125833277	MACS_peak_1789	NM_001270765	CHST15	-19847	0.0430124071444
chr19	50197462	50197463	MACS_peak_5803	NM_001536	PRMT1	17054	0.0624201794873
chr13	45538215	45538216	MACS_peak_3282	NM_012345	NUFIP1	-25398	0.0205190819286
chr8	8109732	8109733	MACS_peak_12627	NR_024363	FAM86B3P	23641	0.0259357401396
chr15	22106065	22106066	MACS_peak_4177	NR_110752	POTEB3	22924	0.0285375837232
chr11	85344188	85344189	MACS_peak_2209	NM_001193538	TMEM126B	4572	0.329690811028
chr4	95203697	95203698	MACS_peak_9270	NM_001254949	SMARCAD1	29253	0.0122724299492
chr2	24289811	24289812	MACS_peak_5929	NM_001291328	FAM228B	-9932	0.161335913762
chr11	93467333	93467334	MACS_peak_2249	NR_003026	SNORA1	2034	0.462457785865
chr16	29930662	29930663	MACS_peak_4664	NM_201575	SEZ6L2	20077	0.0417133802086
chr12	110923110	110923111	MACS_peak_3049	NR_104102	VPS29	-16835	0.0642697206146
chr2	39442405	39442406	MACS_peak_6003	NM_001009565	CDKL4	-14268	0.0905004912603
chr12	132570285	132570286	MACS_peak_3134	NR_003290	EP400NL	1458	0.499373982505
chr1	23970164	23970165	MACS_peak_77	NR_027042	MDS2	16341	0.0686454793245
chr1	28906341	28906342	MACS_peak_88	NM_017846	TRNAU1AP	26813	0.0169910819004
chr5	93052236	93052237	MACS_peak_10348	NM_153216	POU5F2	-25073	0.0214277885988
chr18	12703552	12703553	MACS_peak_5303	NM_001271989	CEP76	776	0.54691238303
chr17	3576581	3576582	MACS_peak_4901	NM_175080	P2RX5	-23117	0.0278125848947
chr16	30727851	30727852	MACS_peak_4666	NM_001256829	TMEM265	-23660	0.0258701194192
chr2	178083418	178083419	MACS_peak_6793	NR_049831	MIR4444-2	5965	0.273806580258
chr12	20145526	20145527	MACS_peak_2549	NR_040098	LOC100506393	-22092	0.0318856249271
chr12	20171450	20171451	MACS_peak_2550	NR_040098	LOC100506393	3832	0.363879200446
chr12	20171635	20171636	MACS_peak_2551	NR_040098	LOC100506393	4017	0.355013309024
chr2	154774084	154774085	MACS_peak_6628	NM_001301627	GALNT13	-26822	0.0169707048308
chr12	878657	878658	MACS_peak_2455	NM_001184985	WNK1	16569	0.0665900574578
chr1	156186544	156186545	MACS_peak_654	NM_199173	BGLAP	-25406	0.0204972065768
chr1	89690261	89690262	MACS_peak_401	NM_052941	GBP4	25628	0.0198993807333
chr3	105064777	105064778	MACS_peak_8282	NM_001243280	ALCAM	-20779	0.0379861623851
chr19	35391692	35391693	MACS_peak_5759	NM_001099437	ZNF30	-26114	0.0186507920119
chr3	122081031	122081032	MACS_peak_8374	NM_001017928	CCDC58	-21043	0.0366723089466
chr8	30222582	30222583	MACS_peak_12728	NR_046205	RBPMS-AS1	-20335	0.0403028403109
chr18	63404511	63404512	MACS_peak_5597	NM_033646	CDH7	-12976	0.107514093968
chr11	36641587	36641588	MACS_peak_1998	NM_001276723	C11orf74	25545	0.0201208236039
chr8	118164342	118164343	MACS_peak_13247	NM_173851	SLC30A8	17006	0.0628209497328
chr1	101495193	101495194	MACS_peak_473	NM_001077394	DPH5	3831	0.363927720907
chr1	101500481	101500482	MACS_peak_474	NM_001077394	DPH5	9119	0.179807819722
chr1	101510187	101510188	MACS_peak_475	NM_001077394	DPH5	18825	0.0492916787605
chr2	220132025	220132026	MACS_peak_7060	NM_001286423	GLB1L	21874	0.0328260348395
chr1	71494961	71494962	MACS_peak_280	NM_001126044	PTGER3	-18530	0.0512691195232
chr5	13940210	13940211	MACS_peak_9906	NM_001369	DNAH5	-4379	0.338284958342
chr12	54384314	54384315	MACS_peak_2738	NM_014212	HOXC11	17405	0.0595662186566
chr22	24675218	24675219	MACS_peak_7649	NM_001254732	SPECC1L	8434	0.197003588764
chr15	72714172	72714173	MACS_peak_4423	NM_001080462	TMEM202	23505	0.0264103315182
chr7	37946572	37946573	MACS_peak_11994	NM_001242948	EPDR1	-14348	0.0895402829023
chr2	219282531	219282532	MACS_peak_7057	NR_029500	MIR26B	15163	0.0803202642296
chr12	6338676	6338677	MACS_peak_2477	NM_001769	CD9	29195	0.0123677046615
chr17	42023265	42023266	MACS_peak_5044	NR_026770	FAM215A	28690	0.0132291396483
chr9	86532777	86532778	MACS_peak_13731	NM_001271928	KIF27	-3603	0.375161004433
chr10	81963696	81963697	MACS_peak_1544	NM_001157	ANXA11	-1632	0.487921864343
chr5	15514147	15514148	MACS_peak_9914	NM_001278317	FBXL7	12601	0.113026459441
chr10	15157536	15157537	MACS_peak_1191	NM_001039844	ACBD7	26761	0.0171092960705
chr7	29866164	29866165	MACS_peak_11953	NM_001080529	WIPF3	19995	0.0421719487723
chr17	48798726	48798727	MACS_peak_5076	NM_016424	LUC7L3	1801	0.477050304573
chr17	48820217	48820218	MACS_peak_5078	NM_016424	LUC7L3	23292	0.0271711372389
chr2	169099749	169099750	MACS_peak_6722	NM_013233	STK39	-4356	0.339323957866
chrX	154061437	154061438	MACS_peak_14728	NM_001166462	MPP1	27635	0.0152272808563
chr16	21525806	21525807	MACS_peak_4638	NR_027155	SMG1P3	12204	0.119170504552
chr12	123459244	123459245	MACS_peak_3100	NM_018694	ARL6IP4	-5362	0.296729795621
chr17	74745309	74745310	MACS_peak_5211	NM_001206987	METTL23	22398	0.0306108731941
chr2	200487626	200487627	MACS_peak_6935	NR_110270	LOC101927641	14836	0.0838996922701
chr13	73367800	73367801	MACS_peak_3437	NM_001128226	DIS3	11534	0.13030640156
chr13	73369926	73369927	MACS_peak_3438	NM_001128226	DIS3	13660	0.0981426414724
chrX	15853438	15853439	MACS_peak_14050	NM_001272071	AP1S2	-19699	0.0438696152824
chr6	41486747	41486748	MACS_peak_11056	NR_120347	LINC01276	16566	0.0666166988087
chrX	107973901	107973902	MACS_peak_14512	NM_003604	IRS4	-5706	0.283427194024
chr7	27130977	27130978	MACS_peak_11922	NM_030661	HOXA3	-28237	0.0140528039554
chr7	27154905	27154906	MACS_peak_11923	NM_030661	HOXA3	-4309	0.341457064756
chr7	27156387	27156388	MACS_peak_11924	NM_030661	HOXA3	-2827	0.416056865007
chr7	27161438	27161439	MACS_peak_11925	NM_030661	HOXA3	2224	0.45088934095
chr7	27169367	27169368	MACS_peak_11926	NM_030661	HOXA3	10153	0.156651241965
chr7	27172667	27172668	MACS_peak_11927	NM_030661	HOXA3	13453	0.100889105234
chr7	27178830	27178831	MACS_peak_11928	NM_030661	HOXA3	19616	0.0443578020091
chr7	27180040	27180041	MACS_peak_11929	NM_030661	HOXA3	20826	0.0377488600913
chr3	53523969	53523970	MACS_peak_7994	NM_000720	CACNA1D	-5106	0.307033013913
chrX	46952109	46952110	MACS_peak_14228	NM_152869	RGN	14356	0.0894448241876
chr17	46646205	46646206	MACS_peak_5065	NR_110329	HOXB-AS3	-23448	0.026611814704
chr17	46655037	46655038	MACS_peak_5066	NR_110329	HOXB-AS3	-14616	0.0863972009594
chr17	46657963	46657964	MACS_peak_5067	NR_110329	HOXB-AS3	-11690	0.127624021864
chr17	46667643	46667644	MACS_peak_5068	NR_110329	HOXB-AS3	-2010	0.463940021092
chr17	46691359	46691360	MACS_peak_5069	NR_110329	HOXB-AS3	21706	0.0335696352524
chr13	79205425	79205426	MACS_peak_3475	NM_006237	POU4F1	27730	0.0150356183904
chr7	77430140	77430141	MACS_peak_12129	NM_001127360	PHTF2	2032	0.462581124386
chr8	69237375	69237376	MACS_peak_12919	NM_001195639	C8orf34	-5581	0.288190565087
chr16	58725360	58725361	MACS_peak_4745	NM_018231	SLC38A7	6679	0.248942499887
chr17	36327665	36327666	MACS_peak_5027	NM_001123392	TBC1D3H	-20958	0.0370902925478
chr11	74285699	74285700	MACS_peak_2152	NM_006591	POLD3	-17875	0.0559479584716
chr6	158581696	158581697	MACS_peak_11720	NM_207118	GTF2H5	-7682	0.21778070417
chr11	71796592	71796593	MACS_peak_2139	NR_026886	LRTOMT	5216	0.302562725293
chr11	71796859	71796860	MACS_peak_2140	NR_026886	LRTOMT	5483	0.291980965154
chr13	20084296	20084297	MACS_peak_3141	NM_199254	TPTE2	-26607	0.0174642385552
chr7	27161438	27161439	MACS_peak_11925	NM_024014	HOXA6	-25955	0.0190504097841
chr7	27169367	27169368	MACS_peak_11926	NM_024014	HOXA6	-18026	0.0548328031402
chr7	27172667	27172668	MACS_peak_11927	NM_024014	HOXA6	-14726	0.085139289247
chr7	27178830	27178831	MACS_peak_11928	NM_024014	HOXA6	-8563	0.19364410145
chr7	27180040	27180041	MACS_peak_11929	NM_024014	HOXA6	-7353	0.227546651517
chr7	27192334	27192335	MACS_peak_11930	NM_024014	HOXA6	4941	0.3138625901
chr7	27195545	27195546	MACS_peak_11931	NM_024014	HOXA6	8152	0.204551943495
chr11	3404888	3404889	MACS_peak_1831	NR_024248	TSSC2	2698	0.423274940587
chr12	109886452	109886453	MACS_peak_3045	NM_001270450	UBE3B	-28975	0.0127358639363
chr1	35473627	35473628	MACS_peak_105	NM_007167	ZMYM6	-23942	0.0249154629395
chr1	20466880	20466881	MACS_peak_68	NM_012400	PLA2G2D	20821	0.0377740343885
chrX	122301620	122301621	MACS_peak_14581	NM_000828	GRIA3	-16475	0.0674299048947
chrX	122324301	122324302	MACS_peak_14583	NM_000828	GRIA3	6206	0.265148119757
chr13	52009889	52009890	MACS_peak_3313	NM_001039937	INTS6	-17386	0.0597173110468
chr13	52020221	52020222	MACS_peak_3314	NM_001039937	INTS6	-7054	0.236801430901
chr13	52024303	52024304	MACS_peak_3315	NM_001039937	INTS6	-2972	0.408090356672
chr2	240270538	240270539	MACS_peak_7159	NR_039948	MIR2467	-2961	0.408689328333
chr13	111265948	111265949	MACS_peak_3661	NM_018210	CARKD	-1982	0.465675301011
chr9	35154934	35154935	MACS_peak_13578	NM_006377	UNC13B	-7054	0.236801430901
chr1	247312748	247312749	MACS_peak_1108	NM_003431	ZNF124	-22571	0.0299128637107
chr22	31704049	31704050	MACS_peak_7682	NM_052880	PIK3IP1	15529	0.0764947373495
chr1	228619162	228619163	MACS_peak_1019	NM_001134855	TRIM17	14579	0.0868244802398
chr14	67675703	67675704	MACS_peak_3979	NM_173526	FAM71D	19594	0.0444881092521
chr7	69091705	69091706	MACS_peak_12099	NM_001127231	AUTS2	27801	0.0148939528113
chr1	163025386	163025387	MACS_peak_682	NM_001102445	RGS4	-13009	0.107042071166
chr17	11958996	11958997	MACS_peak_4925	NR_030613	MIR744	-26219	0.0183915002015
chr17	11960089	11960090	MACS_peak_4926	NR_030613	MIR744	-25126	0.0212768993293
chr9	106860299	106860300	MACS_peak_13826	NM_001042551	SMC2	3759	0.367438250609
chr4	74489941	74489942	MACS_peak_9151	NM_001270392	RASSF6	3593	0.37566155273
chr11	125057910	125057911	MACS_peak_2405	NR_125759	PKNOX2-AS1	23405	0.0267648273254
chr1	172497823	172497824	MACS_peak_733	NM_001282750	SUCO	-4434	0.335813275893
chr19	24292052	24292053	MACS_peak_5717	NM_203282	ZNF254	22091	0.0318898766272
chr18	3243403	3243404	MACS_peak_5252	NM_001303049	MYL12A	-8807	0.187445589191
