Genes	AS1	AS2	AS3	D41	D42	D43	DE2	DE3	ES1	ES2	ES3	F1	F2
EFCAB14-AS1	1	1	1	1.23878	1	1	1.41253	2.63746	1	1	1.40004	1	1
EFNA1	10.6495	182.654	45.2662	1	15.6721	5.94596	1	1	1	1	1.24572	54.006	55.019
EFNA3	9.85541	2.29365	1.61104	1.05914	10.9026	6.02096	1.38433	2.62182	2.25042	2.02517	2.19668	2.78552	2.32483
EGOT	1	1	1	1	1	1	1	1	1	1	1	1	1
EID1	154.32	85.5819	87.5268	146.023	144.032	185.289	128.994	98.5295	139.175	135.547	151.814	95.3032	65.5678
EID3	1	1	1	1.22928	1	1	1.47601	1.03735	1.54988	1.8531	1.45954	1.57119	1.12319
EIF2B2	29.5845	36.1371	23.6389	21.1675	28.2627	32.8384	24.3328	17.6288	24.1906	22.4138	25.2516	13.4223	12.499
EIF4E	19.0428	7.13525	6.46114	19.6257	22.5634	26.752	16.7145	11.9028	21.8568	20.9023	23.0601	4.01838	4.54943
EIF5B	62.6303	53.4655	13.2813	78.7439	65.8564	80.1608	72.4966	53.9817	89.7187	94.3362	95.2545	23.207	20.5923
ELMOD1	1	1	1	1	1	1	1	1	1	1	1	1	1
ELOVL4	9.34955	1	1.22016	8.58289	9.20884	9.96265	7.86726	6.18955	11.9367	12.1185	12.902	3.02233	1
EMB	8.87803	26.9305	17.8065	59.253	8.86335	10.4519	53.1011	37.2144	25.3138	27.3649	25.2056	1.30946	34.5953
EMC2	69.0156	46.8326	13.4689	82.434	71.933	84.487	72.8857	48.8629	49.6136	51.6075	50.5151	23.3696	30.5567
EMC6	20.4992	46.6737	69.2163	18.8817	16.7123	18.134	13.7495	17.8669	24.2014	24.5181	24.0411	15.5975	16.0608
EMP3	23.5681	17.5479	23.9799	5.70469	25.6139	21.1221	4.49371	9.52806	10.2272	9.06848	9.80065	29.1336	9.50056
EN2	11.7336	1	1	1	1.74289	2.06856	1	1	1	1	1	1	1
ENO4	1	1	1	1	1	1	1	1	1	1	1	1	1
ENPP2	13.4219	3.95692	38.7489	2.61185	17.9452	23.7707	3.74594	1.92153	2.12689	2.17288	2.26449	12.1583	14.08
EP400NL	1	1	1.50945	1.16846	1	1	1	1.73735	1.22771	1.03881	1	3.01768	1
EPHA6	2.66743	1	1	1	2.79626	2.50444	1.04414	1.04694	1.21663	1.51088	1.03495	2.11229	1
EPHX2	9.99177	150.719	29.1327	1.7565	12.9465	10.0905	1.27089	2.00936	5.65568	5.16465	4.89067	56.3347	149.684
EPN2-IT1	1	1	1	1	1	1	1	1	1	1	1	1	1
EPRS	76.6792	19.2251	27.548	61.1882	78.7492	91.125	64.4765	47.1805	96.2192	102.195	90.449	28.865	26.4605
EREG	1	1	1	1	1	1	1	1	1	1	1	1	5.82366
ERG	1.52224	2.92559	7.62247	1	1.35951	1.07453	1	1	1	1	1	2.21	1.75777
ERI3-IT1	1	1	1.35027	1.51588	1	1	1.04284	1.2494	1.22146	1.6851	1	4.61426	1.47398
ETV5	45.7839	1	2.13798	19.8661	50.0038	46.4652	21.3556	19.7802	18.9073	17.8199	16.9327	2.7266	1.8571
EVPL	1	16.3635	9.41019	1	1	1	1	1	1	1	1	22.4723	19.5548
EWSR1	90.7647	101.929	70.6411	129.143	92.19	91.2112	146.283	137.179	139.859	125.218	136.752	55.7207	63.5617
EXOC1	21.8856	17.0327	9.60227	30.1896	24.622	27.2086	28.255	23.2991	18.1662	19.4295	18.0398	14.7616	16.2809
F3	4.34771	12.6533	20.5334	11.2151	3.3553	2.99258	10.4084	10.5111	3.70259	3.41562	4.38651	14.6549	21.8708
FAF2	29.3909	7.52496	18.617	50.2444	28.4663	32.2701	51.7219	39.6966	28.0962	27.7776	27.9995	19.0342	22.1269
FAM111A	4.69732	16.5043	16.2547	5.71903	3.8928	4.40198	5.1447	4.9409	15.8828	18.0349	15.588	21.2731	28.6251
FAM115A	8.83933	2.19942	3.8997	7.15761	9.58995	9.81202	6.6637	6.97002	3.91068	4.38778	3.98658	4.08381	5.7352
FAM138D	1	1	1	1	1	1	1	1	1	1	1	1	1
FAM154B	1	1	1	2.28479	1	1	2.50636	1.32827	1	1	1	1	1
FAM175A	46.1034	1.93373	5.46232	17.8037	61.3424	68.4569	15.443	13.9276	21.6668	22.8155	20.6815	7.96613	7.29588
FAM188A	19.7063	11.0945	7.54839	36.4904	21.1404	26.6268	37.0859	26.131	11.5759	10.1374	11.636	15.6763	10.2902
FAM20A	1	1	1.41774	37.5903	1	1	36.883	38.7344	1	1	1	3.61542	7.63171
FAM227B	2.20687	1	1	1.74955	2.1783	3.28123	2.16329	1.49855	1.37945	2.19672	2.35406	1	1
FAM228B	3.46036	2.09779	2.14748	2.78119	3.80797	3.7376	2.1742	3.09887	1.58785	1.88559	1.31792	2.85865	2.29763
FAM229B	5.89956	2.43946	1.32774	2.57439	5.11976	5.53368	2.34019	2.15982	3.16683	2.9574	2.92568	3.86169	1.50306
FAM71F1	1	1	1	3.26726	1	1	4.11479	3.89919	10.8457	12.3972	10.7229	1	1
FANCI	56.7332	1.25759	4.19645	42.3646	60.9499	76.1822	43.7792	33.1146	55.7392	59.4444	55.9681	7.46687	7.21893
FANK1	2.68709	1.10804	1	2.95897	2.99866	2.10646	4.07229	5.10896	1	1	1	2.08632	1.22674
FBL	445.793	119.768	109.94	182.377	503.812	371.736	188.343	206.319	382.999	374.765	448.307	85.8389	91.1967
FCER1G	1.66804	44.5402	46.143	1	1	1	1.8143	1.78171	1	1	1	15.6267	16.6468
FCHSD1	1.82094	10.2837	3.49957	1.50925	1.86714	1.23317	1.88361	3.92521	4.1563	4.02509	3.96897	3.55935	4.34642
FCRLA	1	1	1.54847	1	1	1	1	1	1	1	1	1	1
FER1L6-AS1	1	1	1	1	1	1	1	1	1	1	1	1	1
FGA	1	1	1	1	1	1	1	1	1	1	1	6.32611	13.65
FGF13	24.807	1.86339	10.2392	51.7901	23.9776	25.6304	48.8081	43.5383	22.7202	22.4358	23.4678	21.39	2.20848
FGF13-AS1	1.39949	1	1	10.0969	1.40477	1.59001	10.1706	5.8798	6.51423	5.08063	3.54808	1	1
FGFBP1	1.16965	1.04798	4.3251	1	1.98179	1	1	1	1	1	1	1	1
FGFBP2	1	1.25281	3.85072	1	1	1	1	1	1	1	1	1	1
FGFR2	8.88773	1	2.05797	16.1728	12.8401	8.61959	16.433	18.5792	42.772	43.8306	40.5847	19.9352	10.6348
FIBP	27.9233	84.8583	12.823	21.5827	26.0613	26.5323	23.9547	27.6168	32.4487	30.6554	32.3669	18.8972	21.7612
FIGLA	1	1	1	1	1	1	1	1	1	1	1	1	1
FKBP1A	157.515	100.279	204.988	123.197	158.929	209.6	115.111	87.6348	134.348	135.867	138.672	54.0545	89.5829
FKBP1A-SDCBP2	1	1	1	1	1	1	1	1	1	1	1	1	1
FLJ12825	5.88749	1	1	1	7.84247	11.6787	1	1	1	1	1	1	1
FLJ25758	1	1	1	1	1	1	1	1	1	1	1	1	1
FLJ37201	1	1	1	1	1	1	1	1	1	1	1	1	1
FLRT2	6.10004	1	2.79456	17.2844	4.94809	6.1441	17.2253	14.9457	1.48823	1.78081	1.6543	16.262	4.51982
FOSL1	1.28276	2.47352	4.41594	1	1	1.09302	1	1	4.32886	4.20098	4.44355	1	1
FOXD3	1	1	1	1	1	1	1	1	3.22407	3.1701	3.26073	1.85619	1
FOXN3	11.4252	45.825	15.6617	12.296	13.4086	11.9297	11.7822	11.6753	29.3394	32.461	28.8518	11.1183	14.6035
FOXN3-AS1	1	5.55721	2.44032	1	1	1	1	1	1	1	1	1	1
FRG1B	1	9.8281	5.75506	1	1	1	1	1	1	1	1	7.61661	13.7701
FRY	1	1	2.3139	1.18703	1	1	1.12058	1.38931	1.928	2.19082	1.67572	3.22335	1.17958
FRY-AS1	1	1	1	1	1	1	1	1	1	1	1	1	1
FRZB	3.25145	1.87817	5.39973	83.3378	2.96085	4.11675	85.84	50.2365	3.83692	3.43477	3.94624	21.6038	19.4459
FUBP1	148.314	14.8159	9.53783	107.804	146.952	160.392	106.691	81.4913	129.102	129.773	125.09	41.0792	43.32
FUT5	1	1	1	1	1	1	1	1	1	1	1	1	1
FZD10	54.263	1	1.64632	1	53.9023	51.6305	1	1	1	1	1	1.05828	1
FZD10-AS1	2.09474	1	1	1	1.8403	1.43943	1	1	1	1	1	1.31278	1
GAGE12J	1	1	1	1	1	1	1	1	1	1	1	1	1
GAGE13	1	1	1	1	1	1	1	1	1	1	1	1	1
GAGE2E	1	1	1	1	1	1	1	1	1	1	1	1	1
GAGE8	1	1	1	1	1	1	1	1	1	1	1	1	1
GALC	25.5227	17.9807	19.1477	22.5004	21.554	24.0194	21.7626	19.0835	6.74974	7.63312	6.01119	30.0713	57.6587
GALK2	6.9408	16.7042	11.2383	4.74914	6.87626	7.73004	3.69872	3.50759	4.97127	5.41046	5.49197	5.61484	7.22974
GALNT5	1	1	4.18462	1	1	1	1	1	1	1	1	24.6079	15.9196
GANAB	201.073	45.1917	107.946	195.005	250.729	214.76	218.002	231.404	156.465	153.464	148.489	95.2178	137.758
GANC	1.54015	3.83846	1.99752	1.88161	1.8504	2.12257	2.38574	2.03135	2.84264	2.7245	2.45984	4.16337	4.32608
GAS2	1.03184	1.98694	1	1	1.54217	1.26388	1	1	1	1	1	3.25227	2.08584
GATA6	2.44801	28.2683	23.8392	138.06	1	1	128.864	98.0122	1	1	1	32.4324	57.2931
GATA6-AS1	1	9.90127	5.41651	41.7126	1	1	37.4815	43.0171	1	1	1	10.4833	23.3507
GATM	8.54919	122.301	34.8715	61.4174	6.78627	8.35529	51.1925	55.1591	12.5001	13.3908	12.5389	21.2789	25.3794
GATS	7.62184	5.49243	3.13053	44.2606	6.11306	5.87383	40.195	40.3243	6.12492	6.0764	4.69459	14.1947	8.61427
GBX2	7.83518	1.06948	1	1	4.64161	4.9077	1	1	1	1	1	1	1
GCGR	1	4.56309	1	1	1	1	1	1	1	1	1	1.54102	1
GDAP2	5.70293	3.79908	2.26769	5.50096	6.08852	6.59794	5.77142	3.72632	5.54357	6.35445	5.14258	4.28363	5.99542
GDF11	24.8319	1.95294	2.62178	9.36841	23.5368	25.6867	9.50472	9.31628	6.40816	6.45698	6.26768	4.30185	2.36895
GDI2	305.552	258.514	154.24	353.289	310.521	386.877	341.174	237.437	275.991	285.043	285.774	96.1885	152.515
GDNF	8.71827	1	1	1.5574	9.80859	7.65957	1.29494	1.27777	1	1	1	6.85446	1.07392
GGT6	1	25.4052	57.4222	1	1	1	1	1	1	1	1	1.64958	2.13293
GHR	2.85439	1.16983	1.82281	1	3.26121	2.69973	1.23324	1	1	1	1	5.65638	7.90118
GHRHR	1	1	1	1	1	1	1	1	1	1	1	1	1
GJB2	1	7.35788	16.6953	1	1	1	1	1	1	1	1	8.3025	1.72273
GJC1	27.9779	1	2.13915	21.3823	31.0424	32.6222	21.2564	21.5809	39.2119	42.1332	40.4603	4.72429	1.44211
GLIDR	1	1	1	1	1	1	1	1	1	1	1	1	1
GLOD4	88.1551	107.841	51.7507	53.0154	88.7715	95.9386	61.0088	46.2559	55.7708	52.6902	60.3369	36.6382	57.7701
GLRX3	72.0943	30.8189	19.2068	85.6064	65.0581	93.7842	79.0046	58.4855	82.5106	76.4946	82.8903	16.571	18.0825
GLYCTK	1	70.9653	60.3127	1	1	1	1	1.06521	1	1	1	24.5424	53.6033
GMNC	1	1	1	1	1	1	1	1	1	1	1	1	1
GNG12	35.8959	156.588	54.8296	6.86283	34.116	45.4277	7.45848	6.81269	23.5035	25.4809	22.6413	56.9049	54.1516
GNG12-AS1	1	1	1	1	1	1	1	1	1	1	1	1	1
GOLGA5	19.4984	26.9966	14.1811	31.8981	18.2663	23.2021	31.3141	25.9545	26.16	24.9218	24.9195	17.7715	19.3467
GOLPH3L	15.2304	16.2155	13.5939	31.1695	15.1885	17.663	27.7937	25.0151	19.0766	19.7737	20.5494	18.0185	14.4116
GOT2	83.9942	37.8978	67.6341	64.1032	91.4194	105.389	69.626	61.687	130.18	124.048	133.062	24.8093	23.1663
GP9	1	1	1	1	1	1	1	1	1	1	1	1	1
GPAM	9.526	1.16559	13.9678	8.42089	10.2537	12.0095	10.5931	7.5984	8.13427	8.20657	7.76142	7.38842	9.68287
GPC6-AS2	1	1	1	1	1	1	1	1	1	1	1	1	1
GPHB5	1	1	1	1	1	1	1	1	1	1	1	1	1
GPR133	1	1	4.64008	1	1	1	1	1	1	1	1	2.55514	22.653
GPR137B	10.3132	5.24634	3.74235	1	10.8309	13.2496	1	1	5.20176	5.80658	4.77944	3.63198	4.60067
GPR37	1.00763	1	1	14.4098	1	1	12.9416	12.8288	2.2392	2.23754	2.2881	1.21788	1
GPR39	1	4.13835	6.40284	2.65171	1	1	2.54241	3.87928	1	1	1	5.9455	6.63159
GRAMD3	2.01174	12.0781	8.52988	4.21287	2.79026	2.02782	4.60154	3.75288	9.50463	9.28071	9.26033	12.6707	14.857
GRAP2	1	1	1	1	1	1	1	1	1	1	1	1	1
GRIA3	2.69345	1	1	1.99014	2.13862	2.39562	1.15654	1	1.73321	1.91282	1.95553	1	1
GRPEL2	18.5191	4.62107	13.3048	16.1092	19.9195	21.9457	15.5594	13.3856	23.3183	23.3242	23.371	7.83946	8.26214
GTF2A1	23.2703	7.7235	8.70346	32.0338	24.4679	30.579	32.1212	25.388	24.7652	26.6693	26.0606	9.35887	9.82146
GTF2H5	4.71459	3.62634	3.0672	5.78377	4.96076	6.33144	5.42114	3.91679	3.00853	2.91465	3.35171	2.556	1.65596
GTF3C5	24.7257	23.4624	27.4728	16.867	31.094	16.9144	13.3664	27.7646	22.9782	20.0015	23.1943	20.2191	21.6012
GUCY2F	1	1	1	1	1	1	1	1	1	1	1	1	1
GYPC	33.0227	46.5841	32.0816	6.8788	31.4578	21.0537	6.94881	9.76953	9.17891	8.42192	10.4292	10.8294	5.34257
H2BFXP	1	1	1	1.06963	1	1	1	1	1	1	1	1	1
HAND1	2.4867	1	1	1	3.96435	1.07574	1	1	1	1	1	4.00618	1
HARS	36.177	38.8633	21.2547	28.7094	35.9853	35.423	31.926	27.1193	34.7416	32.4577	34.5953	19.6851	19.0275
HARS2	16.9459	18.2735	15.569	23.0726	16.7064	20.3008	22.6045	19.614	19.2141	16.7284	17.3454	14.2004	14.9725
HBS1L	21.8303	5.52066	5.46508	27.6881	23.1837	27.6039	26.3713	21.2838	24.1252	24.9365	24.7021	7.08895	6.97662
HDAC3	59.6301	40.8603	17.9367	48.1268	61.7992	65.3147	49.2478	47.4551	72.3946	67.3617	71.8676	18.9137	22.132
HDAC9	3.1205	1	1.93832	1	1.10486	1.41714	1	1	9.14155	9.44744	7.97819	4.6784	1
HDC	1.51651	1	1	1	1	1.23066	1	1	1	1	1	1	1
HEPH	29.795	105.876	27.4445	32.836	38.7049	30.478	30.8969	35.3527	30.6004	28.5548	27.657	96.698	122.474
HES1	19.8888	9.61399	35.0333	5.4957	18.9383	17.7824	4.96526	4.88716	5.91099	5.80418	5.85526	45.6754	30.0991
HHEX	1	3.10374	6.54013	63.5566	1	1	49.5695	40.3121	1	1	1	3.53336	2.60912
HIGD1A	39.8188	107.995	63.3539	137.418	40.5179	49.0303	130.736	78.63	36.0232	35.1946	39.8503	14.6114	20.3889
HIST1H2AB	1	1	1	1	1	1	1	1	1	1	1	1	1
HIST1H2AG	1.59685	1	12.2594	1	1.59108	1	1	1	1	1	1	1.9305	2.52605
HIST1H2AH	1.48299	1	11.8567	1	1.12581	1	1	1	1	1	1	1	1
HIST1H2BB	1	1	4.86632	1	1	1	1	1	1	1	1	1	1
HIST1H2BJ	1.69484	1	10.2758	1	3.00217	1	1	1.13146	1	1	1.71417	1.46313	2.8414
HIST1H2BK	7.76312	94.0091	54.2701	10.8788	4.25633	5.43362	11.4259	8.19342	8.9477	8.54585	8.67421	14.4019	58.2152
HIST1H3B	5.0363	1	16.3622	1	4.2666	1.11949	1	1	1	1	1	1	1
HIST1H3C	1	1	6.89335	1	1	1	1	1	1	1	1	1	1
HIST1H4I	1	1	13.5252	1	1	1	1	1	1	1	1	1	1.3282
HIST3H3	1	1	1	1	1	1	1	1	1	1	1	1	1
HLA-DRA	1.03339	625.807	319.189	1	2.21588	1.43667	1	1	4.25318	4.02347	3.43259	102.367	186.917
HMGB4	1	1	1	1	1	1	1	1	1	1	1	1	1
HMGXB4	26.7553	7.6409	8.28998	25.706	27.0548	31.0644	25.8025	21.7001	24.9875	25.9989	24.6031	7.24424	7.03904
HNRNPA3	95.4546	23.9994	47.529	89.1135	104.103	117.055	86.5094	63.4352	81.7457	84.323	86.6993	31.729	37.7401
HNRNPC	197.512	99.8687	159.22	166.272	202.238	236.12	174.06	129.448	190.141	187.622	201.507	32.5359	70.7837
HNRNPH3	278.806	91.515	48.8282	194.537	288.492	315.678	189.213	140.416	225.283	230.747	257.161	67.9666	70.5827
HOTAIRM1	20.3302	10.6876	7.67047	1	27.928	41.5655	1	1	1	1	1	7.67786	6.59697
HOXA-AS3	69.5055	1	1	1	83.238	94.1866	1	1	1	1	1	3.0414	2.70679
HOXA1	18.179	1	1	1	25.2609	37.1304	1	1	1	1	1	1.12287	1.83339
HOXA10-AS	1	1	1	1	1.04663	1	1	1	1	1	1	6.78646	6.13048
HOXA3	10.921	1	3.00847	1	12.1313	15.337	1	1	1	1	1	14.1576	13.486
HOXA4	5.12156	1	4.79702	1	10.334	6.85773	1	1	1	1	1	8.49216	5.63625
HOXA5	31.9886	1.66158	7.95097	1	40.1721	32.2473	1	1	1	1	1	40.8365	24.3631
HOXA6	1.96563	1	1	1	4.27439	1.23645	1	1	1	1	1	14.4359	17.5455
HOXA7	26.0529	1.99688	1	1	33.3911	41.079	1	1	1	1	1	3.11073	5.35311
HOXA9	48.7907	1	1	1	63.6202	80.6448	1	1	1	1	1	22.8326	28.7769
HOXB-AS1	2.65079	1	1	1	3.05535	2.41534	1	1	1	1	1	1	1
HOXB-AS3	824.61	1	8.47224	1	1318.41	1189.37	1	1	1	1	1	36.2291	6.00785
HOXB2	27.6639	8.63718	10.0863	1	31.9744	37.2717	1	1	1	1	1	13.2739	3.30453
HOXB3	40.847	1	5.77871	1	54.1108	53.0871	1	1	1	1	1	22.7065	5.88151
HOXB4	14.9523	1	6.82744	1	21.5979	18.9196	1	1	1	1	1	8.23439	2.21732
HOXB5	4.10114	1	7.33562	1	4.59716	4.6699	1	1	1	1	1	48.0447	6.19196
HOXB6	10.3302	1	7.55959	1	6.48889	5.71756	1	1	1	1	1	26.2899	6.89141
HOXB7	22.7774	1.0407	3.83813	1	18.9657	27.1545	1	1	1	1	1	13.3754	7.84485
HOXB8	26.3526	1	1	1	27.8987	29.188	1	1	1	1	1	4.8016	1.09291
HOXB9	191.554	1	1	1	229.899	241.474	1	1	1	1	1	19.5246	8.04972
HOXC-AS1	15.8653	1	1	1	22.6637	11.0474	1	1	1	1	1	1	1
HOXC-AS2	4.69473	1	1	1	7.79628	3.00024	1	1	1	1	1	1	1
HOXC-AS3	2.8558	1	1	1	2.21315	1.82504	1	1	1	1	1	1	1
HOXC10	65.8088	1	1	1	75.4629	74.168	1	1	1	1	1	1.80903	1
HOXC4	58.2112	1	1.08738	1	71.5542	86.4701	1	1	1	1	1	4.89202	2.90923
HOXC5	5.2593	1	1.0541	1	5.57776	6.13611	1	1	1	1	1	1.57363	1.89259
HOXC6	110.152	1.6344	2.00902	1	144.771	125.073	1	1	1	1	1	4.41016	5.58233
HOXC8	34.4683	1	1	1	46.9639	48.2301	1	1	1	1	1	1	1.69709
HOXC9	15.714	1	1	1	20.9152	26.2931	1	1	1	1	1	1	1.64715
HOXD-AS2	1	1	1.10231	1	1	1	1	1	1	1	1	3.49582	2.58071
HOXD10	7.66588	1	1	1	4.19064	5.12558	1	1	1	1	1	4.93488	1
HOXD4	27.8382	1	1.55681	1	27.5591	28.0708	1	1	1	1	1	17.9573	10.7241
HOXD8	14.9214	1	4.52944	1	16.4095	21.9799	1	1	1	1	1	9.62755	3.17677
HOXD9	17.2114	1	1.82662	1	18.0265	17.6998	1	1	1	1	1	3.97091	1
HPCAL1	1	113.602	76.435	1	1.05353	1	1	1.83496	1.02534	1.08637	1.39016	34.5866	41.742
HSCB	10.0244	13.7181	9.75877	13.7385	9.70152	11.766	10.1492	8.22563	11.0625	10.163	9.61499	7.40726	12.2812
HTN1	1	1	1	1	1	1	1	1	1	1	1	1	1
HYPM	1.18554	1	1	1	1	1	1	1	1	1	1	1	1
IARS	122.159	9.20028	20.9181	118.922	124.556	149.933	124.031	92.7192	166.056	172.181	159.896	22.1978	23.1935
IFI30	2.84882	94.2693	110.092	3.24525	5.74013	2.54881	3.50315	6.16199	12.73	11.0494	11.5829	102.159	299.049
IFIT1B	1	1	1	1	1	1	1	1	1	1	1	1	1
IFIT3	1	20.3089	17.4536	1	1	1	1	1	1	1	1	5.42829	9.38203
IFNA6	1	1	1	1	1	1	1	1	1	1	1	1	1
IFNB1	1	1	1	1	1	1	1	1	1	1	1	1	1
IFT74	26.4033	5.01313	3.20753	21.1247	26.8835	36.3172	21.6348	18.0105	20.6527	20.9933	19.4055	13.0427	11.7967
IGHMBP2	2.25356	9.93582	6.30208	1.78275	2.16225	1.60019	1.41471	3.35995	1.96681	1.73655	1.89938	5.23397	4.90663
IGSF21	1	1	1	1	1	1	1	1	3.76781	4.01977	4.66657	1	1
IGSF23	1	44.866	5.16364	1	1	1	1	1	1	1	1	1.55399	3.63886
IL13RA2	1	1	1	1	1	1	1	1	1	1	1	1	1
IL17D	1.59377	3.63937	1.59763	1.07588	1.4743	2.29356	1.17708	1	1	1	1	2.4072	2.78666
IL34	1	8.51869	1.08786	1	1	1	1	1.4484	1	1	1	6.99035	12.3439
IL5	1	1	1	1	1	1	1	1	1	1	1	1	1
IMPG2	1	1	1	1	1	1	1	1	1	1	1	1	1
ING3	16.5636	7.71409	6.75904	17.2076	15.5085	20.719	18.9847	11.7275	16.9384	16.8939	20.3987	9.72234	10.4256
INPP5F	70.0644	3.24859	5.98469	119.543	73.3921	89.5239	115.554	88.4683	97.2266	99.2874	95.9551	15.6107	6.99385
INTS5	4.60958	8.19708	14.357	2.09752	4.8755	3.22985	2.40559	5.412	5.16012	4.38379	5.39422	8.96021	9.05124
INTS6	7.06279	7.01128	4.5645	15.6206	6.63308	7.6985	15.1784	10.6274	12.0642	12.7608	11.7092	5.99614	6.08568
INTS6-AS1	1.00661	1	1.83858	1	1	1	1	1	1.21822	1	1.79184	2.92756	4.16531
IPMK	5.76076	11.7458	4.83496	18.1537	6.0665	7.32926	16.3561	10.8053	3.98072	4.64761	4.13258	5.92109	8.81213
IPO5P1	11.1582	1	2.39812	14.0636	9.46625	10.8772	13.7637	12.3584	8.59658	9.33016	8.26176	7.04848	4.76328
IRS2	3.31699	8.65787	4.35798	5.87121	2.89188	3.40047	5.40861	4.41956	4.38259	4.81026	5.1161	10.4727	10.0477
IRS4	1.03743	1	1	1	1.61148	1.98555	1	1	2.82305	2.68933	2.0404	1	1
IRX6	1	1	1	1	1	1	1	1	1	1	1	1	1
ISPD-AS1	1	1	1	1	1	1	1	1	1	1	1	1	1
ITGAM	1	1	2.16078	1	1	1	1	1	1	1	1	1	1
ITGB1	145.952	22.8423	48.3622	187.672	152.218	171.538	210.643	149.821	117.613	118.278	108.948	79.5599	61.6587
JAKMIP3	1	1	1	1	1	1	1	1	1.10415	1.06508	1.00501	1	1
KANSL1L	4.92975	1.12947	1.74456	14.3528	5.3296	5.91644	13.1409	10.0321	6.47091	6.52792	6.00253	6.98247	6.03476
KCND2	1	1	1	1	1	1	1	1	5.79463	6.13666	5.53633	1.4451	1
KCNJ13	1	7.20956	22.6323	1	1	1	1	1	1	1	1	1.14803	18.7615
KCNJ15	1	1	1	1	1	1	1	1	1	1	1	1	1
KCNJ8	4.48541	1.10231	4.98373	1	4.85278	5.58417	1	1	1	1	1	5.51491	1.0461
KCNK1	1.67932	49.8722	19.0811	21.4644	1.99197	2.32525	19.1753	18.4821	8.7659	9.02754	8.8078	6.21936	4.03374
KCTD13	2.09026	7.14057	9.6789	2.45769	1.5397	1	1.58929	4.38533	1.60004	1.70359	1.49796	6.38238	7.96809
KCTD16	1	1	1	1	1	1	1	1	1	1	1	1	1.4449
KCTD9	6.62677	12.7884	12.1834	12.233	7.69009	10.4485	9.8833	8.13717	7.63878	8.18542	7.38187	4.15205	7.37426
KDM8	2.01919	37.1791	4.89583	1.57277	1.8342	1.19114	1.61745	2.1568	1.83155	2.02141	2.0527	2.96995	5.66866
KERA	1	1	1	1	1	1	1	1	1	1	1	1	1
KIAA0196	26.6245	13.0459	5.77903	25.1479	28.6328	36.1063	27.1809	22.2351	29.6271	31.526	28.1959	12.7377	15.2512
KIAA1217	6.57972	10.094	7.99838	2.40394	8.99877	6.52479	2.95468	3.32555	7.67463	8.3464	7.08931	18.8542	25.9802
KIAA1715	18.7742	2.59128	6.27383	8.43527	19.0954	22.8583	7.80032	5.88419	3.28136	3.45885	3.27039	10.5678	8.47397
KIF20B	23.8823	1.56792	3.68142	29.2305	27.8739	35.5696	25.8402	21.449	33.8595	36.8922	32.324	4.03544	4.39796
KIF27	2.3161	1	1	2.00222	2.75423	2.77808	2.70101	2.4739	1.5111	1.45201	1.15593	1.48558	2.0053
KIFAP3	17.4934	11.7568	6.27173	8.54314	14.6528	15.752	9.73541	6.60456	2.42353	1.92831	2.213	14.2013	9.38734
KLHDC2	34.3985	85.0917	12.5617	43.5391	30.4659	40.454	46.362	34.0035	35.4332	35.5305	35.1242	45.578	51.6441
KLHDC8A	1.77541	1	1.0927	1	1	1	1	1	1	1	1	3.70874	1
KLRK1	1	8.71885	2.37318	1	1	1	1	1	1	1	1	1	1.06051
KMT2A	8.57316	1.90358	5.14726	13.2225	7.98252	8.28804	15.2739	13.508	13.9536	15.1741	11.235	12.9074	9.83442
KNG1	1	1	1	1	1	1	1	1	1	1	1	1	6.27219
KRAS	34.4277	8.76474	13.3712	70.0094	34.6037	43.4503	64.7898	53.8478	45.103	50.466	46.5129	13.1386	15.3204
KRT2	1	1.08978	1.3394	1	1	1	1	1	1	1	1	1	1
KRT20	1	751.236	233.728	1	1	1	1	1	1	1	1	33.4041	35.9606
KRT32	1	1	1	1	1	1	1	1	1	1	1	1	1
KRT71	1	1	1	1	1	1	1	1	1	1	1	1	1
KRT8	84.5711	1865.61	1776.17	90.0063	99.2602	46.4874	114.398	166.813	25.6589	22.0554	24.5408	243.554	569.671
KRTAP13-1	1	1	1	1	1	1	1	1	1	1	1	1	1
KRTAP19-6	1	1	1	1	1	1	1	1	1	1	1	1	1
KRTAP23-1	1	1	1	1	1	1	1	1	1	1	1	1	1
L1CAM	2.12734	1	10.0384	10.26	1.31026	1	12.5152	20.0333	3.55117	2.90174	3.0271	24.7806	1
LAMB2P1	1	1	1	1	1.12571	1	1	1	1	1	1	1	1
LAMB3	1	61.1745	20.4598	1	1	1	1	1	1	1	1	70.1669	108.194
LCE3E	1	1	1	1	1	1	1	1	1	1	1	1	1
LDHAL6A	1	1	1	1	1	1	1	1	1	1	1	1	1
LECT2	1	1	1	1	1	1	1	1	1	1	1	1	1
LEP	1	1	1	1	1	1	1	1	1	1	1	1	1
LETM1	4.18552	13.4761	19.8081	4.1958	4.28037	3.61397	3.93202	6.09213	7.00324	7.10993	7.30603	7.19545	8.36464
LEUTX	1	1	1	1	1	1	1	1	1	1	1	1	1
LGALSL	13.9143	30.5235	6.02855	13.255	16.5558	14.2164	11.1976	10.364	16.3162	16.6594	15.885	9.02521	12.0488
LGR4	17.7933	8.09764	17.8113	40.1896	19.9231	18.3643	45.1117	29.41	43.085	46.1522	42.9838	51.1986	35.4159
LILRA5	1	2.15046	6.64737	1	1	1	1	1	1	1	1	1	1
