chrome	start	end	peak	refseqID	Gene_Symbol	distance	score
chr15	73947063	73947064	MACS_peak_4431	NM_001161363	NPTN	21310	0.0353897399302
chr21	9827464	9827465	MACS_peak_7434	NR_128714	MIR3687-2	1262	0.512596308466
chr7	107204817	107204818	MACS_peak_12303	NM_001270419	DUS4L	416	0.573804423308
chr7	23763903	23763904	MACS_peak_11897	NM_001260504	STK31	13959	0.0943069868838
chr11	62609227	62609228	MACS_peak_2115	NM_002394	SLC3A2	-14256	0.0906454079488
chr17	56442883	56442884	MACS_peak_5113	NR_038418	BZRAP1-AS1	28321	0.0138962906616
chr9	114367144	114367145	MACS_peak_13868	NM_004125	DNAJC25-GNG10	-26487	0.0177459137647
chr13	46627162	46627163	MACS_peak_3287	NR_046226	CPB2-AS1	180	0.592147215607
chr12	89746533	89746534	MACS_peak_2943	NM_001946	DUSP6	-103	0.598257908235
chr1	160312402	160312403	MACS_peak_671	NM_001098398	COPA	-952	0.534227589457
chr16	3696379	3696380	MACS_peak_4571	NM_005223	DNASE1	-6560	0.252923889718
chr3	170092545	170092546	MACS_peak_8600	NM_001248008	SKIL	15135	0.0806206869896
chr11	59500382	59500383	MACS_peak_2098	NM_004177	STX3	-22149	0.0316442127061
chr16	86306150	86306151	MACS_peak_4876	NR_104139	LINC01081	-13703	0.0975815669452
chr4	154126239	154126240	MACS_peak_9627	NM_015271	TRIM2	674	0.554401199967
chr14	101308554	101308555	MACS_peak_4137	NR_046466	MEG3	16110	0.0707926568832
chr1	154946837	154946838	MACS_peak_650	NM_001130040	SHC1	3614	0.374611171602
chr4	124339876	124339877	MACS_peak_9445	NM_199327	SPRY1	21927	0.0325948818957
chr22	29180183	29180184	MACS_peak_7674	NM_001079539	XBP1	-16377	0.0683167705559
chr1	27126704	27126705	MACS_peak_85	NM_017837	PIGV	12251	0.118426037823
chr1	145281990	145281991	MACS_peak_618	NM_001302371	NBPF10	-11380	0.13300968507
chr1	92560275	92560276	MACS_peak_413	NM_001287737	SETSIP	19246	0.0466009974612
chr2	200820528	200820529	MACS_peak_6936	NM_024520	C2orf47	489	0.568246486095
chr14	101308554	101308555	MACS_peak_4137	NR_033359	MEG3	16110	0.0707926568832
chr19	47660700	47660701	MACS_peak_5799	NM_001145714	SAE1	26621	0.0174316690509
chr2	42596905	42596906	MACS_peak_6031	NM_004718	COX7A2L	8549	0.194005908021
chr14	23637748	23637749	MACS_peak_3702	NM_182728	SLC7A8	14089	0.0926864179493
chr19	47660700	47660701	MACS_peak_5799	NR_027280	SAE1	26586	0.0175132069469
chr1	162759053	162759054	MACS_peak_681	NM_001304512	HSD17B7	-1438	0.50070742359
chr15	102182271	102182272	MACS_peak_4563	NM_078474	TM2D3	-10323	0.153140420109
chr14	23637748	23637749	MACS_peak_3702	NM_001267036	SLC7A8	13081	0.106019384035
chr1	149577783	149577784	MACS_peak_636	NR_111956	LOC103091866	1522	0.4951307879
chr3	4362436	4362437	MACS_peak_7758	NR_075073	SETMAR	17449	0.059217786574
chr9	114367144	114367145	MACS_peak_13868	NR_037148	DNAJC25	-26487	0.0177459137647
chr1	113477165	113477166	MACS_peak_542	NM_003051	SLC16A1	-21810	0.0331073489031
chr3	99691831	99691832	MACS_peak_8250	NR_037486	MIR3921	8589	0.192973964141
chr11	57554688	57554689	MACS_peak_2085	NM_001206886	CTNND1	25455	0.0203637279987
chr11	58696329	58696330	MACS_peak_2092	NM_001220496	GLYATL1	-14392	0.0890165177892
chr5	147446634	147446635	MACS_peak_10671	NM_006846	SPINK5	3100	0.401184710383
chr1	163268374	163268375	MACS_peak_683	NR_045630	RGS5	-23207	0.027480828396
chr19	47660700	47660701	MACS_peak_5799	NM_001145713	SAE1	26621	0.0174316690509
chr3	32884359	32884360	MACS_peak_7909	NM_001039111	TRIM71	24850	0.0220744746027
chr1	163268374	163268375	MACS_peak_683	NM_031423	NUF2	-23348	0.0269690149432
chr14	101308554	101308555	MACS_peak_4137	NR_003530	MEG3	16110	0.0707926568832
chr16	52121679	52121680	MACS_peak_4715	NM_001242473	C16orf97	13832	0.0959175158573
chr2	233637080	233637081	MACS_peak_7129	NM_001172417	KCNJ13	-4195	0.346686857878
chr1	154946837	154946838	MACS_peak_650	NM_001202859	SHC1	-122	0.596744239658
chr4	138464619	138464620	MACS_peak_9539	NM_001300828	PCDH18	10967	0.14053950341
chr1	149577783	149577784	MACS_peak_636	NR_111950	LINC00869	1623	0.488507722024
chr5	68486184	68486185	MACS_peak_10205	NM_022909	CENPH	810	0.544438658239
chr2	171571774	171571775	MACS_peak_6741	NM_001003845	SP5	-82	0.59993537774
chr1	236666632	236666633	MACS_peak_1056	NM_201545	LGALS8	-14881	0.0833978012951
chr1	32410082	32410083	MACS_peak_96	NM_001195101	PTP4A2	24823	0.0221540859257
chr6	155522985	155522986	MACS_peak_11706	NM_001010927	TIAM2	-15111	0.0808790864065
chr1	113477165	113477166	MACS_peak_542	NM_001166496	SLC16A1	-21520	0.0344125714122
chr11	57554688	57554689	MACS_peak_2085	NM_001085460	CTNND1	25455	0.0203637279987
chr2	114461332	114461333	MACS_peak_6408	NR_039943	MIR4782	-17613	0.0579369458685
chr2	114466721	114466722	MACS_peak_6409	NR_039943	MIR4782	-12224	0.118853139881
chr11	114187101	114187102	MACS_peak_2354	NM_006169	NNMT	20567	0.0390752241352
chr1	215740389	215740390	MACS_peak_947	NM_016121	KCTD3	-345	0.579262231381
chr11	57554688	57554689	MACS_peak_2085	NM_001206885	CTNND1	25455	0.0203637279987
chr6	113964078	113964079	MACS_peak_11449	NR_125844	LOC101927686	-7199	0.232267241631
chr6	113964330	113964331	MACS_peak_11450	NR_125844	LOC101927686	-6947	0.240204012015
chr4	173647356	173647357	MACS_peak_9760	NR_125894	LOC101928314	-673	0.554475125055
chr1	156154131	156154132	MACS_peak_653	NR_104412	SLC25A44	-9591	0.168840634513
chr11	57554688	57554689	MACS_peak_2085	NM_001085469	CTNND1	25455	0.0203637279987
chr9	114367144	114367145	MACS_peak_13868	NM_001015882	DNAJC25	-26487	0.0177459137647
chr9	84332661	84332662	MACS_peak_13721	NR_109772	LOC101927502	28034	0.0144383608476
chr16	52121679	52121680	MACS_peak_4715	NR_104655	LOC102467079	2487	0.435352165309
chr3	4362436	4362437	MACS_peak_7758	NR_024022	SETMAR	17140	0.061708516097
chr14	21250623	21250624	MACS_peak_3691	NM_002933	RNASE1	-20413	0.039885862813
chr18	28977357	28977358	MACS_peak_5412	NM_001134453	DSG4	20618	0.0388104139859
chr18	28979854	28979855	MACS_peak_5413	NM_001134453	DSG4	23115	0.027820002573
chr2	220143636	220143637	MACS_peak_7061	NM_001039550	DNAJB2	-403	0.574799880122
chr8	94956365	94956366	MACS_peak_13099	NM_001161781	PDP1	27087	0.0163815430778
chr13	46255817	46255818	MACS_peak_3285	NM_001286341	SPERT	-20621	0.0387948929248
chr1	47119361	47119362	MACS_peak_150	NM_022745	ATPAF1	-14738	0.0850031753044
chr7	22882473	22882474	MACS_peak_11889	NM_019059	TOMM7	20002	0.0421326066493
chr11	59500382	59500383	MACS_peak_2098	NM_001005324	OR10V1	19064	0.0477456809877
chr14	101308554	101308555	MACS_peak_4137	NR_002766	MEG3	16110	0.0707926568832
chr14	101308554	101308555	MACS_peak_4137	NR_033358	MEG3	16110	0.0707926568832
chr6	111137645	111137646	MACS_peak_11429	NM_001287215	AMD1	1822	0.475716432013
chr1	206554614	206554615	MACS_peak_906	NR_120535	SRGAP2D	-2752	0.420238306017
chr17	56442883	56442884	MACS_peak_5113	NR_038416	BZRAP1-AS1	28321	0.0138962906616
chr3	111809572	111809573	MACS_peak_8326	NM_024616	C3orf52	4391	0.337744135183
chr14	32800265	32800266	MACS_peak_3758	NM_004274	AKAP6	1787	0.47794163012
chr12	13025624	13025625	MACS_peak_2516	NR_003932	RPL13AP20	-2786	0.418337537361
chr3	98427687	98427688	MACS_peak_8236	NM_001271145	ST3GAL6	-23860	0.0251893666126
chr3	98453016	98453017	MACS_peak_8237	NM_001271145	ST3GAL6	1469	0.498642104173
chr1	163268374	163268375	MACS_peak_683	NM_145697	NUF2	-23348	0.0269690149432
chr2	114631883	114631884	MACS_peak_6412	NR_110174	LOC101060091	-16686	0.0655593132696
chr13	46627162	46627163	MACS_peak_3287	NR_046227	CPB2-AS1	180	0.592147215607
chr7	39673684	39673685	MACS_peak_12003	NM_005402	RALA	10533	0.148911963001
chr3	46470958	46470959	MACS_peak_7974	NM_003965	CCRL2	22238	0.0312709206288
chr12	11325065	11325066	MACS_peak_2503	NM_181429	TAS2R42	-14478	0.0880016248913
chr18	13806418	13806419	MACS_peak_5308	NM_005913	MC5R	-19124	0.0473652393354
chr1	160312402	160312403	MACS_peak_671	NM_001290184	NCSTN	-660	0.555437048698
chr1	47254417	47254418	MACS_peak_152	NM_000779	CYP4B1	-10252	0.154597033176
chr7	123284056	123284057	MACS_peak_12409	NR_111922	LOC102724555	19045	0.0478667900529
chr9	133342693	133342694	MACS_peak_13962	NM_000050	ASS1	22600	0.029797423965
chr18	61119623	61119624	MACS_peak_5584	NM_002639	SERPINB5	-24520	0.0230674364532
chr8	86750960	86750961	MACS_peak_13040	NR_003594	REXO1L2P	2434	0.438439549854
chr1	156154131	156154132	MACS_peak_653	NM_014655	SLC25A44	-9591	0.168840634513
chr11	62609227	62609228	MACS_peak_2115	NM_001012662	SLC3A2	-14256	0.0906454079488
chr2	220143636	220143637	MACS_peak_7061	NR_003063	TUBA4B	25672	0.0197829794772
chrX	23824967	23824968	MACS_peak_14097	NR_027783	SAT1	23693	0.0257565409497
chr3	46470958	46470959	MACS_peak_7974	NM_001130910	CCRL2	21910	0.0326688474239
chr12	108152748	108152749	MACS_peak_3043	NM_012406	PRDM4	-2166	0.454389735936
chr11	57554688	57554689	MACS_peak_2085	NM_001085462	CTNND1	25455	0.0203637279987
chr11	59500382	59500383	MACS_peak_2098	NM_001178040	STX3	-22149	0.0316442127061
chr11	125037594	125037595	MACS_peak_2404	NM_022062	PKNOX2	3036	0.404622801571
chr18	28977357	28977358	MACS_peak_5412	NM_177986	DSG4	20618	0.0388104139859
chr18	28979854	28979855	MACS_peak_5413	NM_177986	DSG4	23115	0.027820002573
chr3	4362436	4362437	MACS_peak_7758	NM_001243723	SETMAR	17449	0.059217786574
chr1	160312402	160312403	MACS_peak_671	NM_001290186	NCSTN	-660	0.555437048698
chr1	47119361	47119362	MACS_peak_150	NM_001300863	TEX38	-18143	0.0539840489069
chr14	21250623	21250624	MACS_peak_3691	NM_022360	EDDM3B	14038	0.0933188333669
chr14	21250623	21250624	MACS_peak_3691	NM_005615	RNASE6	1414	0.502312253704
chr1	32410082	32410083	MACS_peak_96	NM_001195100	PTP4A2	24823	0.0221540859257
chr5	42520487	42520488	MACS_peak_10085	NM_001242402	GHR	-27657	0.015182679613
chr14	101308554	101308555	MACS_peak_4137	NR_033360	MEG3	16110	0.0707926568832
chr13	80934118	80934119	MACS_peak_3489	NM_005842	SPRY2	19032	0.0479498311037
chr22	29180183	29180184	MACS_peak_7674	NM_001284264	CCDC117	11522	0.130515058683
chr11	57554688	57554689	MACS_peak_2085	NM_001085466	CTNND1	25455	0.0203637279987
chr17	56442883	56442884	MACS_peak_5113	NR_073470	SUPT4H1	13284	0.103188279822
chr6	96008668	96008669	MACS_peak_11347	NR_047502	MANEA-AS1	-16659	0.0657957521319
chr2	190424409	190424410	MACS_peak_6873	NM_014585	SLC40A1	-21128	0.0362590357502
chr1	236666632	236666633	MACS_peak_1056	NR_034040	LGALS8-AS1	-21176	0.0360277189248
chr9	90400684	90400685	MACS_peak_13756	NR_027917	CTSL3P	12855	0.109262722358
chr11	57554688	57554689	MACS_peak_2085	NM_001331	CTNND1	25455	0.0203637279987
chr11	57554688	57554689	MACS_peak_2085	NM_001206889	CTNND1	25455	0.0203637279987
chr1	228620764	228620765	MACS_peak_1020	NM_175055	HIST3H2BB	-25043	0.0215136714042
chr1	149577783	149577784	MACS_peak_636	NR_109754	LINC00623	1317	0.508851018385
chr14	88490882	88490883	MACS_peak_4088	NR_110121	LOC101928791	-1774	0.478770780668
chr5	68486184	68486185	MACS_peak_10205	NM_033281	MRPS36	-27388	0.0157371151643
chr22	29180183	29180184	MACS_peak_7674	NM_001284265	CCDC117	11059	0.138826082634
chr14	21250623	21250624	MACS_peak_3691	NM_198234	RNASE1	-20413	0.039885862813
chr2	216731589	216731590	MACS_peak_7046	NR_037195	LINC00607	23330	0.027033818312
chr16	27323102	27323103	MACS_peak_4661	NM_001257997	IL4R	-2127	0.456758716574
chr1	47119361	47119362	MACS_peak_150	NR_038828	EFCAB14-AS1	-20346	0.0402437728052
chr14	23637748	23637749	MACS_peak_3702	NR_049767	SLC7A8	13081	0.106019384035
chr1	47119361	47119362	MACS_peak_150	NM_001300864	TEX38	-18143	0.0539840489069
chr11	57554688	57554689	MACS_peak_2085	NM_001085459	CTNND1	25455	0.0203637279987
chr4	20278731	20278732	MACS_peak_8845	NM_001289135	SLIT2	23545	0.0262698513635
chr1	154946837	154946838	MACS_peak_650	NM_201398	FLAD1	-8932	0.184347386114
chr3	98427687	98427688	MACS_peak_8236	NR_046683	ST3GAL6-AS1	-23808	0.0253646197298
chr3	98453016	98453017	MACS_peak_8237	NR_046683	ST3GAL6-AS1	1521	0.49519680974
chr12	13025624	13025625	MACS_peak_2516	NM_003979	GPRC5A	-18331	0.0526476680288
chr12	53507662	53507663	MACS_peak_2733	NM_002178	IGFBP6	16227	0.0696968608674
chr12	48987110	48987111	MACS_peak_2716	NM_002289	LALBA	23281	0.0272110174786
chr5	42812054	42812055	MACS_peak_10090	NM_001085486	SEPP1	30	0.604109382856
chr1	154946837	154946838	MACS_peak_650	NM_138300	PYGO2	12579	0.113358490463
chr5	63962308	63962309	MACS_peak_10184	NM_001164442	FAM159B	-23826	0.0253038176342
chr2	42283231	42283232	MACS_peak_6028	NM_138370	PKDCC	8071	0.206773077016
chr6	57119476	57119477	MACS_peak_11135	NR_109774	LOC100506188	-8668	0.190951972901
chr6	30731068	30731069	MACS_peak_11015	NM_003897	IER3	18741	0.0498468487109
chr6	30731250	30731251	MACS_peak_11016	NM_003897	IER3	18923	0.0486517905321
chr1	201690388	201690389	MACS_peak_886	NM_001167738	NAV1	-18574	0.0509692212504
chr8	94956365	94956366	MACS_peak_13099	NR_039602	MIR378D2	28018	0.0144691955628
chr18	67899627	67899628	MACS_peak_5623	NM_173630	RTTN	26665	0.017329702653
chr6	32530833	32530834	MACS_peak_11025	NM_002124	HLA-DRB1	-26780	0.0170660073759
chr2	220143636	220143637	MACS_peak_7061	NM_006000	TUBA4A	24968	0.0217298873965
chr11	59187345	59187346	MACS_peak_2096	NM_001001954	OR5A2	-3081	0.402202333428
chr13	71589904	71589905	MACS_peak_3425	NR_047699	LINC00348	632	0.557514555947
chr13	71605144	71605145	MACS_peak_3426	NR_047699	LINC00348	15872	0.073075168169
chr2	109021380	109021381	MACS_peak_6374	NM_006588	SULT1C4	26960	0.0166612991238
chr4	69523303	69523304	MACS_peak_9122	NM_001076	UGT2B15	-13191	0.104475780499
chr1	16993445	16993446	MACS_peak_55	NR_027504	MST1P2	21377	0.0350749995204
chr8	82382204	82382205	MACS_peak_12996	NM_002677	PMP2	22485	0.0302578386242
chr22	26964432	26964433	MACS_peak_7660	NR_031615	MIR548J	13143	0.10514656973
chr10	126488006	126488007	MACS_peak_1790	NM_001304467	METTL10	7496	0.22324919464
chr4	138464619	138464620	MACS_peak_9539	NM_019035	PCDH18	10967	0.14053950341
chr8	12800634	12800635	MACS_peak_12642	NM_020844	KIAA1456	-2548	0.431825661586
chr1	228620764	228620765	MACS_peak_1020	NM_001024940	TRIM17	16181	0.0701256485521
chr12	2365144	2365145	MACS_peak_2461	NR_046769	CACNA1C-IT3	-13797	0.096366176993
chr4	20278731	20278732	MACS_peak_8845	NM_001289136	SLIT2	23545	0.0262698513635
chr9	114367144	114367145	MACS_peak_13868	NM_012212	PTGR1	5433	0.293934007831
chr6	96008668	96008669	MACS_peak_11347	NM_024641	MANEA	-16704	0.0654021595776
chr22	29180183	29180184	MACS_peak_7674	NM_173510	CCDC117	11522	0.130515058683
chr2	109066536	109066537	MACS_peak_6375	NM_181453	GCC2	960	0.533658050503
chr3	25379790	25379791	MACS_peak_7865	NM_001290300	RARB	-2502	0.434482331102
chr9	133342693	133342694	MACS_peak_13962	NM_054012	ASS1	22600	0.029797423965
chr6	126260495	126260496	MACS_peak_11531	NM_138571	HINT3	-17365	0.0598847538282
chr1	162759053	162759054	MACS_peak_681	NM_001304513	HSD17B7	-1438	0.50070742359
chr17	46072890	46072891	MACS_peak_5059	NM_001278198	CDK5RAP3	24569	0.0229172204417
chr11	57554688	57554689	MACS_peak_2085	NM_001085458	CTNND1	25455	0.0203637279987
chr2	200820528	200820529	MACS_peak_6936	NR_109906	TYW5	69	0.600976167485
chr7	107204817	107204818	MACS_peak_12303	NR_073004	DUS4L	416	0.573804423308
chr6	11258954	11258955	MACS_peak_10912	NM_006403	NEDD9	26039	0.0188382355879
chr7	156459581	156459582	MACS_peak_12583	NM_001184996	RNF32	26141	0.0185837698729
chr8	138426892	138426893	MACS_peak_13354	NR_125428	LOC101927915	1061	0.526519628676
chr18	47923862	47923863	MACS_peak_5516	NM_145060	SKA1	22471	0.0303143726717
chr2	200820528	200820529	MACS_peak_6936	NM_001039693	TYW5	69	0.600976167485
chr1	154946837	154946838	MACS_peak_650	NM_001184891	FLAD1	-8932	0.184347386114
chr16	51768342	51768343	MACS_peak_4712	NR_110916	LINC01571	-28087	0.0143366894264
chr14	101308554	101308555	MACS_peak_4137	NR_046472	MEG3	16110	0.0707926568832
chr12	11325065	11325066	MACS_peak_2503	NM_001291314	PRH1	843	0.542048390588
chr14	23637748	23637749	MACS_peak_3702	NM_012244	SLC7A8	-15121	0.0807713194852
chr1	47119361	47119362	MACS_peak_150	NM_001243728	ATPAF1	-12189	0.119409084062
chr20	50142833	50142834	MACS_peak_7370	NM_012340	NFATC2	-16425	0.0678809393718
chr1	47254417	47254418	MACS_peak_152	NM_001099772	CYP4B1	-10252	0.154597033176
chr7	130081299	130081300	MACS_peak_12455	NM_018718	CEP41	248	0.586802679362
chr9	138535913	138535914	MACS_peak_13976	NM_001001676	LCN9	-19254	0.0465513162319
chr3	37007358	37007359	MACS_peak_7934	NM_001167618	MLH1	-27909	0.0146810167103
chr1	156154131	156154132	MACS_peak_653	NR_104408	SLC25A44	-9591	0.168840634513
chr1	192777504	192777505	MACS_peak_839	NM_002923	RGS2	-664	0.555140894587
chr1	156154131	156154132	MACS_peak_653	NM_001199663	PMF1-BGLAP	-28647	0.01330520456
chr12	127385626	127385627	MACS_peak_3112	NR_033970	LOC440117	26390	0.0179769181914
chr2	128300933	128300934	MACS_peak_6478	NM_017969	IWS1	16846	0.0641755274495
chr3	170092545	170092546	MACS_peak_8600	NM_001145098	SKIL	17073	0.0622622484963
chr1	149577783	149577784	MACS_peak_636	NM_001143883	PPIAL4B	24781	0.0222784968322
chr12	66270860	66270861	MACS_peak_2808	NM_001292023	LOC100129940	-5087	0.307811816949
chr10	75935826	75935827	MACS_peak_1504	NM_001202449	ADK	-420	0.573498475876
chr4	124339876	124339877	MACS_peak_9445	NM_001258039	SPRY1	20336	0.0402974669571
chr1	156154131	156154132	MACS_peak_653	NM_001199664	PMF1-BGLAP	-28647	0.01330520456
chr11	26564803	26564804	MACS_peak_1930	NM_001135091	MUC15	-29012	0.0126731884009
chr7	107204817	107204818	MACS_peak_12303	NM_181581	DUS4L	416	0.573804423308
chr16	27323102	27323103	MACS_peak_4661	NM_000418	IL4R	-2127	0.456758716574
chr4	100458281	100458282	MACS_peak_9307	NM_032149	C4orf17	26121	0.018633392727
chr1	100301671	100301672	MACS_peak_461	NM_000646	AGL	-14859	0.0836427939925
chr1	100302141	100302142	MACS_peak_462	NM_000646	AGL	-14389	0.0890521315186
chr2	109066536	109066537	MACS_peak_6375	NR_028063	GCC2	960	0.533658050503
chr11	20035174	20035175	MACS_peak_1894	NM_001111019	NAV2	-8927	0.184470325347
chr6	52626867	52626868	MACS_peak_11119	NM_000846	GSTA2	-1494	0.496982730984
chr9	19202469	19202470	MACS_peak_13468	NM_017925	DENND4C	-28293	0.0139482671091
chr11	62194137	62194138	MACS_peak_2113	NM_003357	SCGB1A1	7631	0.219266659481
chr11	57554688	57554689	MACS_peak_2085	NM_001085461	CTNND1	25455	0.0203637279987
chr12	89746533	89746534	MACS_peak_2943	NM_022652	DUSP6	-103	0.598257908235
chr2	138721765	138721766	MACS_peak_6530	NM_001024075	HNMT	-42	0.603143580691
chr2	200820528	200820529	MACS_peak_6936	NR_004862	TYW5	69	0.600976167485
chr1	149577783	149577784	MACS_peak_636	NR_024511	LINC00623	1317	0.508851018385
chr13	46255817	46255818	MACS_peak_3285	NM_152719	SPERT	-20621	0.0387948929248
chr11	57554688	57554689	MACS_peak_2085	NM_001206891	CTNND1	25455	0.0203637279987
chr20	50493319	50493320	MACS_peak_7374	NR_110016	LINC01429	13867	0.0954709435957
chr11	62609227	62609228	MACS_peak_2115	NM_018093	WDR74	1599	0.490073450564
chr12	42864388	42864389	MACS_peak_2682	NM_001144883	PRICKLE1	-13409	0.101482727574
chr21	35014321	35014322	MACS_peak_7558	NM_001001132	ITSN1	-462	0.570295860104
chr7	107204817	107204818	MACS_peak_12303	NR_073005	DUS4L	416	0.573804423308
chr11	59187345	59187346	MACS_peak_2096	NM_001004728	OR5A1	-23296	0.0271566498294
chr5	42520487	42520488	MACS_peak_10085	NM_001242405	GHR	-29694	0.011571616879
chr3	37007358	37007359	MACS_peak_7934	NM_001258271	MLH1	-27482	0.0155411075345
chr11	57554688	57554689	MACS_peak_2085	NM_001206884	CTNND1	25455	0.0203637279987
chr15	73947063	73947064	MACS_peak_4431	NM_025240	CD276	-29558	0.0117833628935
chr6	4607829	4607830	MACS_peak_10874	NR_122107	KU-MEL-3	-2969	0.408253625466
chr19	39328435	39328436	MACS_peak_5774	NM_001398	ECH1	5938	0.274794060345
chr9	114367144	114367145	MACS_peak_13868	NM_001146109	PTGR1	5009	0.311029764167
chr11	62609227	62609228	MACS_peak_2115	NR_002565	SNORD25	-13876	0.0953564471749
chr11	57554688	57554689	MACS_peak_2085	NM_001085468	CTNND1	25455	0.0203637279987
chr10	5229468	5229469	MACS_peak_1139	NM_001818	AKR1C4	-9329	0.174843032158
chr20	50142833	50142834	MACS_peak_7370	NM_001258297	NFATC2	-16425	0.0678809393718
chr12	91319481	91319482	MACS_peak_2957	NR_038868	LINC00615	7682	0.21778070417
chr4	154126239	154126240	MACS_peak_9627	NM_001302693	TRIM2	674	0.554401199967
chr7	31593358	31593359	MACS_peak_11958	NM_001257968	CCDC129	24070	0.0244938470612
chr1	100301671	100301672	MACS_peak_461	NM_000028	AGL	-14373	0.0892423121864
chr1	100302141	100302142	MACS_peak_462	NM_000028	AGL	-13903	0.0950137811341
chr2	200820528	200820529	MACS_peak_6936	NR_109907	TYW5	69	0.600976167485
chr1	27126704	27126705	MACS_peak_85	NM_001202554	PIGV	12026	0.122032647613
chr3	37007358	37007359	MACS_peak_7934	NM_001167619	MLH1	-27909	0.0146810167103
chr1	156154131	156154132	MACS_peak_653	NR_104411	SLC25A44	-9591	0.168840634513
chr1	160312402	160312403	MACS_peak_671	NR_002190	SUMO1P3	25348	0.0206563328027
chr1	236666632	236666633	MACS_peak_1056	NM_006499	LGALS8	-20106	0.0415523999009
chr16	52121679	52121680	MACS_peak_4715	NR_038233	LINC00919	2658	0.425538437563
chr9	138535913	138535914	MACS_peak_13976	NM_182974	GLT6D1	4527	0.331674902215
chr3	88039264	88039265	MACS_peak_8196	NM_000866	HTR1F	7539	0.221972894813
chr10	103124649	103124650	MACS_peak_1659	NM_001256856	BTRC	10860	0.142558904468
chr16	22450843	22450844	MACS_peak_4642	NR_027154	SMG1P1	2515	0.433729880707
chr6	126260495	126260496	MACS_peak_11531	NM_001199622	NCOA7	20126	0.0414417411118
chr19	47660700	47660701	MACS_peak_5799	NM_005500	SAE1	26621	0.0174316690509
chr8	95451999	95452000	MACS_peak_13102	NM_001256141	FSBP	2819	0.416500895771
chr15	102182271	102182272	MACS_peak_4563	NM_025141	TM2D3	-10323	0.153140420109
chr11	62609227	62609228	MACS_peak_2115	NM_003164	STX5	9664	0.167205224245
chr14	88490882	88490883	MACS_peak_4088	NM_003608	GPR65	19415	0.0455626641413
chr1	113477165	113477166	MACS_peak_542	NR_103744	SLC16A1-AS1	-21871	0.0328391678799
chr2	114631883	114631884	MACS_peak_6412	NM_005721	ACTR3	-15627	0.0755017080352
chr9	37574385	37574386	MACS_peak_13585	NM_001134484	TOMM5	-18251	0.0532122488994
chr10	126488006	126488007	MACS_peak_1790	NM_001304468	METTL10	7496	0.22324919464
chr18	29135042	29135043	MACS_peak_5415	NR_045216	DSG2-AS1	-1832	0.475082566109
chr5	16521793	16521794	MACS_peak_9921	NM_019000	FAM134B	12686	0.111752724367
chr11	62609227	62609228	MACS_peak_2115	NR_002561	SNORD30	-11977	0.122832537706
chr1	228620764	228620765	MACS_peak_1020	NR_039812	MIR4666A	-29010	0.0126765683685
chr2	134182461	134182462	MACS_peak_6503	NR_107007	MIR7853	-13751	0.0969590391306
chr8	94956365	94956366	MACS_peak_13099	NM_001161780	PDP1	27204	0.0161279739871
chr14	101308554	101308555	MACS_peak_4137	NR_046465	MEG3	16110	0.0707926568832
chr1	201690388	201690389	MACS_peak_886	NR_049823	MIR5191	1753	0.480113217389
