Gene	Sample	RPKM
DSP	Endo	53.7863

SEMA3E	D4CF	0.36426

TCEB3C	Adult-SI	0

IL20RA	Fetal-SI	0.79707

MIR4288	Adult-SI	0

TEX15	Fetal-SI	0.0705943

HIC2	Adult-SI	1.26839

SDC4P	Endo	0

SCGB3A2	D4CF	0.438855

P2RY12	D4CF	0

ADNP2	Adult-SI	8.19177

POGZ	Endo	40.2301

MIR20B	Fetal-SI	0

FDXR	Adult-SI	8.85363

POGZ	D4CF	26.7213

ATF7IP2	Endo	7.41623

VIT	Adult-SI	1.89991

JAKMIP2	Adult-SI	0.258896

SMAD3	D4CF	16.5239

DEFB110	Fetal-SI	0

TPM3	ESC	109.632

CHI3L2	ESC	0.0261931

SDC4P	Adult-SI	0

MIR563	ESC	0

MIR30B	Fetal-SI	0

OR6K6	ESC	0.0189207

MALL	ESC	0.0342217

PBLD	D4CF	1.11882

CD28	Fetal-SI	0.658823

MIR1233-2	Fetal-SI	0

MAN1A2	ESC	8.04203

DSP	Fetal-SI	73.2894

CD19	ESC	0.0470686

MIR181A2	Fetal-SI	0

MYO15A	ESC	0.0796376

GALT	D4CF	9.05108

GYS2	Adult-SI	0

PLCH1	ESC	9.23861

TUBA1C	Adult-SI	269.487

TFEC	Endo	0

SCN3A	D4CF	0.543883

C9orf3	Adult-SI	10.6687

OR2A1	ESC	0.0214902

ZMAT3	Endo	4.63105

TMEM160	D4CF	1.77256

TMEM27	ESC	1.9867

EIF4G3	Endo	48.4943

EDNRB	Endo	0.849224

VIT	Endo	0

BASP1P1	Endo	0

DLC1	ESC	1.19604

MIR205HG	Fetal-SI	0.47107

CD4	Adult-SI	4.3959

SCN3A	Fetal-SI	3.372

GCNT4	ESC	9.23504

PPP1R9A	D4CF	2.64635

GGH	Adult-SI	3.97517

SP8	ESC	4.69339

CADM2	Endo	4.30513

TRAK1	ESC	14.4209

DTWD1	ESC	15.1603

SCG5	ESC	32.1777

ZNF474	ESC	0.0297995

OR2A1	Endo	0

FGL1	Fetal-SI	0.201305

IKZF5	Endo	14.2852

MIR548AC	D4CF	0

KIAA0087	D4CF	0.0478293

ITGB1	Adult-SI	29.8445

JAKMIP2	Endo	3.80787

CTAGE4	D4CF	0.00705338

MIR1244-2	Fetal-SI	0

FBXL3	Adult-SI	24.8673

REXO1L2P	D4CF	0

MIR367	ESC	0

DNMT3B	ESC	336.42

PDE3A	D4CF	0.384208

WNT5B	Adult-SI	1.75656

CD36	Endo	0.0772467

TEX15	Adult-SI	0.00742066

DKK1	Adult-SI	0.323301

ANP32C	D4CF	13.6946

CCDC130	Fetal-SI	18.2092

MIR4652	ESC	0

CSMD3	Endo	0.0678247

NBN	Fetal-SI	13.3613

LOC100506274	D4CF	0.0700158

ZBTB24	ESC	14.8721

DUSP15	D4CF	1.92575

TRAK1	D4CF	11.0494

TCL6	ESC	0.00638787

HAMP	Adult-SI	0

ANKRD32	D4CF	13.9877

MIR548AC	Endo	0

DCDC2	ESC	0.099203

GTF2H2	Fetal-SI	0.796067

HTR7	Adult-SI	0.18151

GEMIN8	D4CF	5.44444

USP30	D4CF	8.75551

RAB8A	Fetal-SI	31.4139

FMO6P	Endo	0

LRRTM2	D4CF	0.34282

OR2A1	Fetal-SI	0.0641272

MALL	Endo	0

ASB17	Adult-SI	0

PLCH1	Fetal-SI	4.44907

ESR1	Adult-SI	0.173576

C6orf226	D4CF	1.03924

SPC25	D4CF	35.4961

HYALP1	ESC	0

MS4A2	ESC	0

STOML3	Fetal-SI	0.0441332

SH3D19	Fetal-SI	28.7711

ZMAT3	Adult-SI	1.89596

A2MP1	Fetal-SI	0.204651

NOX1	ESC	0.275705

KDM6B	D4CF	3.57597

HDAC11	ESC	1.377

IL4R	ESC	7.89341

MIR563	D4CF	0

MIR548F2	Endo	0

IPO7	Endo	75.0106

OR5B21	Fetal-SI	0

KRT6B	Endo	0

NOX4	Endo	1.64905

PLXNB1	Endo	10.9003

HIF1A	Fetal-SI	24.0191

SPAG11B	Adult-SI	0

MUC7	Fetal-SI	0

ABL2	Adult-SI	2.93186

MIR4491	Fetal-SI	0

LDHD	ESC	0.997845

DNAH5	ESC	0.143163

ESCO2	Endo	3.9288

DEFB132	Endo	0

RPSAP52	Fetal-SI	0.218794

DLC1	Adult-SI	4.68477

SULT1B1	ESC	0

RPSAP52	Endo	0.431721

CMAS	D4CF	37.8978

MARS2	D4CF	8.93739

TSSK1B	Adult-SI	0

C22orf31	Endo	0.0362411

HYALP1	Adult-SI	0

OR6C76	Fetal-SI	0

SNAR-A14	D4CF	0

EIF3M	ESC	279.441

SERF1A	ESC	0.27266

AKAP6	D4CF	0.686077

HSD17B4	ESC	174.278

AARSD1	ESC	21.8954

PREX1	Fetal-SI	5.99268

DLEU2L	ESC	0.51915

CCDC88A	Endo	20.5737

ADAMTS18	ESC	0.0469219

MYO3B	D4CF	0.24123

CDK14	Endo	5.95034

IER3IP1	ESC	28.5723

SGK494	Adult-SI	0.871047

EHBP1	D4CF	14.0146

HIST1H3G	Endo	0.76164

FGGY	Adult-SI	6.12491

KCNN2	Adult-SI	0.0886875

POM121L12	ESC	0

MOGS	Fetal-SI	33.4591

PLA2G2E	D4CF	0

SPP1	Fetal-SI	8.22593

KRTAP10-2	Fetal-SI	0

LPCAT2	Fetal-SI	4.62411

GPR89A	D4CF	1.46459

SULT1B1	Adult-SI	50.9771

MIR764	Adult-SI	0

MIR2052	Adult-SI	0

IPO8	ESC	27.1702

MIR548F2	ESC	0

DIRAS3	Endo	0.728375

FAM110B	D4CF	2.13954

NLRP7	Endo	1.26297

OR13C9	Fetal-SI	0

MIR320D1	Adult-SI	0

MGAT4C	ESC	2.52152

SPTA1	ESC	0.00200519

LOC400655	ESC	0

MIR302C	ESC	581.772

FMO1	Fetal-SI	79.1372

LINC00460	Endo	0

HPD	ESC	0.0398745

ARHGAP28	ESC	9.99005

TTC9	Endo	23.6699

MKRN2	D4CF	17.979

NR1I2	D4CF	0.0276348

MIR1244-2	D4CF	0

MRPL17	ESC	14.0007

SOX5	Adult-SI	0.411053

EHBP1	Fetal-SI	10.8526

FDXR	Endo	2.0244

GXYLT2	Fetal-SI	3.02176

ZFP42	D4CF	0.682379

SH3D19	ESC	25.4009

DNMT3B	D4CF	35.1974

WNT5B	Fetal-SI	2.82386

IKZF5	D4CF	7.0059

PTPRQ	Endo	0.0197339

HYALP1	Endo	0

TECR	Endo	21.1845

LOC100506422	Fetal-SI	0

DSG1	Adult-SI	0.0140396

GCNT4	Endo	1.61215

ASCC3	Endo	36.4019

LOC283683	ESC	0.455855

MIR302A	Adult-SI	0

TIAM2	D4CF	1.12142

MIR1298	D4CF	0

CSNK1A1L	Adult-SI	1.43172

MIR551B	Fetal-SI	0

ASB15	ESC	0

PAK2	Fetal-SI	15.7845

DEFB105B	Adult-SI	0

SPTA1	Endo	0.00330282

OR52D1	Adult-SI	0.0432441

MIR563	Fetal-SI	0

CSNK1A1L	ESC	6.37575

CPXCR1	Endo	0

MIR1298	Fetal-SI	0

ATXN3	Adult-SI	3.05728

C9orf3	D4CF	2.21673

C8orf46	ESC	0.22887

GOLGA8A	D4CF	5.71274

CD36	Fetal-SI	12.7

CLCA3P	Adult-SI	0

PTPDC1	Adult-SI	1.83143

GCC2	Endo	16.2499

OR13C4	ESC	0.0263231

SLC16A7	Adult-SI	0.331207

TDRD1	Fetal-SI	0.0925842

SCYL1	D4CF	9.38759

CYP4A11	Endo	0

PLSCR2	Endo	0.0702097

MUC7	ESC	0

ZCCHC4	ESC	5.84649

PROL1	ESC	0

KIF7	Endo	3.20728

SRGAP2	Fetal-SI	3.7625

MMP13	Endo	0

APLNR	Fetal-SI	12.4906

LOC100128554	Fetal-SI	0.00693906

OR13C3	Fetal-SI	0

SRSF4	Adult-SI	66.5216

THSD7A	Adult-SI	0.403685

OR5M9	Fetal-SI	0.0312614

AHCYL1	Endo	51.7967

MIR4288	D4CF	0

SLC44A1	Adult-SI	27.427

CYTIP	D4CF	0.0590454

MIR3146	D4CF	0

SYNPR	Fetal-SI	0.317189

TSC22D3	Adult-SI	172.305

ESR1	Endo	0.0333515

KCTD6	Adult-SI	4.48778

MIR205HG	Endo	20.9851

OR10X1	Fetal-SI	0

DLEU2L	Fetal-SI	0.819339

SLC11A2	Adult-SI	12.2778

MIR367	Endo	0

MIR34C	Fetal-SI	0

MIR4509-3	Fetal-SI	0

LOC100129345	Adult-SI	0

MIR34B	Endo	0

C9orf170	Adult-SI	0.0114965

MIR4491	ESC	0

CPB2	Fetal-SI	0.143103

MIR4773-2	ESC	0

C8B	Endo	0

RNF148	Endo	0.019011

PTPRQ	D4CF	0.00232553

NAP1L5	Endo	2.19545

CCDC83	Adult-SI	0.191313

ATXN7	ESC	5.97627

MAD1L1	ESC	3.24116

PDE3A	Endo	0.136621

MLIP	D4CF	0.0106041

TFEC	Fetal-SI	35.3214

FLJ46066	Endo	0

SLC16A7	ESC	0.668994

CDX2	D4CF	99.4821

CAB39L	ESC	3.70897

KLRC1	Adult-SI	0.446515

SAMSN1	Fetal-SI	1.00374

SCARNA10	Adult-SI	0

KLRC1	Endo	0.0641726

OR10G2	Fetal-SI	0

IL4R	Adult-SI	22.0319

TMEM164	Fetal-SI	25.6786

FTH1	ESC	241.997

DEFB105B	ESC	0

KCNJ13	D4CF	0.193585

MIR4318	ESC	0

CDH17	Fetal-SI	161.148

SKP1P2	Fetal-SI	8.74649

FMO9P	ESC	0

CRB2	ESC	0.792999

SNX30	Fetal-SI	13.2476

PPP2R3A	ESC	7.77912

IBSP	D4CF	0.018355

OTOGL	Fetal-SI	0.0908655

OR5H15	Adult-SI	0

GPR173	Fetal-SI	4.10021

RASAL2	D4CF	4.30448

FAM217B	D4CF	11.4748

AGTR2	Fetal-SI	2.37293

HTR1F	Fetal-SI	0.0576563

MKRN2	Fetal-SI	17.3769

CHRM5	Fetal-SI	0.244981

TPM3	D4CF	78.3894

COX6C	ESC	121.21

TAS2R14	Fetal-SI	1.69646

PDE4B	Fetal-SI	2.65857

ILDR1	Fetal-SI	3.52869

GXYLT2	D4CF	5.45217

ADAMTS18	Fetal-SI	0.597145

FLJ46066	Fetal-SI	0

OTOGL	Endo	0.071091

ATP2B1	Endo	58.2642

KRTAP10-2	D4CF	0

SLC24A1	ESC	1.65535

NLRP7	D4CF	0.0551601

SNAR-A7	Fetal-SI	0

SPDYC	Fetal-SI	0

NAA16	Fetal-SI	5.92815

KDM6B	ESC	0.950089

PEBP1	Endo	102.393

PLAC4	D4CF	0.0103001

SLC35E3	Fetal-SI	3.4933

SCN3A	Adult-SI	0.10895

CADM2	Fetal-SI	0.659187

LINC00327	Fetal-SI	0.0779079

ZMAT3	ESC	7.93369

CTAGE4	Endo	0.0192723

TMEM164	ESC	7.9262

SLC44A1	ESC	55.2498

TTLL9	Endo	0.0367851

POM121L12	D4CF	0

MIR583	Endo	0

MIR4693	Adult-SI	0

UBA2	Adult-SI	32.8413

SLC35E3	ESC	7.34855

LIN28A	Adult-SI	0

TMSB4X	D4CF	216.886

BTG4	Endo	0.0258001

CLLU1	Fetal-SI	0.0109662

RRP1B	Adult-SI	5.96656

SNORD98	D4CF	0

ATP2B1	Fetal-SI	27.7899

NDRG1	Endo	3.62996

ASB15	Endo	0

TMEM100	ESC	0.6033

SNORD71	Fetal-SI	0

MIR4509-3	Adult-SI	0

MPZL1	D4CF	50.0971

SETD5	Adult-SI	10.6008

KLRC2	Adult-SI	0.889876

PLXNB1	Fetal-SI	30.2673

ANKRD32	Adult-SI	4.49019

KLRC1	Fetal-SI	1.04999

PRKG2	Adult-SI	10.8659

KCTD6	ESC	16.3868

TAS2R30	Adult-SI	0

SPC25	ESC	25.9181

GLT6D1	Endo	0.387442

WFDC8	ESC	0.191163

ZNF385B	Fetal-SI	0.78637

OR56B1	Fetal-SI	0

PBLD	Endo	2.87503

PAK2	Adult-SI	25.4347

VAV3	Fetal-SI	26.3277

ERO1LB	ESC	2.73262

NIPSNAP3B	D4CF	0.257514

KIAA1462	Adult-SI	2.25975

CPOX	ESC	17.2719

OR10G2	Endo	0

DPY19L2P4	Endo	0.0230127

DMRTA1	ESC	4.4747

FABP9	Endo	0

NAV2	ESC	17.4545

MIR3942	ESC	14.2033

ANTXR1	D4CF	35.8822

MIR4737	Adult-SI	0

ITGB5	ESC	54.204

ATP6V1G3	D4CF	0

ZMIZ2	D4CF	4.70411

GCC2	ESC	15.1216

EFHC1	ESC	5.12852

LDHC	D4CF	0.097372

LIN9	Endo	7.80867

BIN2	ESC	0.0162947

BFSP1	ESC	1.90016

DUSP15	Endo	1.3023

WDR38	Endo	0

FAM26D	Fetal-SI	0.0180593

MIR20B	D4CF	0

MIR4652	Fetal-SI	0

SULT1B1	D4CF	0.026909

HGF	Fetal-SI	0.675125

EGFLAM	ESC	0.0868168

C6orf120	Endo	21.3938

SLC9A8	Endo	3.53448

SLIT2-IT1	Endo	0

REXO1L2P	Endo	0

MIR2054	D4CF	0

PLAC4	ESC	0.0299874

NKX1-2	Endo	0.0544258

MIR548H2	D4CF	0

MSX2	ESC	0.189658

WDYHV1	Endo	18.6488

MIR18B	Fetal-SI	0

PPP1R9A	ESC	4.49194

NAA16	D4CF	10.8891

BTG4	Fetal-SI	0

PLSCR2	Adult-SI	0.0367147

LRRTM4	Endo	5.49666

LOC100505912	Endo	0.847068

HTR7	ESC	10.9622

NFKB2	Adult-SI	10.6768

LIN9	Adult-SI	2.7155

SLCO6A1	Endo	0.50452

LAMP1	ESC	80.1352

LRRC37A2	D4CF	0.414511

TSC22D3	Endo	11.4828

ZCCHC13	Adult-SI	0.646274

MIR1233-1	Endo	0

MIR30B	Adult-SI	0

LINC00460	Fetal-SI	0

EIF3M	Adult-SI	114.924

OR7D2	Endo	0.591538

SAMSN1	Adult-SI	7.47316

ACOT13	Adult-SI	8.39058

PTPDC1	D4CF	3.98655

PADI4	ESC	0.0461388

ST3GAL4	Endo	5.54801

DYTN	Endo	0

TSSK1B	Endo	0.0752168

SYNPR	D4CF	1.01535

LOC100506422	Endo	0

WDFY2	Endo	6.67507

TAAR5	Endo	0

PRMT5	Fetal-SI	22.4296

SLC41A1	ESC	12.0138

ABL1	D4CF	14.0473

NEDD4L	Adult-SI	20.2187

MIR567	Adult-SI	0

DMRTA1	Endo	4.75418

SLC2A1	Fetal-SI	21.112

ANKRD6	ESC	4.47532

RACGAP1	Adult-SI	7.59117

PIK3C2G	Endo	0.00556141

C2orf88	Endo	1.66848

SLC11A2	Endo	37.9863

CPXCR1	D4CF	0

LRRTM2	Adult-SI	0.0949729

PRC1	Endo	48.9456

SNAR-A8	Endo	0

RPSAP9	D4CF	0.124922

ASB15	Fetal-SI	0.00786652

PTPRD	Adult-SI	3.25981

CYTIP	ESC	0.091588

SIPA1L1	Endo	17.097

LRRC37A2	Adult-SI	0.506839

CDKN3	ESC	44.3547

SPC25	Fetal-SI	3.15452

KCNN2	D4CF	5.9701

SCMH1	Fetal-SI	18.4589

ACADSB	D4CF	3.88407

KLHDC10	Fetal-SI	11.8082

FGL1	ESC	0

ATP12A	Endo	4.98052

MAD1L1	Adult-SI	5.82869

DYTN	ESC	0.00873327

PLS1	Adult-SI	225.542

DSG4	Endo	0

HIST1H2AL	Endo	0

RGS21	Endo	0.0131356

SNAPC1	Endo	10.9245

SNAR-A7	ESC	0

C3orf79	ESC	0

OR2A7	Endo	0.947999

CXCR4	ESC	1.14801

MSTN	Endo	0.0750083

ZNF474	Endo	0.0504405

RNF217	Endo	3.75636

OR13C4	Endo	0

DYTN	D4CF	0

POU6F2	D4CF	0.622483

ACTR2	Endo	189.048

OLFM3	Fetal-SI	5.41907

SNORD98	Fetal-SI	57.092

ZMIZ2	Fetal-SI	20.7861

CCDC130	Adult-SI	41.8065

TRPM1	D4CF	0.0271478

SHROOM3	Adult-SI	19.9134

SORT1	ESC	20.6349

MIR30A	D4CF	0

C4orf45	Endo	0.0340493

KIAA0040	Fetal-SI	4.84449

SNAPC1	Adult-SI	1.97785

SCN7A	D4CF	0.123283

SP8	D4CF	28.0396

FAM101B	Endo	3.99132

MYO15A	D4CF	0.0227263

ZBTB38	Endo	6.43859

SYNPR	ESC	0.742405

TXNIP	Endo	2.67891

KDM1B	Adult-SI	6.21352

IGSF11-AS1	D4CF	0

NDRG1	ESC	0.683929

SNX30	Endo	5.70352

ATP6AP1L	D4CF	1.69208

MSGN1	D4CF	8.64117

LPAR6	D4CF	10.0192

MIR26A2	ESC	0

STATH	Endo	0

FAM91A1	ESC	8.86394

LOC643623	Endo	0.0994035

SLC38A9	Adult-SI	3.9331

GCC2	Fetal-SI	24.8454

CPS1-IT1	Adult-SI	0.0175688

RIOK1	Endo	20.6147

HDAC11	Adult-SI	13.1794

SLCO6A1	ESC	0.346656

CDH2	D4CF	170.434

LOC100506422	ESC	0

GYS2	ESC	0.0408823

SEMA3E	Fetal-SI	0.612392

GCC2	D4CF	24.7615

OR10G2	ESC	0

MIR4295	D4CF	0

SPAG11B	D4CF	0

DCAF17	Fetal-SI	6.35592

JDP2	Adult-SI	17.3175

SNAR-A3	Fetal-SI	0

MITF	Adult-SI	1.28642

EGFLAM	Adult-SI	0.408253

CD36	Adult-SI	28.2053

HEXIM2	Endo	1.25705

ZBTB38	D4CF	3.96675

MIR572	ESC	0

DUSP14	ESC	17.0709

MIR448	D4CF	0

CCDC30	Adult-SI	0.799554

CD4	Endo	0.220344

SNAR-A8	ESC	0

SYT16	Fetal-SI	0.120074

SH2D1A	ESC	0.0171729

TP63	Endo	0.0105919

ARHGAP28	Fetal-SI	3.94537

PBLD	Adult-SI	202.431

TAS2R46	Endo	0

CASP12	Endo	0

PLAC4	Endo	0.08642

SNORD71	ESC	0

TARP	Fetal-SI	0.877257

SYNPO2	Fetal-SI	30.066

MIR548AC	Fetal-SI	0

ADH1B	Fetal-SI	4.73696

SYNPO2	ESC	0.829779

TPMT	Adult-SI	63.3729

CNTN1	Endo	2.65226

R3HDM1	Fetal-SI	6.76996

KCNK5	ESC	11.0327

SPC25	Endo	19.9447

FMO9P	Fetal-SI	0

PTPRD	Endo	15.4113

SNX30	D4CF	9.26099

MIR331	Fetal-SI	0

HEXIM2	Fetal-SI	5.62918

DEFB132	Fetal-SI	0

HPD	Adult-SI	0.121577

ETS1	Endo	32.6189

ADH1B	Adult-SI	93.4932

SERF1A	Adult-SI	0.0217443

TRHR	Adult-SI	0

ELK3	Endo	10.151

TRHR	D4CF	0

LRRC37A2	Fetal-SI	0.844774

OR52D1	Fetal-SI	0.0264754

CPS1-IT1	Fetal-SI	0.226736

LOC100132735	D4CF	0

SGK494	D4CF	2.30096

LINC00320	Fetal-SI	0.0217463

C22orf31	ESC	0

OR51S1	D4CF	0

MGAT4C	Endo	0.560629

MIR2054	ESC	0

BAHD1	D4CF	7.03187

UBA2	ESC	105.55

PART1	Endo	0.0671474

TCF12	Fetal-SI	28.3296

OR10X1	ESC	0

FSHR	ESC	0.00628237

SLC39A8	D4CF	76.835

FMO6P	ESC	0

MAP2	Adult-SI	0.662622

SEMA3E	ESC	0.290287

VWDE	Fetal-SI	0.0924946

ZNF280B	Adult-SI	0.099911

KDM6B	Fetal-SI	11.4176

CECR2	Fetal-SI	1.33456

MIR553	D4CF	0

APLNR	Endo	4.26062

KIF7	D4CF	2.15602

CGA	Endo	0.0381543

KRT6B	ESC	0

CDH17	Endo	0.0892318

MS4A3	Endo	0

VAV3	D4CF	4.49815

TOP1P1	Fetal-SI	5.41097

GREB1	Fetal-SI	0.999767

MIR4480	Endo	0

RRP1B	Fetal-SI	10.2618

ADGB	Fetal-SI	0.0218448

CTAGE4	Adult-SI	0

OR13C3	Adult-SI	0

FAM110B	Adult-SI	0.461532

SCYL1	Fetal-SI	21.757

CABIN1	Adult-SI	11.5954

SGK494	ESC	6.16051

TCL6	Fetal-SI	0

ACTL9	ESC	0

CPB2	ESC	0.0260127

GPM6A	ESC	3.4773

NR1I2	Endo	0.0290015

TRHR	Fetal-SI	0

MAST4	Fetal-SI	6.56272

HSDL2	Adult-SI	34.5433

PIK3C2G	Adult-SI	2.58065

HIST1H2BI	Adult-SI	5.12378

MIR19B2	Endo	0

GYS2	Endo	0.0409835

SPG20	Endo	22.6746

IFNA2	Fetal-SI	0

HIC2	Endo	9.41907

C2orf66	D4CF	0.0356343

SKP1P2	D4CF	11.1349

ZNF474	Fetal-SI	0.215555

TECRL	ESC	0

HAUS6	Endo	9.67951

BIN2	Fetal-SI	1.81561

SLC26A7	ESC	0.0658392

CYP4A11	Adult-SI	1.34096

SLC38A9	ESC	21.1087

TNIP3	D4CF	0.0205196

CDH2	ESC	26.5677

MIR2052	Endo	0

C3orf79	Fetal-SI	0.104016

HAMP	ESC	0

EDARADD	Endo	84.264

OR6K6	D4CF	0.0587405

NEDD4	ESC	5.69785

TCL6	Endo	0.00831611

AKAP10	Endo	14.4071

TOP1P1	D4CF	16.9509

NRG1	Fetal-SI	3.20636

MIR4480	Adult-SI	0

MIR553	Fetal-SI	0

PAK2	D4CF	32.0792

MIR3660	D4CF	0

SORT1	Fetal-SI	26.5112

MAST4	D4CF	0.788498

ZNF474	D4CF	0.144958

TNIP3	ESC	0.0113231

FGL1	D4CF	0.0131841

RNF148	Adult-SI	1.13516

MIR3668	Fetal-SI	0

PLK2	D4CF	27.178

SCARNA20	Fetal-SI	6.30076

ERO1LB	D4CF	3.61488

RNF217	Adult-SI	0.763853

SMAD2	Fetal-SI	10.3018

DEFB107B	Fetal-SI	0

VWA2	ESC	0.444364

RNASE9	Endo	0

KLRC1	D4CF	0

TSSK4	D4CF	0.637523

MIR135A2	Adult-SI	0

ATP6V1G3	Fetal-SI	0

NBPF10	D4CF	0.0789879

DPRX	Adult-SI	0

HIST1H3C	Fetal-SI	0

ZNF624	Endo	2.15101

HERC4	Fetal-SI	11.5586

ASCC3	Fetal-SI	11.8857

MAN1A2	Adult-SI	4.12256

CCP110	D4CF	18.3094

SEMA3A	Endo	46.2597

ARG2	Fetal-SI	5.72648

EGFLAM	Endo	2.96122

SNORD70	Adult-SI	0

LINC00327	ESC	0.174232

LINC00460	ESC	0

MIR181B1	ESC	0

SNAR-A3	ESC	0

RPL23P8	Fetal-SI	115.836

MIR135A2	Fetal-SI	0

MIR1244-2	Adult-SI	0

OLFM3	D4CF	2.06288

MIR4256	Fetal-SI	0

KCNK5	Fetal-SI	13.8044

DST	D4CF	6.76493

REXO1L2P	Fetal-SI	0

NR1I2	Adult-SI	78.8261

SLIT2-IT1	Adult-SI	0

ESR1	D4CF	0

WDR38	Adult-SI	0.0354056

SH2D1A	Fetal-SI	0.133544

ATXN3	ESC	6.19735

C9orf170	Endo	0.0361516

PNRC1	Adult-SI	33.6465

ZNF280B	D4CF	4.84561

BTG4	D4CF	0.0422327

RASAL2	Endo	3.83477

MIR605	ESC	0

RAB14	D4CF	36.264

PARP15	Endo	0.0158262

AKAP5	Endo	1.05106

MMP13	D4CF	0.013259

GREB1	D4CF	27.5955

CPOX	Fetal-SI	12.0377

VAV3	Endo	3.49972

TAS2R30	D4CF	0

LCN9	D4CF	0.505408

BMPR1B	Fetal-SI	0.620542

DNAJC15	D4CF	2.52052

MIR92A2	ESC	0

C3orf79	D4CF	0

COLEC11	Adult-SI	1.59102

HAUS6	Adult-SI	2.40381

GATA3	ESC	0.0140308

MIR1296	D4CF	0

VWCE	D4CF	2.40808

SLC36A3	D4CF	0

TMPRSS11GP	Endo	0

BAMBI	D4CF	38.7374

NBPF1	Fetal-SI	7.00385

GCK	ESC	0.445657

CLLU1OS	Endo	0

SNORD103A	Fetal-SI	0

DOCK11	Adult-SI	1.08684

NUCB2	D4CF	39.9258

DLC1	D4CF	11.0712

GATA3	Adult-SI	0.335843

GNGT1	Endo	0

APLF	D4CF	3.33763

SLC9A8	D4CF	1.80951

DEFB106B	D4CF	0

CHKA	Adult-SI	78.1795

MIR106A	D4CF	0

TUBA1C	D4CF	94.5122

PEBP1	D4CF	182.43

OR6C65	Endo	0

GPR56	ESC	0.255034

OSBPL9	Endo	47.2977

TSSK4	Fetal-SI	3.05642

GNG3	Adult-SI	2.96948

SALL2	Adult-SI	0.868558

SNAR-A3	Endo	0

FABP9	ESC	0

GRXCR2	D4CF	0

POLA1	Fetal-SI	4.84328

MIR4773-2	Endo	0

CTAGE4	D4CF	0

SPG20	ESC	21.2939

SNORD98	ESC	0

MIR548H2	Endo	0

PDK3	ESC	16.0064

NBPF10	Fetal-SI	0.267344

PART1	Fetal-SI	0.541807

SCN7A	Adult-SI	0.959234

TIAM1	Endo	5.69088

LCN9	Endo	2.247

AURKC	Endo	1.35664

RGS21	ESC	0

TP63	ESC	0.0220128

IFIT2	Endo	0.189196

DEFB105B	D4CF	0

MIR764	D4CF	0

CD28	Adult-SI	0.230657

SLC24A1	D4CF	1.92522

MIR2052	Fetal-SI	0

SPTA1	D4CF	0.00402566

ABCB5	D4CF	0.0287903

SERPINB11	D4CF	0

SCARNA21	D4CF	2.43495

OR56B1	D4CF	0

CDH17	Adult-SI	221.733

HIC2	Fetal-SI	13.1375

FDFT1	Fetal-SI	31.7161

CCDC85A	Adult-SI	0.879643

KLRC3	Endo	0

CCP110	Fetal-SI	5.96321

KC6	Adult-SI	0

FAM186B	Endo	0.283174

MSTN	ESC	0

PLCH1	D4CF	6.48627

C6orf211	D4CF	38.1721

KDM1B	D4CF	7.38494

PART1	D4CF	0.0148368

MIR4279	ESC	0

NOX4	Fetal-SI	0.42822

NOX4	D4CF	0.872267

IFIT2	ESC	0.187331

CSPP1	Fetal-SI	4.15625

MYL10	Adult-SI	0

JDP2	D4CF	3.05541

CLEC9A	Adult-SI	0.0503668

MIR1244-2	ESC	0

RBFOX1	Endo	0.178593

BDNF	Endo	0.168683

GLE1	ESC	10.5425

WDR83OS	Endo	47.9222

CHL1	ESC	0.0343361

HIC2	ESC	4.86192

MIR1233-2	Adult-SI	0

BTG4	Adult-SI	0

IL4R	D4CF	4.1993

PPP1R3D	ESC	1.55641

HAMP	Endo	0.40015

SNORA70B	Endo	0

KIAA0040	D4CF	0.647179

NR2C1	Endo	24.2715

ETS1	D4CF	5.69543
