#Chromsome	TSS	TTS	RefseqID	Score	Strand	GeneSymbol
chr1	174844655	174927327	NM_001035230	0.04	+	RABGAP1L
chrX	153126968	153141399	NM_001143963	0.04	-	L1CAM
chrX	153126968	153141399	NM_024003	0.04	-	L1CAM
chr12	18414473	18801352	NM_004570	0.04	+	PIK3C2G
chr12	18414473	18801352	NM_001288772	0.04	+	PIK3C2G
chr12	18414473	18801352	NM_001288774	0.04	+	PIK3C2G
chr10	99218080	99258366	NM_022362	0.04	-	MMS19
chr10	99218080	99258366	NM_001289403	0.04	-	MMS19
chr10	99218080	99258366	NM_001289404	0.04	-	MMS19
chr3	150804584	151154465	NM_053002	0.039	+	MED12L
chr12	46312913	46384401	NM_004719	0.039	-	SCAF11
chr9	140135710	140138159	NM_006088	0.039	+	TUBB4B
chr12	48166966	48176536	NM_017842	0.039	+	SLC48A1
chr11	61645687	61645750	NR_106804	0.039	-	MIR6746
chr1	38478383	38490497	NM_016037	0.039	+	UTP11L
chr2	40144773	40482349	NR_038441	0.039	+	SLC8A1-AS1
chr3	44155703	44155802	NR_029700	0.038	+	MIR138-1
chr2	181845111	181928154	NM_001278555	0.038	+	UBE2E3
chr2	181845111	181928154	NM_182678	0.038	+	UBE2E3
chr9	99579272	99616389	NM_001001662	0.038	-	ZNF782
chr2	111490149	111875799	NM_001142807	0.037	+	ACOXL
chr10	103529886	103535759	NM_033164	0.037	-	FGF8
chr10	103529886	103535759	NM_033163	0.037	-	FGF8
chr10	103529886	103535759	NM_006119	0.037	-	FGF8
chr10	103529886	103535759	NM_033165	0.037	-	FGF8
chr14	23033806	23058143	NM_001344	0.037	-	DAD1
chr17	27369917	27384236	NM_016518	0.037	+	PIPOX
chr1	19970666	19984949	NM_005380	0.037	+	NBL1
chr17	17942610	17971718	NM_024052	0.036	+	GID4
chrX	109113629	109113681	NR_039659	0.036	+	MIR4454
chr11	308106	309410	NM_006435	0.036	+	IFITM2
chr22	19833660	19842371	NM_024627	0.035	-	C22orf29
chr13	106111405	106158030	NR_040247	0.035	-	DAOA-AS1
chr16	71732469	71732604	NR_033337	0.034	-	SNORA70D
chr22	35515816	35627049	NR_126356	0.034	-	LINC01399
chrX	5808066	6145244	NM_001282146	0.034	-	NLGN4X
chr10	99218080	99258551	NM_001289405	0.034	-	MMS19
chr22	45705080	45737836	NM_001104595	0.034	+	FAM118A
chr3	93776765	93782067	NM_001195643	0.033	-	DHFRL1
chr22	19775933	19842462	NM_053004	0.033	-	GNB1L
chr5	112043201	112181936	NM_001127511	0.032	+	APC
chr20	50069441	50069514	NR_036162	0.032	-	MIR3194
chr10	99258638	99330967	NM_024954	0.032	+	UBTD1
chr8	87060690	87081851	NM_033126	0.032	-	PSKH2
chr2	61389628	61391964	NM_001143959	0.031	+	C2orf74
chr1	10490803	10512060	NR_037187	0.031	+	APITD1-CORT
chr1	10490803	10502872	NR_036462	0.031	+	APITD1
chr1	10490803	10512060	NM_001243768	0.031	+	APITD1-CORT
chr2	37869024	37899342	NM_006449	0.031	-	CDC42EP3
chr2	37869024	37899342	NM_001270438	0.031	-	CDC42EP3
chr2	37869024	37899342	NM_001270437	0.031	-	CDC42EP3
chr8	126953375	126963441	NR_038446	0.031	-	LINC00861
chr8	126934766	126963441	NR_038447	0.031	-	LINC00861
chr9	136028334	136039332	NM_001282632	0.031	-	GBGT1
chr9	136028334	136039332	NM_001288572	0.031	-	GBGT1
chr9	136028334	136039332	NM_021996	0.031	-	GBGT1
chr9	136028334	136039332	NM_001282629	0.031	-	GBGT1
chr9	136028334	136039332	NM_001288573	0.031	-	GBGT1
chr3	184908411	184971886	NM_001966	0.03	-	EHHADH
chr3	184908411	184971886	NM_001166415	0.03	-	EHHADH
chr19	35978225	35981433	NM_001244847	0.03	-	KRTDAP
chr19	35978225	35981433	NM_207392	0.03	-	KRTDAP
chr9	94484877	94712444	NM_004560	0.03	-	ROR2
chr16	85645028	85709812	NM_001134473	0.029	+	GSE1
chr20	62189438	62199107	NM_033405	0.029	-	HELZ2
chr1	234442212	234442285	NR_039818	0.029	+	MIR4671
chr22	27053445	27072440	NR_003491	0.029	+	MIAT
chr22	27053445	27072440	NR_033319	0.029	+	MIAT
chr22	27053445	27072440	NR_033320	0.029	+	MIAT
chr22	27053445	27072440	NR_033321	0.029	+	MIAT
chr18	29598444	29653154	NM_017831	0.029	+	RNF125
chr12	44152746	44183346	NM_001145257	0.029	+	IRAK4
chr12	44152746	44183346	NM_001145256	0.029	+	IRAK4
chr12	44152746	44183346	NM_001145258	0.029	+	IRAK4
chr12	44152746	44183346	NM_001114182	0.029	+	IRAK4
chr12	44152746	44183346	NM_016123	0.029	+	IRAK4
chr20	30407177	30422500	NM_033118	0.028	+	MYLK2
chr20	35090185	35157040	NM_183006	0.028	+	DLGAP4
chr3	93781854	93845630	NM_022072	0.028	+	NSUN3
chr8	95500004	95565746	NM_015496	0.028	-	KIAA1429
chr8	95523205	95565746	NM_183009	0.028	-	KIAA1429
chr20	49231172	49231322	NR_031634	0.028	-	MIR1302-5
chr3	93776765	93781831	NM_176815	0.028	-	DHFRL1
chr1	192127591	192154945	NM_130782	0.027	+	RGS18
chr10	1568824	1599179	NR_033387	0.027	+	ADARB2-AS1
chr1	62660473	62678001	NM_019079	0.027	+	L1TD1
chr1	62660473	62678001	NM_001164835	0.027	+	L1TD1
chr10	12695136	12695196	NR_039701	0.026	-	MIR4481
chr11	107578100	107582787	NM_003063	0.026	-	SLN
chr10	103541081	103543170	NM_006993	0.026	-	NPM3
chrX	69353317	69386173	NM_001551	0.026	+	IGBP1
chr12	44122409	44152620	NM_001271826	0.026	-	PUS7L
chr12	44122409	44152620	NM_031292	0.026	-	PUS7L
chr5	167719064	167899308	NM_001161661	0.026	+	WWC1
chr5	167719064	167899308	NM_001161662	0.026	+	WWC1
chr5	167719064	167899308	NM_015238	0.026	+	WWC1
chr5	162864576	162872022	NM_004060	0.026	+	CCNG1
chr5	162864576	162872022	NM_199246	0.026	+	CCNG1
chr22	17597188	17602213	NM_031890	0.026	-	CECR6
chr9	116917824	117074796	NM_032888	0.025	+	COL27A1
chr12	44122409	44152576	NM_001098614	0.025	-	PUS7L
chr5	94994019	95018714	NM_031952	0.025	-	SPATA9
chr5	94994019	95018714	NR_125329	0.025	-	SPATA9
chr5	94987884	95018714	NR_125327	0.025	-	SPATA9
chr5	94987884	95018714	NR_125328	0.025	-	SPATA9
chr5	94987884	95018714	NR_125330	0.025	-	SPATA9
chr12	44122411	44152561	NM_001098615	0.025	-	PUS7L
chr22	17597188	17602257	NM_001163079	0.025	-	CECR6
chr22	37196744	37215517	NM_002854	0.025	-	PVALB
chr14	57267424	57277194	NM_001270523	0.025	-	OTX2
chr14	57267424	57277194	NM_021728	0.025	-	OTX2
chr14	57267424	57277194	NM_001270524	0.025	-	OTX2
chr14	57267424	57277194	NR_073034	0.025	-	OTX2
chr17	70068473	70089622	NR_110827	0.024	+	LOC101928205
chr17	7743234	7758118	NM_001080424	0.024	+	KDM6B
chr5	41925353	41941672	NM_001297437	0.023	+	FBXO4
chr5	41925355	41941672	NM_012176	0.023	+	FBXO4
chr5	41925355	41935185	NM_033484	0.023	+	FBXO4
chr6	32120578	32122142	NR_037169	0.023	-	LOC100507547
chr6	32120578	32122142	NR_037172	0.023	-	LOC100507547
chr6	32120578	32122142	NR_037171	0.023	-	LOC100507547
chr6	32120578	32122142	NR_037170	0.023	-	LOC100507547
chrX	145109311	145109390	NR_030581	0.022	-	MIR891A
chr22	30792929	30812964	NM_033382	0.022	+	SEC14L2
chr22	30792929	30821291	NM_001204204	0.022	+	SEC14L2
chr22	30792929	30821291	NM_001291932	0.022	+	SEC14L2
chr22	30792929	30821291	NM_012429	0.022	+	SEC14L2
chr20	62795826	62873606	NM_004535	0.022	+	MYT1
chr16	85741123	85784689	NM_206967	0.022	-	C16orf74
chr6	119103870	119104581	NR_037662	0.022	+	LOC100287632
chr11	65211928	65212028	NR_030343	0.022	+	MIR612
chr13	93697593	93710179	NR_126360	0.022	+	LINC00363
chr9	25676386	25678856	NM_001004125	0.022	-	TUSC1
chr17	43213013	43221543	NM_001135706	0.022	+	ACBD4
chr17	43213013	43221543	NM_024722	0.022	+	ACBD4
chr17	43213013	43221543	NM_001135705	0.022	+	ACBD4
chr17	43213013	43220326	NM_001135707	0.022	+	ACBD4
chr1	12776117	12788726	NR_111984	0.022	+	AADACL3
chr1	12776117	12788726	NM_001103170	0.022	+	AADACL3
chr5	63986134	64014017	NM_001164442	0.022	+	FAM159B
chr8	9182560	9192590	NR_040039	0.022	+	LOC157273
chr7	23530006	23531031	NR_026676	0.022	+	RPS2P32
chr1	226124297	226129083	NM_003240	0.022	-	LEFTY2
chr1	226124297	226129083	NM_001172425	0.022	-	LEFTY2
chr20	35089817	35157040	NM_001042486	0.021	+	DLGAP4
chrX	47053200	47074527	NM_003334	0.021	+	UBA1
chr10	112257624	112271302	NM_004419	0.021	+	DUSP5
chr17	55678225	55685773	NR_110807	0.021	-	LOC101927539
chr22	17602484	17612994	NR_103793	0.021	+	LOC100996342
chr19	12863406	12869271	NM_017682	0.021	+	BEST2
chrX	5808066	6145888	NM_020742	0.02	-	NLGN4X
chr17	80317122	80321652	NM_207459	0.02	+	TEX19
chr5	169532916	169536729	NM_012188	0.02	+	FOXI1
chr5	169532916	169536729	NM_144769	0.02	+	FOXI1
chr17	48127712	48133103	NR_038230	0.02	-	LOC284080
chr11	59573607	59578345	NM_017840	0.02	-	MRPL16
chr4	147096834	147111213	NM_007080	0.02	+	LSM6
chr7	48075107	48100894	NM_001100159	0.02	+	C7orf57
chr7	48075107	48100894	NM_001267866	0.02	+	C7orf57
chr7	48075107	48100894	NM_001267865	0.02	+	C7orf57
chr1	955502	991499	NM_198576	0.02	+	AGRN
chr11	101390550	101390636	NR_037485	0.02	-	MIR3920
chr1	161040780	161059385	NM_030916	0.02	-	PVRL4
chr5	149823791	149829319	NM_005617	0.02	-	RPS14
chr5	149823791	149829319	NM_001025071	0.02	-	RPS14
chr5	149823791	149829319	NM_001025070	0.02	-	RPS14
chr15	82555151	82577267	NM_001008226	0.019	+	FAM154B
chr12	119772516	119978852	NM_178499	0.019	+	CCDC60
chr5	156904311	157002831	NM_033274	0.019	-	ADAM19
chr21	47581061	47604373	NM_001142854	0.019	-	SPATC1L
chr21	47581061	47604373	NM_032261	0.019	-	SPATC1L
chr16	19297104	19322269	NM_001256720	0.019	+	CLEC19A
chr12	95910335	95928102	NR_125360	0.019	-	USP44
chr2	26531040	26541970	NM_001145169	0.019	-	GPR113
chr16	60392358	60393667	NM_001282301	0.019	-	LOC729159
chr14	32671250	32671356	NR_125730	0.019	+	RNU6-2
chr22	38453261	38471708	NM_012407	0.019	+	PICK1
chr22	38453261	38471708	NM_001039583	0.019	+	PICK1
chr22	38453261	38471708	NM_001039584	0.019	+	PICK1
chr2	74185094	74208566	NR_104030	0.019	-	DGUOK-AS1
chr2	74185094	74208566	NR_104029	0.019	-	DGUOK-AS1
chr11	130274817	130298539	NM_007037	0.019	-	ADAMTS8
chr3	119884327	119963142	NM_001168271	0.018	-	GPR156
chr3	119884327	119963142	NM_153002	0.018	-	GPR156
chr2	26532811	26541917	NM_001145168	0.018	-	GPR113
chr12	122150657	122219974	NM_001080825	0.018	+	TMEM120B
chr6	43603576	43608688	NM_014628	0.018	+	MAD2L1BP
chr20	50400582	50419048	NM_020436	0.018	-	SALL4
chr15	40531291	40569688	NM_001276718	0.017	+	PAK6
chr4	146080288	146095896	NM_017493	0.017	-	OTUD4
chr1	17312452	17338467	NM_022089	0.017	-	ATP13A2
chr1	17312452	17338467	NM_001141973	0.017	-	ATP13A2
chr1	17312452	17338467	NM_001141974	0.017	-	ATP13A2
chr16	451857	462487	NM_020664	0.017	+	DECR2
chr4	8201059	8242830	NM_018986	0.017	+	SH3TC1
chrX	149861868	149933575	NM_003828	0.017	+	MTMR1
chr17	42219273	42239844	NM_024032	0.017	+	C17orf53
chr17	42219273	42239844	NM_001171251	0.017	+	C17orf53
chr6	32121775	32131458	NM_005155	0.017	+	PPT2
chr6	32121775	32131458	NM_001204103	0.017	+	PPT2
chr6	32121775	32136062	NR_037861	0.017	+	PPT2-EGFL8
chr22	39101806	39129592	NM_004286	0.017	+	GTPBP1
chr7	127250345	127255780	NM_006193	0.017	-	PAX4
chr7	1748797	1787590	NM_001128636	0.017	+	ELFN1
chr17	48133339	48167849	NM_002204	0.017	+	ITGA3
chr17	48133339	48167849	NM_005501	0.017	+	ITGA3
chr2	37064840	37193615	NM_003162	0.017	-	STRN
chr1	35220647	35224113	NM_005268	0.017	+	GJB5
chr15	45459411	45480165	NM_001301170	0.017	-	SHF
chr15	45459411	45480165	NM_001301169	0.017	-	SHF
chr15	45459411	45480165	NM_001301168	0.017	-	SHF
chr3	50306426	50314602	NM_001290060	0.016	+	SEMA3B
chr5	82146683	82155655	NR_105016	0.016	-	LINC01338
chr7	2291404	2354110	NM_013321	0.016	-	SNX8
chr17	26205339	26220409	NM_001076680	0.016	-	LYRM9
chr2	66662531	66799891	NM_002398	0.016	+	MEIS1
chr7	22980877	23053770	NM_032581	0.016	-	FAM126A
chr22	41640780	41682255	NM_002883	0.016	-	RANGAP1
chr19	42387266	42411604	NM_004706	0.015	+	ARHGEF1
chr19	42387266	42411604	NM_198977	0.015	+	ARHGEF1
chr17	73106046	73126360	NM_024585	0.015	+	ARMC7
chr17	73106046	73110924	NM_001304272	0.015	+	ARMC7
chr17	73106046	73110924	NM_001304273	0.015	+	ARMC7
chr17	73106046	73126360	NM_001304271	0.015	+	ARMC7
chr5	36152144	36184142	NM_005983	0.015	+	SKP2
chr5	36152144	36184142	NM_001243120	0.015	+	SKP2
chr5	36152144	36184142	NM_032637	0.015	+	SKP2
chr3	150321065	150348234	NM_016275	0.015	+	SELT
chr22	18074902	18111588	NM_001696	0.015	-	ATP6V1E1
chr22	18074902	18111588	NM_001039367	0.015	-	ATP6V1E1
chr22	18074902	18111588	NM_001039366	0.015	-	ATP6V1E1
chr9	133569146	133580281	NM_014285	0.015	+	EXOSC2
chr9	133569146	133580281	NM_001282708	0.015	+	EXOSC2
chr9	133569146	133580281	NR_104230	0.015	+	EXOSC2
chr9	133569146	133580281	NM_001282709	0.015	+	EXOSC2
chr5	148786407	148812399	NR_105060	0.015	+	MIR143HG
chr5	148786407	148812399	NR_105059	0.015	+	MIR143HG
chr1	151772739	151777918	NM_001004432	0.015	-	LINGO4
chr6	121756722	121770890	NM_000165	0.015	+	GJA1
chr5	67485703	67494235	NR_105003	0.015	+	LOC102467655
chr15	31293263	31453476	NM_001252020	0.015	-	TRPM1
chr7	112063198	112117258	NM_001197080	0.015	+	IFRD1
chr7	112063198	112117258	NM_001007245	0.015	+	IFRD1
chr3	50306592	50314602	NM_001290061	0.014	+	SEMA3B
chr11	75313904	75379479	NM_207577	0.014	-	MAP6
chr17	73937588	73975515	NM_004035	0.014	-	ACOX1
chr17	73937588	73975515	NM_001185039	0.014	-	ACOX1
chr17	73937588	73975515	NM_007292	0.014	-	ACOX1
chr1	19971865	19984949	NM_001204085	0.014	+	NBL1
chr5	36103413	36152015	NM_001007527	0.014	-	LMBRD2
chr14	21236585	21239107	NM_022360	0.014	+	EDDM3B
chr7	126855180	126869975	NR_110195	0.013	+	LOC101928333
chr7	126855180	126869975	NR_110194	0.013	+	LOC101928333
chr13	66540461	66540561	NR_039692	0.013	-	MIR548X2
chr20	44441671	44445596	NM_181801	0.013	+	UBE2C
chr18	61554938	61571124	NM_002575	0.013	+	SERPINB2
chr18	61554938	61571124	NM_001143818	0.013	+	SERPINB2
chr11	61521500	61525136	NR_026882	0.013	-	DKFZP434K028
chr22	40917803	40922711	NR_109965	0.013	+	LOC101927257
chr11	65779461	65780976	NM_001323	0.013	+	CST6
chr5	142239169	142248475	NR_046680	0.013	-	ARHGAP26-AS1
chr6	43612766	43638748	NM_001193341	0.013	+	RSPH9
chr6	43612766	43638748	NM_152732	0.013	+	RSPH9
chr2	220144039	220151622	NM_001039550	0.013	+	DNAJB2
chr2	220144039	220151622	NM_006736	0.013	+	DNAJB2
chr3	42299317	42307662	NM_000729	0.013	-	CCK
chr22	41640780	41682021	NM_001278651	0.013	-	RANGAP1
chr1	201972251	201972364	NR_106798	0.013	+	MIR6740
chr16	52060263	52107847	NM_001242473	0.013	-	C16orf97
chr20	3024267	3026391	NM_001501	0.012	+	GNRH2
chr20	3024267	3026391	NM_178331	0.012	+	GNRH2
chr20	3024267	3026391	NM_178332	0.012	+	GNRH2
chr12	45580873	45581252	NR_001571	0.012	-	RNY5
chr7	141404137	141438030	NR_015392	0.012	-	WEE2-AS1
chr9	88879462	88897490	NM_030940	0.012	-	ISCA1
chr16	27214806	27233089	NM_024773	0.012	+	KDM8
chr13	99853162	100038753	NM_177967	0.012	+	UBAC2
chr13	99853162	100038753	NR_026644	0.012	+	UBAC2
chr21	46101490	46102078	NM_181686	0.012	-	KRTAP12-1
chr2	47387220	47403740	NM_001743	0.012	-	CALM2
chr17	73975297	74002080	NR_037709	0.012	+	TEN1-CDK3
chr17	73975297	73996667	NM_001113324	0.012	+	TEN1
chr8	67104348	67109554	NR_039979	0.012	+	LINC00967
chr16	4295825	4303790	NR_039999	0.012	-	LINC01569
chr1	228392175	228401365	NR_073154	0.012	-	C1orf145
chr6	151773392	151791234	NM_001286562	0.012	+	C6orf211
chr6	151773392	151791234	NM_024573	0.012	+	C6orf211
chr11	63275458	63284246	NM_001142538	0.012	+	LGALS12
chr11	63275458	63284246	NM_001142537	0.012	+	LGALS12
chr1	228391206	228401356	NR_073155	0.012	-	C1orf145
chr5	55290994	55299475	NR_102755	0.011	+	FLJ31104
chr7	141438120	141450288	NM_001256513	0.011	+	SSBP1
chr7	141438120	141450288	NM_001256512	0.011	+	SSBP1
chr7	141438120	141450288	NM_003143	0.011	+	SSBP1
chr7	141438120	141450288	NR_046269	0.011	+	SSBP1
chr7	141438120	141450288	NM_001256511	0.011	+	SSBP1
chr4	83534265	83542590	NR_024087	0.011	-	LINC00575
chr4	83534265	83542590	NR_024088	0.011	-	LINC00575
