# Argument List:
# Name = Beta_minus-FetalSI_unique
# peak file = /Informatics/FetalSI_unique.bed
# distance = 5000 bp
#Chromsome	TSS	TTS	RefseqID	Score	Strand	GeneSymbol
chr17	48633567	48639469	NR_038439	0.221	-	CACNA1G-AS1
chr11	67033904	67054029	NM_001619	0.221	+	ADRBK1
chr6	36238236	36276372	NM_001145717	0.220	+	PNPLA1
chr2	98962617	99015064	NM_001298	0.219	+	CNGA3
chr2	98962617	99015064	NM_001079878	0.219	+	CNGA3
chr9	139270028	139292889	NM_003086	0.219	-	SNAPC4
chr16	68678150	68732957	NM_001793	0.218	+	CDH3
chr1	182376755	182383948	NR_034131	0.216	+	LINC00272
chr14	42076763	42373752	NM_152447	0.216	+	LRFN5
chr6	88757506	88776550	NM_030960	0.214	+	SPACA1
chr20	61431978	61436939	NR_102430	0.214	-	OGFR-AS1
chr19	14583277	14586174	NM_000955	0.212	-	PTGER1
chrX	48689501	48694040	NM_013271	0.211	-	PCSK1N
chr3	124093178	124093284	NR_106731	0.209	+	MIR6083
chr16	475667	572481	NM_014700	0.209	+	RAB11FIP3
chr22	29469065	29564321	NM_032045	0.209	+	KREMEN1
chr22	29469065	29542808	NM_001039570	0.209	+	KREMEN1
chr12	569542	671058	NM_173593	0.208	+	B4GALNT3
chr2	129023053	129076171	NM_004807	0.207	-	HS6ST1
chr3	194429149	194502897	NR_037891	0.205	+	LOC100507391
chr11	66233797	66244808	NM_001243135	0.205	+	PELI3
chr11	76368567	76381044	NM_005512	0.204	-	LRRC32
chr11	15987994	16424413	NM_001145819	0.203	-	SOX6
chr11	15987994	16424413	NM_017508	0.203	-	SOX6
chrX	53111541	53117728	NM_022117	0.202	+	TSPYL2
chr11	1411128	1483919	NM_003957	0.201	+	BRSK2
chr11	1411128	1483919	NR_046331	0.201	+	BRSK2
chr11	1411128	1483919	NM_001256627	0.201	+	BRSK2
chr11	1411128	1483919	NM_001256629	0.201	+	BRSK2
chr2	17721806	17837706	NM_003385	0.200	+	VSNL1
chr17	26850958	26865175	NM_003593	0.199	+	FOXN1
chr14	101280827	101280911	NR_039729	0.199	+	MIR2392
chr16	32888796	32896463	NR_003083	0.196	-	SLC6A10P
chr3	127872299	128127489	NM_021937	0.196	+	EEFSEC
chr10	85933553	85945050	NM_207373	0.196	+	C10orf99
chr13	52638899	52703228	NM_199289	0.195	-	NEK5
chr17	79139306	79156964	NR_027255	0.194	+	AATK-AS1
chr7	134233848	134264592	NM_001080538	0.194	+	AKR1B15
chr20	25936447	25949924	NR_110003	0.194	+	LOC101926955
chr22	37461475	37505449	NM_001289001	0.193	-	TMPRSS6
chr4	40195268	40246384	NM_001278369	0.192	+	RHOH
chr7	141536077	141541221	NM_001171951	0.192	-	PRSS37
chr7	141536077	141541221	NM_001008270	0.192	-	PRSS37
chr19	4360363	4400565	NM_001199943	0.191	-	SH3GL1
chr19	4360363	4400565	NM_003025	0.191	-	SH3GL1
chr1	33797993	33798093	NR_037400	0.190	-	MIR3605
chr19	40721964	40724306	NM_152479	0.190	-	TTC9B
chr3	150804584	151154465	NM_053002	0.190	+	MED12L
chr5	34017962	34043371	NM_181435	0.189	-	C1QTNF3
chr5	34017962	34043371	NM_030945	0.189	-	C1QTNF3
chr3	157154579	157161417	NM_002852	0.188	+	PTX3
chr3	63638343	63650891	NM_001080537	0.188	+	SNTN
chr10	75257295	75335433	NM_152586	0.187	-	USP54
chr6	3224494	3227968	NM_178012	0.187	-	TUBB2B
chr3	184474176	184490943	NR_110043	0.186	-	LOC101928992
chr17	4487275	4511614	NM_198501	0.186	+	SMTNL2
chr19	18979354	19006953	NM_001492	0.185	-	GDF1
chr19	18979354	19006953	NM_021267	0.185	-	CERS1
chr19	18988717	19006953	NM_198207	0.185	-	CERS1
chr17	3827162	3867758	NM_005173	0.183	-	ATP2A3
chr17	3827162	3867758	NM_174953	0.183	-	ATP2A3
chr17	3827162	3867758	NM_174956	0.183	-	ATP2A3
chr17	3827162	3867758	NM_174954	0.183	-	ATP2A3
chr17	3827162	3867758	NM_174955	0.183	-	ATP2A3
chr17	3827162	3867758	NM_174958	0.183	-	ATP2A3
chr17	3827162	3867758	NM_174957	0.183	-	ATP2A3
chr1	65613512	65697828	NM_001005353	0.182	+	AK4
chr2	240227156	240227240	NR_036229	0.182	+	MIR4269
chrX	49955419	49965004	NM_139289	0.178	-	AKAP4
chr13	97079482	97079546	NR_039723	0.178	+	MIR4501
chr12	79813036	79813101	NR_031700	0.177	+	MIR1252
chr2	234651395	234652661	NM_001001394	0.176	-	DNAJB3
chr8	104512975	105266656	NM_001100117	0.175	+	RIMS2
chr10	124457224	124459338	NM_001010912	0.173	-	C10orf120
chr10	95753745	96088148	NM_016341	0.172	+	PLCE1
chr10	95753745	96088148	NM_001288989	0.172	+	PLCE1
chr12	85253266	85306608	NM_182767	0.172	-	SLC6A15
chr12	85253266	85306608	NM_001146335	0.172	-	SLC6A15
chr12	85274628	85306608	NM_018057	0.172	-	SLC6A15
chr2	166428845	166545917	NM_024969	0.171	+	CSRNP3
chr12	1726221	1756377	NM_030775	0.171	+	WNT5B
chr17	18281078	18292960	NM_001145127	0.171	+	EVPLL
chr22	37461475	37505603	NM_001289000	0.170	-	TMPRSS6
chr14	59295005	59484046	NR_110547	0.170	+	LINC01500
chr12	98123825	98150295	NR_077240	0.170	-	LOC643711
chr19	4910104	4962165	NM_001290051	0.170	+	UHRF1
chr19	4360363	4400415	NM_001199944	0.169	-	SH3GL1
chr14	76070551	76070604	NR_106988	0.169	+	MIR7641-2
chr14	95047705	95059457	NM_000624	0.169	+	SERPINA5
chr11	69513005	69519106	NM_005117	0.168	-	FGF19
chr10	105253734	105352309	NM_004210	0.168	+	NEURL1
chr1	41326727	41328018	NM_133467	0.168	-	CITED4
chr14	105883917	105886076	NR_125384	0.168	-	LOC100507437
chr14	105883917	105886076	NR_125385	0.168	-	LOC100507437
chr6	44126547	44152139	NM_007058	0.167	+	CAPN11
chr2	87237587	87248969	NM_001032392	0.167	-	PLGLB1
chr6	33866911	33866977	NR_106982	0.166	+	MIR7159
chr7	31569288	31698334	NM_001257968	0.166	+	CCDC129
chr2	87237587	87248973	NM_002665	0.166	-	PLGLB2
chr19	50472911	50479076	NR_002825	0.166	+	SIGLEC16
chr2	182818967	182982483	NR_048567	0.165	+	PPP1R1C
chr5	80501461	80746718	NR_002754	0.165	+	RNU5E-1
chr5	80501462	80746718	NR_002755	0.164	+	RNU5D-1
chr16	31494438	31502091	NM_003041	0.164	+	SLC5A2
chr16	31494438	31502091	NR_130783	0.164	+	SLC5A2
chr19	46560935	46580887	NR_125344	0.164	-	LOC400706
chr3	50192847	50226508	NM_004186	0.163	+	SEMA3F
chr12	68323014	68363797	NR_120456	0.161	+	LINC01479
chr11	117707690	117748201	NM_001164831	0.161	-	FXYD6
chr19	5865836	5870551	NM_002034	0.161	-	FUT5
chr20	55966453	55984386	NM_017495	0.161	+	RBM38
chr20	55966453	55984386	NM_183425	0.161	+	RBM38
chr20	55966453	55984386	NM_001291780	0.161	+	RBM38
chr10	135061014	135061124	NR_030170	0.160	-	MIR202
chr19	2754711	2783354	NM_003021	0.160	-	SGTA
chr12	2157517	2158628	NR_046768	0.160	+	CACNA1C-IT2
chr9	116111811	116133513	NM_017688	0.159	+	BSPRY
chr3	69788585	70017488	NM_198159	0.158	+	MITF
chr14	105047477	105056184	NM_001286400	0.158	+	C14orf180
chr2	54076258	54076342	NR_037453	0.158	-	MIR3682
chr4	13656802	13932852	NR_121681	0.157	+	LINC01182
chr16	20548082	20587695	NM_001105069	0.157	-	ACSM2B
chr16	20548082	20587695	NM_182617	0.157	-	ACSM2B
chr7	16250110	16310229	NR_038946	0.156	+	ISPD-AS1
chr7	16250110	16310229	NR_038947	0.156	+	ISPD-AS1
chr16	81070786	81080951	NM_001300728	0.156	+	ATMIN
chr6	150211238	150240644	NR_045127	0.156	+	RAET1E-AS1
chr1	183524696	183559739	NM_001190789	0.155	-	NCF2
chr1	183524696	183559739	NM_001190794	0.155	-	NCF2
chr1	183524696	183559739	NM_000433	0.155	-	NCF2
chr16	88744089	88752882	NM_178310	0.155	-	SNAI3
chr9	117096432	117156685	NM_030767	0.155	-	AKNA
chr2	25455829	25564784	NM_022552	0.154	-	DNMT3A
chr14	105886185	105937057	NM_001203258	0.154	+	MTA1
chr14	105886185	105937057	NM_004689	0.154	+	MTA1
chr3	52811601	52826084	NM_002215	0.153	+	ITIH1
chr17	7076750	7082883	NM_001197216	0.153	-	ASGR1
chr17	7076750	7082883	NM_001671	0.153	-	ASGR1
chr1	2407753	2436969	NM_014638	0.153	+	PLCH2
chr1	2407753	2436969	NM_001303013	0.153	+	PLCH2
chr17	17679999	17682843	NR_024007	0.151	-	SMCR5
chr16	73420703	73455295	NR_038234	0.150	+	LINC01568
chr1	156549518	156556562	NM_001105669	0.150	+	TTC24
chr8	38000217	38008600	NM_000349	0.148	-	STAR
chr4	146080288	146095896	NM_017493	0.148	-	OTUD4
chr5	87960262	87969146	NR_024384	0.148	-	LINC00461
chr6	10439949	10440027	NR_049872	0.148	+	MIR5689
chr18	43304091	43332485	NM_001146036	0.147	+	SLC14A1
chr18	43304091	43332485	NM_001128588	0.147	+	SLC14A1
chr18	43304091	43332485	NM_015865	0.147	+	SLC14A1
chr2	43254991	43266682	NR_110585	0.146	-	LOC102723854
chr1	65613231	65697828	NM_203464	0.146	+	AK4
chr2	100889752	100939195	NM_198461	0.145	-	LONRF2
chr6	16238810	16295780	NM_006877	0.145	+	GMPR
chr19	19040009	19049858	NM_001145724	0.145	-	HOMER3
chr16	20462858	20498991	NM_001010845	0.143	+	ACSM2A
chr2	113816214	113822320	NM_173170	0.142	+	IL36RN
chr14	94414571	94414648	NR_039728	0.142	-	MIR4506
chr9	139553307	139567130	NR_046367	0.142	+	EGFL7
chr1	57320442	57383894	NM_000562	0.141	+	C8A
chr5	53751430	53752214	NM_006308	0.141	+	HSPB3
chr4	40198526	40246384	NM_004310	0.141	+	RHOH
chr4	40198526	40246384	NM_001278359	0.141	+	RHOH
chr4	40198526	40246384	NM_001278363	0.141	+	RHOH
chr4	40198526	40246384	NM_001278362	0.141	+	RHOH
chr4	40198526	40246384	NM_001278361	0.141	+	RHOH
chr4	40198526	40246384	NM_001278360	0.141	+	RHOH
chr15	94399788	94421585	NR_120321	0.141	+	LOC101927153
chr8	1449531	1656642	NM_004745	0.140	+	DLGAP2
chr8	1449531	1656642	NM_001277161	0.140	+	DLGAP2
chr11	118827007	118829269	NM_006760	0.139	+	UPK2
chr2	110827537	110827619	NR_036225	0.138	-	MIR4267
chr10	50339200	50342065	NM_001164484	0.138	-	FAM170B
chr11	104912052	104916051	NM_001017534	0.137	-	CARD16
chr11	104912052	104916051	NM_052889	0.137	-	CARD16
chr19	4910378	4962165	NM_013282	0.136	+	UHRF1
chr19	4910378	4962165	NM_001290052	0.136	+	UHRF1
chr12	108525507	108644313	NM_001304447	0.136	+	WSCD2
chr8	80523048	80578410	NM_007029	0.135	+	STMN2
chr8	80523048	80578410	NM_001199214	0.135	+	STMN2
chr16	56685810	56687116	NM_005947	0.134	+	MT1B
chr6	44191362	44201888	NM_001078177	0.134	+	SLC29A1
chrX	52891557	52896332	NM_130776	0.134	-	XAGE3
chr17	72772621	72835922	NM_017728	0.133	+	TMEM104
chr15	75074424	75095539	NM_001127190	0.133	+	CSK
chr15	75074424	75095539	NM_004383	0.133	+	CSK
chr13	114239002	114295788	NR_026580	0.132	+	TFDP1
chr9	140004991	140009195	NM_013379	0.132	-	DPP7
chr5	160358785	160365633	NR_027111	0.132	-	LOC285629
chr10	102741133	102747272	NM_176794	0.131	-	MRPL43
chr10	102737578	102747272	NM_176792	0.131	-	MRPL43
chr10	102741133	102747272	NM_176793	0.131	-	MRPL43
chr10	102746026	102747272	NM_032112	0.131	-	MRPL43
chr20	3758150	3762102	NM_015417	0.131	-	SPEF1
chrX	99839789	99854882	NM_022144	0.131	+	TNMD
chr4	158141819	158287226	NM_001083620	0.130	+	GRIA2
chr8	101269286	101348446	NM_001280539	0.130	-	RNF19A
chr22	36883232	36903090	NM_024955	0.130	-	FOXRED2
chr7	138279029	138348969	NM_174959	0.129	-	SVOPL
chr10	102747292	102754158	NM_001163813	0.129	+	C10orf2
chr10	102747292	102754158	NM_001163812	0.129	+	C10orf2
chr10	102747292	102754158	NM_021830	0.129	+	C10orf2
chr10	102747292	102754158	NM_001163814	0.129	+	C10orf2
chr10	135059982	135061389	NR_108079	0.129	-	MIR202HG
chr10	135059982	135061389	NR_108078	0.129	-	MIR202HG
chr8	28174648	28200871	NM_006228	0.129	+	PNOC
chr12	15154766	15159617	NR_120466	0.129	+	LINC01489
chr21	43823970	43867790	NM_018961	0.128	+	UBASH3A
chr21	43823970	43867790	NM_001243467	0.128	+	UBASH3A
chr21	43823970	43867790	NM_001001895	0.128	+	UBASH3A
chr17	72766667	72772564	NM_001305077	0.127	-	NAT9
chr17	72766667	72772564	NM_001305078	0.127	-	NAT9
chr17	72766667	72772564	NM_001305079	0.127	-	NAT9
chr17	72766667	72772564	NM_001305080	0.127	-	NAT9
chr17	72766667	72772564	NM_001305081	0.127	-	NAT9
chr17	72766667	72772564	NM_001305082	0.127	-	NAT9
chr17	72766667	72772564	NM_001305083	0.127	-	NAT9
chr17	72766667	72772564	NM_001305084	0.127	-	NAT9
chr17	72766667	72772564	NM_001305085	0.127	-	NAT9
chr17	72766667	72772564	NM_001305086	0.127	-	NAT9
chr17	72766667	72772564	NM_001305087	0.127	-	NAT9
chr17	72766667	72772564	NM_001305088	0.127	-	NAT9
chr17	72766667	72772564	NM_015654	0.127	-	NAT9
chr17	72766667	72772564	NR_130953	0.127	-	NAT9
chr17	72766667	72772564	NR_130954	0.127	-	NAT9
chrX	48928812	48931704	NM_007213	0.127	-	PRAF2
chr1	158149736	158156216	NM_001766	0.127	+	CD1D
chr13	114239055	114295788	NM_007111	0.127	+	TFDP1
chrX	152953751	152962048	NM_001142805	0.127	+	SLC6A8
chrX	152953751	152962048	NM_005629	0.127	+	SLC6A8
chr8	145654162	145669812	NM_013432	0.126	-	TONSL
chr1	11900375	11907673	NR_037806	0.126	+	NPPA-AS1
chr12	27915598	27924209	NM_001146221	0.126	-	MANSC4
chr14	23511375	23513269	NM_001099780	0.125	+	PSMB11
chr16	29313607	29376380	NR_002939	0.125	+	SNX29P2
chr6	45165410	45165507	NR_030313	0.125	-	MIR586
chr7	2291404	2354110	NM_013321	0.124	-	SNX8
chr7	1883815	1883889	NR_039799	0.124	-	MIR4655
chr12	81226311	81226408	NR_030348	0.124	-	MIR617
chr22	36883232	36903148	NM_001102371	0.124	-	FOXRED2
chr2	176972083	176974316	NM_021192	0.124	+	HOXD11
chr2	200134222	200335989	NM_015265	0.124	-	SATB2
chr20	61448413	61472511	NM_001853	0.123	+	COL9A3
chr11	70477198	70481595	NR_046567	0.123	+	SHANK2-AS1
chr1	87012758	87046432	NM_012128	0.123	+	CLCA4
chr1	87012758	87046432	NR_024602	0.123	+	CLCA4
chr1	367658	368597	NM_001005277	0.123	+	OR4F16
chr1	367658	368597	NM_001005224	0.123	+	OR4F3
chr1	367658	368597	NM_001005221	0.123	+	OR4F29
chr19	7911385	7929862	NM_001159944	0.123	+	EVI5L
chr17	74675650	74705679	NR_130926	0.122	-	MXRA7
chr2	152689285	152830485	NM_001005747	0.122	-	CACNB4
chr12	82347497	82386912	NR_110089	0.122	+	LOC101928449
chr4	158141735	158287226	NM_001083619	0.122	+	GRIA2
chr4	158141735	158287226	NM_000826	0.122	+	GRIA2
chr1	162332772	162339813	NM_001126060	0.122	+	NOS1AP
chr9	131181438	131199630	NM_001286760	0.122	+	CERCAM
chr1	210001311	210030910	NM_014388	0.121	+	DIEXF
chr2	229888688	230136057	NM_001100818	0.121	-	PID1
chr2	229888688	230136057	NM_017933	0.121	-	PID1
chr6	44191240	44201888	NM_001078176	0.121	+	SLC29A1
chr6	44191240	44201888	NM_001078175	0.121	+	SLC29A1
chr6	44191240	44201888	NM_001304463	0.121	+	SLC29A1
chr1	11979644	11986485	NM_138346	0.121	-	KIAA2013
chr1	24255559	24255637	NR_039615	0.121	+	MIR378F
chr1	183524696	183560056	NM_001127651	0.121	-	NCF2
chr7	5322560	5343704	NM_001040661	0.120	+	SLC29A4
chr7	5322560	5343704	NM_153247	0.120	+	SLC29A4
chr7	5322560	5343704	NM_001300847	0.120	+	SLC29A4
chr6	119390211	119390308	NR_030315	0.120	-	MIR548B
chrX	73438211	73438296	NR_030398	0.119	-	MIR421
chr12	1738411	1756378	NM_032642	0.119	+	WNT5B
chr1	119590027	119605910	NR_126447	0.118	+	WARS2-IT1
chr7	28338939	28865511	NM_182899	0.118	+	CREB5
chr8	116085	117024	NM_001005504	0.118	-	OR4F21
chr10	96698414	96749148	NM_000771	0.118	+	CYP2C9
chrX	153712055	153715009	NM_014235	0.118	-	UBL4A
chr11	101390550	101390636	NR_037485	0.117	-	MIR3920
chr5	139739786	139754722	NM_001258426	0.117	+	SLC4A9
chr5	139739786	139754722	NM_031467	0.117	+	SLC4A9
chr5	139739786	139754722	NM_001258428	0.117	+	SLC4A9
chr5	139739786	139754722	NM_001258427	0.117	+	SLC4A9
chr1	621095	622034	NM_001005277	0.117	-	OR4F16
chr1	621095	622034	NM_001005224	0.117	-	OR4F3
chr1	621095	622034	NM_001005221	0.117	-	OR4F29
chr16	81528953	81745367	NM_030629	0.117	+	CMIP
chr1	167510250	167523056	NM_003851	0.116	-	CREG1
chr19	18988717	19007536	NM_001290265	0.116	-	CERS1
chr5	72921982	73237818	NM_001177693	0.115	+	ARHGEF28
chr5	72921982	73237818	NM_001080479	0.115	+	ARHGEF28
chr15	41164411	41166487	NM_133639	0.115	-	RHOV
chr14	35550286	35582336	NR_110415	0.115	+	LOC101927178
chr11	1686828	1689086	NR_026643	0.114	+	FAM99A
chr1	159682078	159684379	NM_000567	0.114	-	CRP
chr1	209605477	209605587	NR_029622	0.114	+	MIR205
chr10	104503726	104576021	NM_001083913	0.113	+	WBP1L
chr1	57394882	57431813	NM_001278544	0.113	-	C8B
chr1	57394882	57431813	NM_001278543	0.113	-	C8B
chr1	57394882	57431813	NM_000066	0.113	-	C8B
chr7	65425671	65447301	NM_001293104	0.112	-	GUSB
chr7	65425672	65447301	NM_000181	0.112	-	GUSB
chr7	65425671	65447301	NM_001293105	0.112	-	GUSB
chr7	65425671	65447301	NR_120531	0.112	-	GUSB
chr7	65425671	65447301	NM_001284290	0.112	-	GUSB
chr14	21510384	21512392	NM_032572	0.112	+	RNASE7
chr11	20044101	20143147	NM_001111019	0.112	+	NAV2
chr4	40194586	40246384	NM_001278366	0.112	+	RHOH
chr4	40194586	40246384	NM_001278365	0.112	+	RHOH
chr4	40194586	40246384	NM_001278367	0.112	+	RHOH
chr4	40194586	40246384	NM_001278364	0.112	+	RHOH
chr13	23902961	23949682	NM_001278055	0.111	-	SACS
chr22	29601900	29655586	NM_133455	0.111	+	EMID1
chr22	29601900	29655586	NM_001267895	0.111	+	EMID1
chrX	73438383	73438453	NR_037511	0.111	+	MIR374C
chr2	73867849	73869537	NM_003960	0.111	-	NAT8
chr2	241615834	241622317	NM_001102467	0.111	-	AQP12B
chr5	180794287	180795226	NM_001005277	0.110	+	OR4F16
chr5	180794287	180795226	NM_001005224	0.110	+	OR4F3
chr5	180794287	180795226	NM_001005221	0.110	+	OR4F29
chr11	4566420	4567374	NM_001004137	0.110	+	OR52M1
chr7	98444110	98467673	NM_001134451	0.109	-	TMEM130
chr7	98444110	98467673	NM_001134450	0.109	-	TMEM130
chr7	98444110	98467673	NM_152913	0.109	-	TMEM130
chr9	80062564	80141678	NR_121184	0.109	+	GNA14-AS1
chr2	11886721	11967533	NM_145693	0.108	+	LPIN1
chr1	206858364	206907630	NM_004759	0.108	+	MAPKAPK2
chr1	206858364	206907630	NM_032960	0.108	+	MAPKAPK2
chrX	106366656	106449670	NM_017681	0.108	-	NUP62CL
chrX	106366656	106449670	NR_033676	0.108	-	NUP62CL
chr17	72270385	72311023	NM_001172810	0.108	+	DNAI2
chr17	72270385	72311023	NM_023036	0.108	+	DNAI2
chr17	1959603	1962981	NM_001098202	0.107	+	HIC1
chr12	70047388	70083057	NM_152439	0.107	-	BEST3
chr12	70077020	70083057	NR_104220	0.107	-	BEST3
chr19	21666516	21686040	NR_037194	0.107	+	LINC00664
chr17	8261730	8263859	NR_024447	0.106	-	LOC100128288
chr17	41831098	41836156	NM_025237	0.105	-	SOST
chr11	15665430	15726914	NM_001293172	0.105	+	LOC102724957
chrX	49955410	49965664	NM_003886	0.105	-	AKAP4
chrX	73438381	73438453	NR_030620	0.105	-	MIR374B
chr19	11406814	11426645	NM_001282510	0.105	+	TSPAN16
chr19	11406814	11426645	NM_001282509	0.105	+	TSPAN16
chr19	11406814	11437672	NM_012466	0.105	+	TSPAN16
chr19	11406814	11426645	NR_104199	0.105	+	TSPAN16
chr21	47720343	47740739	NM_001286462	0.105	-	C21orf58
chr11	126225788	126284536	NM_006278	0.104	+	ST3GAL4
chr1	35246789	35251965	NM_024009	0.104	+	GJB3
chr16	52585998	52640887	NR_033920	0.104	-	CASC16
chr3	12393000	12475855	NM_015869	0.104	+	PPARG
chrX	70443055	70445065	NM_000166	0.102	+	GJB1
chr3	10059236	10067820	NR_002786	0.101	-	CIDECP
chr16	66613350	66622177	NM_144673	0.101	+	CMTM2
chr16	66613350	66622177	NM_001199317	0.101	+	CMTM2
chr1	211519705	211548286	NM_145759	0.100	+	TRAF5
chr1	224544512	224564586	NM_014184	0.100	+	CNIH4
chr1	224544512	224564586	NM_001277199	0.100	+	CNIH4
chr1	224544512	224564586	NM_001277197	0.100	+	CNIH4
chr1	224544512	224564586	NM_001277198	0.100	+	CNIH4
chr1	224544512	224567153	NM_001277200	0.100	+	CNIH4
chr1	224544512	224564586	NR_102347	0.100	+	CNIH4
chr7	140774031	141180179	NM_001195278	0.100	+	TMEM178B
chr9	94903748	94921890	NR_027341	0.100	+	LINC00475
chr11	1940798	1959936	NM_006757	0.100	+	TNNT3
chr11	1940798	1959936	NM_001297646	0.100	+	TNNT3
chr11	1940798	1959936	NM_001042782	0.100	+	TNNT3
chr11	1940798	1959936	NM_001042781	0.100	+	TNNT3
chr11	1940798	1959936	NM_001042780	0.100	+	TNNT3
chr6	119103870	119104581	NR_037662	0.099	+	LOC100287632
chr12	120648241	120703574	NM_001080855	0.099	-	PXN
chr12	120648241	120703574	NM_002859	0.099	-	PXN
chr12	120648241	120703574	NM_001243756	0.099	-	PXN
chr19	49223841	49243970	NM_017805	0.099	-	RASIP1
chr11	77282133	77286707	NR_130930	0.099	+	LOC646029
chrX	153200721	153210232	NM_002910	0.098	-	RENBP
chr2	113816684	113822320	NM_012275	0.098	+	IL36RN
chr19	38880931	38890523	NR_073032	0.097	+	SPRED3
chr2	113587336	113594356	NM_000576	0.096	-	IL1B
chr22	50166925	50219548	NM_001304809	0.096	-	BRD1
chr1	181452685	181775921	NM_000721	0.096	+	CACNA1E
chr1	181452685	181775921	NM_001205294	0.096	+	CACNA1E
chr1	181452685	181775921	NM_001205293	0.096	+	CACNA1E
chr11	118514717	118514797	NR_106773	0.096	+	MIR6716
chr2	128395995	128439360	NM_001161404	0.095	-	LIMS2
chr2	241825464	241831455	NM_001282921	0.095	-	C2orf54
chr2	241825464	241831455	NM_024861	0.095	-	C2orf54
chr15	64443915	64449680	NM_024798	0.095	+	SNX22
chr15	64443915	64449680	NR_073534	0.095	+	SNX22
chr5	54455983	54463129	NM_001008397	0.094	+	GPX8
chr1	204159468	204165619	NM_002256	0.094	-	KISS1
chr7	113516881	113559082	NM_002711	0.094	-	PPP1R3A
chr11	2150341	2170833	NM_001007139	0.094	-	IGF2
chr7	141672430	141673573	NM_176817	0.093	-	TAS2R38
chr16	56225250	56391356	NM_020988	0.093	+	GNAO1
chr16	56225250	56382111	NM_138736	0.093	+	GNAO1
chr1	43735664	43739673	NM_144626	0.093	+	TMEM125
chr10	127477146	127511837	NM_000375	0.093	-	UROS
chr15	50474392	50528589	NM_003645	0.093	+	SLC27A2
chr15	50474392	50528589	NM_001159629	0.093	+	SLC27A2
chrX	106449861	106487473	NM_001169154	0.093	+	PIH1D3
chrX	106449861	106487473	NM_173494	0.093	+	PIH1D3
chr1	8378144	8404227	NM_001080397	0.092	+	SLC45A1
chr1	156163722	156182587	NR_104408	0.092	+	SLC25A44
chr1	156163722	156182587	NM_014655	0.092	+	SLC25A44
chr1	156163722	156182587	NM_001286184	0.092	+	SLC25A44
chr1	156163722	156182587	NR_104412	0.092	+	SLC25A44
chr1	156163722	156182587	NR_104411	0.092	+	SLC25A44
chr7	84161791	84204159	NR_110079	0.092	+	LOC101927378
chr7	84161791	84213634	NR_110080	0.092	+	LOC101927378
chr22	29279754	29453476	NM_001206998	0.092	+	ZNRF3
chr8	124864226	125132302	NM_001039112	0.091	+	FER1L6
chr14	94400498	94423767	NM_016150	0.091	-	ASB2
chr9	137218308	137332432	NM_002957	0.091	+	RXRA
chr5	149310926	149312540	NR_110534	0.091	-	LOC644762
chr21	37536838	37666572	NM_005128	0.090	+	DOPEY2
chr19	38880839	38890523	NM_001042522	0.090	+	SPRED3
chr22	40322631	40369346	NM_001291828	0.090	+	GRAP2
chr15	40731919	40760441	NM_001301132	0.090	+	BAHD1
chr2	25504320	25565459	NM_175630	0.090	-	DNMT3A
chr2	25455829	25565459	NM_175629	0.090	-	DNMT3A
chr12	102789644	102872429	NM_001111284	0.089	-	IGF1
chr22	20136108	20137431	NM_001243537	0.088	-	LOC388849
chr3	151591430	151599876	NM_033050	0.088	+	SUCNR1
chr2	97481990	97501121	NM_017623	0.088	+	CNNM3
chr2	97481990	97501121	NM_199078	0.088	+	CNNM3
chr16	22524843	22547841	NM_001135865	0.088	+	NPIPB5
chr14	101123604	101139081	NR_024096	0.088	+	LINC00523
chr22	40322594	40369346	NM_001291826	0.088	+	GRAP2
chr22	40322594	40369346	NM_001291824	0.088	+	GRAP2
chr19	13945329	13947103	NR_036515	0.087	-	LOC284454
chr8	135850311	135854880	NR_126028	0.087	+	NCRNA00250
chr17	21308447	21320482	NM_001194958	0.087	+	KCNJ18
chr12	7060433	7070479	NM_002831	0.087	+	PTPN6
chr12	7060433	7070479	NM_080549	0.087	+	PTPN6
chr2	109223616	109303702	NM_001193482	0.086	+	LIMS1
chr2	106998569	107007851	NR_003506	0.086	+	PLGLA
chr21	35275756	35288158	NM_001697	0.086	-	ATP5O
chr11	19245609	19263202	NM_001256372	0.086	-	E2F8
chr1	29563027	29653325	NM_005704	0.086	+	PTPRU
chr1	29563027	29653325	NM_001195001	0.086	+	PTPRU
chr1	29563027	29653325	NM_133178	0.086	+	PTPRU
chr1	29563027	29653325	NM_133177	0.086	+	PTPRU
chr11	126225539	126284536	NM_001254757	0.085	+	ST3GAL4
chr11	19245609	19263167	NM_001256371	0.085	-	E2F8
chr19	10341088	10341161	NR_036206	0.085	+	MIR4322
chr1	1177825	1182102	NM_001014980	0.085	-	FAM132A
chr14	102228134	102394328	NM_001161726	0.085	+	PPP2R5C
chr14	102228134	102394328	NM_001161725	0.085	+	PPP2R5C
chr11	19245609	19262507	NM_024680	0.084	-	E2F8
chr9	35957104	35958151	NM_019897	0.084	-	OR2S2
chr17	39340351	39341147	NM_033060	0.084	-	KRTAP4-1
chr22	35796115	35820495	NM_006739	0.084	+	MCM5
chr11	66188474	66194177	NM_178864	0.084	+	NPAS4
chr17	37560537	37607527	NM_004774	0.084	-	MED1
chr22	40766565	40806293	NM_015705	0.084	+	SGSM3
chr22	40766565	40806293	NM_001301849	0.084	+	SGSM3
chrX	52891557	52897119	NM_133179	0.084	-	XAGE3
